datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2021-06-24 21:00:00.000000000,1624539600000000000,8395,8415,8390,8405,12689,400154,400457
2021-06-24 21:01:00.000000000,1624539660000000000,8405,8420,8405,8410,3177,400457,400329
2021-06-24 21:02:00.000000000,1624539720000000000,8410,8415,8395,8410,2695,400329,400368
2021-06-24 21:03:00.000000000,1624539780000000000,8410,8425,8410,8420,2168,400368,400631
2021-06-24 21:04:00.000000000,1624539840000000000,8420,8430,8415,8430,2682,400631,400610
2021-06-24 21:05:00.000000000,1624539900000000000,8430,8430,8415,8425,4361,400610,400368
2021-06-24 21:06:00.000000000,1624539960000000000,8425,8425,8405,8405,1584,400368,400262
2021-06-24 21:07:00.000000000,1624540020000000000,8405,8410,8395,8395,2564,400262,400333
2021-06-24 21:08:00.000000000,1624540080000000000,8395,8400,8390,8390,1852,400333,400284
2021-06-24 21:09:00.000000000,1624540140000000000,8390,8400,8365,8400,8164,400284,401603
2021-06-24 21:10:00.000000000,1624540200000000000,8400,8405,8385,8390,4452,401603,401605
2021-06-24 21:11:00.000000000,1624540260000000000,8390,8405,8390,8400,1764,401605,401543
2021-06-24 21:12:00.000000000,1624540320000000000,8400,8400,8385,8385,1710,401543,401675
2021-06-24 21:13:00.000000000,1624540380000000000,8385,8390,8385,8390,905,401675,401969
2021-06-24 21:14:00.000000000,1624540440000000000,8390,8395,8385,8385,931,401969,401986
2021-06-24 21:15:00.000000000,1624540500000000000,8385,8400,8380,8395,3093,401986,402245
2021-06-24 21:16:00.000000000,1624540560000000000,8395,8400,8390,8395,1281,402245,402083
2021-06-24 21:17:00.000000000,1624540620000000000,8395,8395,8380,8380,1207,402083,402492
2021-06-24 21:18:00.000000000,1624540680000000000,8380,8390,8375,8375,2404,402492,402914
2021-06-24 21:19:00.000000000,1624540740000000000,8375,8380,8370,8375,1410,402914,403395
2021-06-24 21:20:00.000000000,1624540800000000000,8375,8375,8360,8365,5176,403395,404281
2021-06-24 21:21:00.000000000,1624540860000000000,8365,8370,8350,8360,4768,404281,405019
2021-06-24 21:22:00.000000000,1624540920000000000,8360,8365,8355,8360,2904,405019,405178
2021-06-24 21:23:00.000000000,1624540980000000000,8360,8360,8350,8355,2744,405178,404907
2021-06-24 21:24:00.000000000,1624541040000000000,8355,8365,8350,8360,1464,404907,404996
2021-06-24 21:25:00.000000000,1624541100000000000,8360,8370,8360,8370,2045,404996,404739
2021-06-24 21:26:00.000000000,1624541160000000000,8370,8370,8360,8360,1710,404739,404708
2021-06-24 21:27:00.000000000,1624541220000000000,8360,8365,8350,8360,2074,404708,405037
2021-06-24 21:28:00.000000000,1624541280000000000,8360,8360,8340,8345,3166,405037,405237
2021-06-24 21:29:00.000000000,1624541340000000000,8345,8350,8340,8340,1726,405237,405385
2021-06-24 21:30:00.000000000,1624541400000000000,8340,8355,8340,8340,2238,405385,405817
2021-06-24 21:31:00.000000000,1624541460000000000,8340,8345,8335,8335,2584,405817,406351
2021-06-24 21:32:00.000000000,1624541520000000000,8335,8345,8330,8335,3012,406351,406577
2021-06-24 21:33:00.000000000,1624541580000000000,8335,8340,8325,8335,3336,406577,406704
2021-06-24 21:34:00.000000000,1624541640000000000,8335,8335,8320,8325,3913,406704,407162
2021-06-24 21:35:00.000000000,1624541700000000000,8325,8340,8325,8335,3110,407162,407599
2021-06-24 21:36:00.000000000,1624541760000000000,8335,8340,8330,8335,1932,407599,407514
2021-06-24 21:37:00.000000000,1624541820000000000,8335,8345,8330,8345,1911,407514,407638
2021-06-24 21:38:00.000000000,1624541880000000000,8345,8350,8340,8340,1850,407638,408034
2021-06-24 21:39:00.000000000,1624541940000000000,8340,8360,8340,8355,4941,408034,407991
2021-06-24 21:40:00.000000000,1624542000000000000,8355,8370,8355,8370,2358,407991,408058
2021-06-24 21:41:00.000000000,1624542060000000000,8370,8375,8365,8370,5239,408058,409203
2021-06-24 21:42:00.000000000,1624542120000000000,8370,8375,8370,8375,741,409203,409114
2021-06-24 21:43:00.000000000,1624542180000000000,8375,8375,8360,8365,2949,409114,409214
2021-06-24 21:44:00.000000000,1624542240000000000,8365,8375,8355,8375,3367,409214,410335
2021-06-24 21:45:00.000000000,1624542300000000000,8375,8375,8365,8370,1442,410335,410028
2021-06-24 21:46:00.000000000,1624542360000000000,8370,8370,8365,8370,2336,410028,409901
2021-06-24 21:47:00.000000000,1624542420000000000,8370,8375,8365,8370,1615,409901,410355
2021-06-24 21:48:00.000000000,1624542480000000000,8370,8390,8370,8385,3132,410355,411115
2021-06-24 21:49:00.000000000,1624542540000000000,8385,8390,8380,8385,2200,411115,410403
2021-06-24 21:50:00.000000000,1624542600000000000,8385,8385,8380,8385,444,410403,410235
2021-06-24 21:51:00.000000000,1624542660000000000,8385,8400,8380,8400,5781,410235,409324
2021-06-24 21:52:00.000000000,1624542720000000000,8400,8400,8390,8395,2387,409324,408374
2021-06-24 21:53:00.000000000,1624542780000000000,8395,8400,8390,8390,1094,408374,407836
2021-06-24 21:54:00.000000000,1624542840000000000,8390,8395,8390,8395,1115,407836,407764
2021-06-24 21:55:00.000000000,1624542900000000000,8395,8425,8395,8410,8350,407764,406496
2021-06-24 21:56:00.000000000,1624542960000000000,8410,8435,8410,8420,8420,406496,405498
2021-06-24 21:57:00.000000000,1624543020000000000,8420,8425,8415,8420,2617,405498,405909
2021-06-24 21:58:00.000000000,1624543080000000000,8420,8425,8410,8415,2331,405909,405743
2021-06-24 21:59:00.000000000,1624543140000000000,8415,8420,8405,8410,2665,405743,405808
2021-06-24 22:00:00.000000000,1624543200000000000,8410,8420,8410,8415,2194,405808,405501
2021-06-24 22:01:00.000000000,1624543260000000000,8415,8425,8415,8425,2038,405501,405140
2021-06-24 22:02:00.000000000,1624543320000000000,8425,8435,8425,8430,3698,405140,405216
2021-06-24 22:03:00.000000000,1624543380000000000,8430,8435,8425,8435,1518,405216,405264
2021-06-24 22:04:00.000000000,1624543440000000000,8435,8435,8410,8410,2964,405264,405732
2021-06-24 22:05:00.000000000,1624543500000000000,8410,8425,8410,8425,1450,405732,405184
2021-06-24 22:06:00.000000000,1624543560000000000,8425,8425,8415,8420,1655,405184,405595
2021-06-24 22:07:00.000000000,1624543620000000000,8420,8425,8420,8420,2006,405595,405942
2021-06-24 22:08:00.000000000,1624543680000000000,8420,8430,8420,8425,927,405942,405920
2021-06-24 22:09:00.000000000,1624543740000000000,8425,8430,8420,8425,1237,405920,405907
2021-06-24 22:10:00.000000000,1624543800000000000,8425,8430,8420,8425,1213,405907,406144
2021-06-24 22:11:00.000000000,1624543860000000000,8425,8445,8425,8445,3676,406144,405368
2021-06-24 22:12:00.000000000,1624543920000000000,8445,8445,8435,8440,2569,405368,404644
2021-06-24 22:13:00.000000000,1624543980000000000,8440,8445,8440,8445,1233,404644,404310
2021-06-24 22:14:00.000000000,1624544040000000000,8445,8445,8435,8435,2039,404310,404109
2021-06-24 22:15:00.000000000,1624544100000000000,8435,8445,8435,8445,1811,404109,404006
2021-06-24 22:16:00.000000000,1624544160000000000,8445,8445,8430,8435,2342,404006,404263
2021-06-24 22:17:00.000000000,1624544220000000000,8435,8435,8425,8435,2958,404263,405499
2021-06-24 22:18:00.000000000,1624544280000000000,8435,8435,8425,8430,2285,405499,405340
2021-06-24 22:19:00.000000000,1624544340000000000,8430,8435,8425,8430,1894,405340,405546
2021-06-24 22:20:00.000000000,1624544400000000000,8430,8440,8425,8440,1035,405546,405836
2021-06-24 22:21:00.000000000,1624544460000000000,8440,8460,8440,8455,7107,405836,404338
