datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2023-05-31 21:00:00.000000000,1685538000000000000,5655,5667,5650,5661,19973,869062,866924
2023-05-31 21:01:00.000000000,1685538060000000000,5661,5670,5661,5667,7149,866924,866587
2023-05-31 21:02:00.000000000,1685538120000000000,5667,5670,5665,5669,7391,866587,866287
2023-05-31 21:03:00.000000000,1685538180000000000,5669,5672,5662,5670,6125,866287,866929
2023-05-31 21:04:00.000000000,1685538240000000000,5670,5674,5668,5674,5036,866929,866284
2023-05-31 21:05:00.000000000,1685538300000000000,5674,5674,5667,5668,4790,866284,866005
2023-05-31 21:06:00.000000000,1685538360000000000,5668,5670,5660,5661,5778,866005,866978
2023-05-31 21:07:00.000000000,1685538420000000000,5661,5665,5659,5663,3928,866978,866402
2023-05-31 21:08:00.000000000,1685538480000000000,5663,5667,5660,5666,2612,866402,866427
2023-05-31 21:09:00.000000000,1685538540000000000,5666,5669,5665,5667,2678,866427,866210
2023-05-31 21:10:00.000000000,1685538600000000000,5667,5670,5663,5669,3400,866210,865787
2023-05-31 21:11:00.000000000,1685538660000000000,5669,5672,5665,5672,2510,865787,866127
2023-05-31 21:12:00.000000000,1685538720000000000,5672,5684,5672,5679,8213,866127,865298
2023-05-31 21:13:00.000000000,1685538780000000000,5679,5682,5676,5681,3401,865298,865424
2023-05-31 21:14:00.000000000,1685538840000000000,5681,5687,5680,5685,5421,865424,865785
2023-05-31 21:15:00.000000000,1685538900000000000,5685,5686,5681,5683,4233,865785,865811
2023-05-31 21:16:00.000000000,1685538960000000000,5683,5686,5681,5685,2576,865811,865664
2023-05-31 21:17:00.000000000,1685539020000000000,5685,5692,5683,5689,5659,865664,865624
2023-05-31 21:18:00.000000000,1685539080000000000,5689,5695,5689,5691,4945,865624,865347
2023-05-31 21:19:00.000000000,1685539140000000000,5691,5692,5687,5690,3439,865347,865433
2023-05-31 21:20:00.000000000,1685539200000000000,5690,5699,5690,5698,6574,865433,864409
2023-05-31 21:21:00.000000000,1685539260000000000,5698,5699,5694,5697,3397,864409,863709
2023-05-31 21:22:00.000000000,1685539320000000000,5697,5708,5697,5703,8695,863709,863134
2023-05-31 21:23:00.000000000,1685539380000000000,5703,5705,5700,5702,3616,863134,862654
