datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2026-01-05 09:00:00.000000000,1767574800000000000,23150,23305,23065,23285,14226,256373,258683
2026-01-05 09:01:00.000000000,1767574860000000000,23285,23420,23235,23345,12785,258683,259697
2026-01-05 09:02:00.000000000,1767574920000000000,23345,23385,23315,23340,8899,259697,260056
2026-01-05 09:03:00.000000000,1767574980000000000,23340,23425,23330,23400,7264,260056,260304
2026-01-05 09:04:00.000000000,1767575040000000000,23400,23575,23380,23565,7526,260304,261248
2026-01-05 09:05:00.000000000,1767575100000000000,23565,23630,23440,23465,8672,261248,261709
2026-01-05 09:06:00.000000000,1767575160000000000,23465,23545,23425,23525,6958,261709,261965
2026-01-05 09:07:00.000000000,1767575220000000000,23525,23560,23490,23520,4391,261965,262342
2026-01-05 09:08:00.000000000,1767575280000000000,23520,23580,23515,23570,4664,262342,263251
2026-01-05 09:09:00.000000000,1767575340000000000,23570,23610,23535,23585,3812,263251,264288
2026-01-05 09:10:00.000000000,1767575400000000000,23585,23595,23510,23530,3181,264288,264917
2026-01-05 09:11:00.000000000,1767575460000000000,23530,23530,23475,23485,3344,264917,265270
2026-01-05 09:12:00.000000000,1767575520000000000,23485,23505,23465,23485,2697,265270,265270
2026-01-05 09:13:00.000000000,1767575580000000000,23485,23560,23485,23555,2927,265270,265128
2026-01-05 09:14:00.000000000,1767575640000000000,23555,23625,23525,23610,3682,265128,265331
2026-01-05 09:15:00.000000000,1767575700000000000,23610,23700,23605,23700,4233,265331,266021
2026-01-05 09:16:00.000000000,1767575760000000000,23700,23725,23685,23720,4153,266021,266368
2026-01-05 09:17:00.000000000,1767575820000000000,23720,23750,23695,23740,4798,266368,266640
2026-01-05 09:18:00.000000000,1767575880000000000,23740,23740,23635,23665,4135,266640,266516
2026-01-05 09:19:00.000000000,1767575940000000000,23665,23665,23610,23625,2564,266516,266807
2026-01-05 09:20:00.000000000,1767576000000000000,23625,23665,23605,23645,2606,266807,267084
2026-01-05 09:21:00.000000000,1767576060000000000,23645,23725,23640,23695,2970,267084,267210
2026-01-05 09:22:00.000000000,1767576120000000000,23695,23735,23695,23700,3111,267210,267329
2026-01-05 09:23:00.000000000,1767576180000000000,23700,23705,23655,23655,1979,267329,267191
2026-01-05 09:24:00.000000000,1767576240000000000,23655,23685,23645,23680,1998,267191,267557
2026-01-05 09:25:00.000000000,1767576300000000000,23680,23705,23655,23685,1718,267557,267645
2026-01-05 09:26:00.000000000,1767576360000000000,23685,23685,23635,23640,2233,267645,267588
2026-01-05 09:27:00.000000000,1767576420000000000,23640,23640,23585,23620,2572,267588,267492
2026-01-05 09:28:00.000000000,1767576480000000000,23620,23675,23620,23655,1745,267492,267755
2026-01-05 09:29:00.000000000,1767576540000000000,23655,23685,23640,23680,1636,267755,267819
2026-01-05 09:30:00.000000000,1767576600000000000,23680,23690,23630,23640,1598,267819,268156
