datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2024-08-30 21:00:00.000000000,1725022800000000000,19825,19845,19805,19835,2729,183723,183435
2024-08-30 21:01:00.000000000,1725022860000000000,19835,19840,19825,19825,1377,183435,183288
2024-08-30 21:02:00.000000000,1725022920000000000,19825,19830,19815,19820,608,183288,183179
2024-08-30 21:03:00.000000000,1725022980000000000,19820,19820,19810,19810,481,183179,183093
2024-08-30 21:04:00.000000000,1725023040000000000,19810,19815,19795,19800,1266,183093,183188
2024-08-30 21:05:00.000000000,1725023100000000000,19800,19805,19790,19795,1038,183188,183076
2024-08-30 21:06:00.000000000,1725023160000000000,19795,19795,19785,19790,813,183076,182928
2024-08-30 21:07:00.000000000,1725023220000000000,19790,19795,19785,19795,961,182928,183197
2024-08-30 21:08:00.000000000,1725023280000000000,19795,19810,19795,19810,385,183197,183239
2024-08-30 21:09:00.000000000,1725023340000000000,19810,19810,19790,19795,352,183239,183143
2024-08-30 21:10:00.000000000,1725023400000000000,19795,19800,19790,19795,714,183143,183060
2024-08-30 21:11:00.000000000,1725023460000000000,19795,19800,19790,19795,366,183060,183082
2024-08-30 21:12:00.000000000,1725023520000000000,19795,19795,19780,19785,463,183082,183090
2024-08-30 21:13:00.000000000,1725023580000000000,19785,19795,19780,19790,602,183090,183099
2024-08-30 21:14:00.000000000,1725023640000000000,19790,19795,19785,19785,388,183099,183086
2024-08-30 21:15:00.000000000,1725023700000000000,19785,19800,19785,19795,675,183086,183275
2024-08-30 21:16:00.000000000,1725023760000000000,19795,19800,19785,19785,346,183275,183184
2024-08-30 21:17:00.000000000,1725023820000000000,19785,19790,19775,19775,426,183184,183149
2024-08-30 21:18:00.000000000,1725023880000000000,19775,19790,19775,19790,199,183149,183193
2024-08-30 21:19:00.000000000,1725023940000000000,19790,19800,19790,19790,433,183193,183100
2024-08-30 21:20:00.000000000,1725024000000000000,19790,19790,19780,19780,352,183100,183034
2024-08-30 21:21:00.000000000,1725024060000000000,19780,19795,19780,19795,232,183034,183049
2024-08-30 21:22:00.000000000,1725024120000000000,19795,19795,19785,19790,182,183049,183010
2024-08-30 21:23:00.000000000,1725024180000000000,19790,19795,19785,19795,415,183010,182936
2024-08-30 21:24:00.000000000,1725024240000000000,19795,19800,19785,19790,385,182936,182785
