datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2025-01-02 09:00:00.000000000,1735779600000000000,73280,73330,73140,73140,3706,153747,154092
2025-01-02 09:01:00.000000000,1735779660000000000,73140,73150,73030,73110,1974,154092,154528
2025-01-02 09:02:00.000000000,1735779720000000000,73110,73170,73110,73110,1523,154528,154891
2025-01-02 09:03:00.000000000,1735779780000000000,73110,73200,73090,73200,785,154891,154890
2025-01-02 09:04:00.000000000,1735779840000000000,73200,73270,73200,73220,803,154890,154969
2025-01-02 09:05:00.000000000,1735779900000000000,73220,73230,73200,73220,808,154969,155253
2025-01-02 09:06:00.000000000,1735779960000000000,73220,73280,73210,73270,385,155253,155220
2025-01-02 09:07:00.000000000,1735780020000000000,73270,73300,73260,73260,472,155220,155155
2025-01-02 09:08:00.000000000,1735780080000000000,73260,73310,73260,73290,500,155155,155051
2025-01-02 09:09:00.000000000,1735780140000000000,73290,73300,73270,73280,397,155051,154989
2025-01-02 09:10:00.000000000,1735780200000000000,73280,73320,73270,73310,561,154989,154952
2025-01-02 09:11:00.000000000,1735780260000000000,73310,73320,73300,73320,261,154952,154967
2025-01-02 09:12:00.000000000,1735780320000000000,73320,73340,73310,73310,327,154967,154936
2025-01-02 09:13:00.000000000,1735780380000000000,73310,73340,73290,73340,317,154936,154922
2025-01-02 09:14:00.000000000,1735780440000000000,73340,73360,73330,73340,543,154922,155039
2025-01-02 09:15:00.000000000,1735780500000000000,73340,73350,73320,73330,377,155039,155044
2025-01-02 09:16:00.000000000,1735780560000000000,73330,73360,73330,73350,250,155044,154982
2025-01-02 09:17:00.000000000,1735780620000000000,73350,73380,73340,73350,339,154982,154895
2025-01-02 09:18:00.000000000,1735780680000000000,73350,73370,73350,73360,189,154895,154861
2025-01-02 09:19:00.000000000,1735780740000000000,73360,73370,73350,73350,199,154861,154829
2025-01-02 09:20:00.000000000,1735780800000000000,73350,73360,73340,73340,181,154829,154757
2025-01-02 09:21:00.000000000,1735780860000000000,73340,73360,73340,73350,182,154757,154719
2025-01-02 09:22:00.000000000,1735780920000000000,73350,73380,73350,73370,110,154719,154670
2025-01-02 09:23:00.000000000,1735780980000000000,73370,73410,73370,73400,363,154670,154669
2025-01-02 09:24:00.000000000,1735781040000000000,73400,73430,73400,73420,165,154669,154656
2025-01-02 09:25:00.000000000,1735781100000000000,73420,73420,73390,73390,303,154656,154665
2025-01-02 09:26:00.000000000,1735781160000000000,73390,73390,73370,73380,224,154665,154725
2025-01-02 09:27:00.000000000,1735781220000000000,73380,73380,73370,73370,128,154725,154694
2025-01-02 09:28:00.000000000,1735781280000000000,73370,73400,73360,73400,221,154694,154699
2025-01-02 09:29:00.000000000,1735781340000000000,73400,73400,73380,73380,90,154699,154696
2025-01-02 09:30:00.000000000,1735781400000000000,73380,73400,73370,73400,298,154696,154745
2025-01-02 09:31:00.000000000,1735781460000000000,73400,73400,73380,73380,101,154745,154747
2025-01-02 09:32:00.000000000,1735781520000000000,73380,73400,73380,73390,146,154747,154724
2025-01-02 09:33:00.000000000,1735781580000000000,73390,73400,73370,73380,209,154724,154735
2025-01-02 09:34:00.000000000,1735781640000000000,73380,73390,73370,73380,75,154735,154734
2025-01-02 09:35:00.000000000,1735781700000000000,73380,73390,73370,73380,118,154734,154728
2025-01-02 09:36:00.000000000,1735781760000000000,73380,73390,73370,73370,244,154728,154711
2025-01-02 09:37:00.000000000,1735781820000000000,73370,73380,73360,73380,193,154711,154720
2025-01-02 09:38:00.000000000,1735781880000000000,73380,73400,73370,73400,119,154720,154701
2025-01-02 09:39:00.000000000,1735781940000000000,73400,73400,73370,73380,294,154701,154648
2025-01-02 09:40:00.000000000,1735782000000000000,73380,73400,73370,73380,193,154648,154657
2025-01-02 09:41:00.000000000,1735782060000000000,73380,73390,73370,73390,66,154657,154644
2025-01-02 09:42:00.000000000,1735782120000000000,73390,73390,73350,73380,239,154644,154586
2025-01-02 09:43:00.000000000,1735782180000000000,73380,73380,73360,73360,130,154586,154578
2025-01-02 09:44:00.000000000,1735782240000000000,73360,73370,73350,73360,100,154578,154554
2025-01-02 09:45:00.000000000,1735782300000000000,73360,73370,73350,73360,253,154554,154477
2025-01-02 09:46:00.000000000,1735782360000000000,73360,73370,73350,73360,234,154477,154471
2025-01-02 09:47:00.000000000,1735782420000000000,73360,73360,73330,73330,193,154471,154482
2025-01-02 09:48:00.000000000,1735782480000000000,73330,73350,73310,73320,261,154482,154422
2025-01-02 09:49:00.000000000,1735782540000000000,73320,73320,73290,73300,370,154422,154480
2025-01-02 09:50:00.000000000,1735782600000000000,73300,73310,73270,73280,377,154480,154542
2025-01-02 09:51:00.000000000,1735782660000000000,73280,73320,73270,73310,332,154542,154546
2025-01-02 09:52:00.000000000,1735782720000000000,73310,73320,73300,73320,167,154546,154548
2025-01-02 09:53:00.000000000,1735782780000000000,73320,73330,73290,73290,157,154548,154535
2025-01-02 09:54:00.000000000,1735782840000000000,73290,73310,73290,73310,112,154535,154516
2025-01-02 09:55:00.000000000,1735782900000000000,73310,73310,73290,73310,136,154516,154537
2025-01-02 09:56:00.000000000,1735782960000000000,73310,73310,73290,73300,103,154537,154565
2025-01-02 09:57:00.000000000,1735783020000000000,73300,73310,73300,73310,36,154565,154577
2025-01-02 09:58:00.000000000,1735783080000000000,73310,73310,73280,73280,190,154577,154615
2025-01-02 09:59:00.000000000,1735783140000000000,73280,73290,73270,73270,322,154615,154485
2025-01-02 10:00:00.000000000,1735783200000000000,73270,73280,73250,73270,278,154485,154441
2025-01-02 10:01:00.000000000,1735783260000000000,73270,73280,73260,73260,126,154441,154431
2025-01-02 10:02:00.000000000,1735783320000000000,73260,73270,73250,73270,337,154431,154460
2025-01-02 10:03:00.000000000,1735783380000000000,73270,73280,73250,73250,202,154460,154481
2025-01-02 10:04:00.000000000,1735783440000000000,73250,73300,73250,73290,122,154481,154501
2025-01-02 10:05:00.000000000,1735783500000000000,73290,73310,73280,73310,192,154501,154415
2025-01-02 10:06:00.000000000,1735783560000000000,73310,73350,73300,73350,306,154415,154373
2025-01-02 10:07:00.000000000,1735783620000000000,73350,73360,73330,73350,194,154373,154319
2025-01-02 10:08:00.000000000,1735783680000000000,73350,73410,73350,73410,249,154319,154279
2025-01-02 10:09:00.000000000,1735783740000000000,73410,73420,73380,73380,263,154279,154242
2025-01-02 10:10:00.000000000,1735783800000000000,73380,73390,73380,73390,190,154242,154198
2025-01-02 10:11:00.000000000,1735783860000000000,73390,73400,73370,73390,136,154198,154212
2025-01-02 10:12:00.000000000,1735783920000000000,73390,73410,73390,73390,213,154212,154136
2025-01-02 10:13:00.000000000,1735783980000000000,73390,73390,73360,73360,214,154136,154064
2025-01-02 10:14:00.000000000,1735784040000000000,73360,73390,73350,73360,254,154064,154059
2025-01-02 10:30:00.000000000,1735785000000000000,73390,73410,73380,73390,400,154059,154020
2025-01-02 10:31:00.000000000,1735785060000000000,73390,73410,73390,73390,135,154020,154013
2025-01-02 10:32:00.000000000,1735785120000000000,73390,73400,73380,73380,99,154013,154035
2025-01-02 10:33:00.000000000,1735785180000000000,73380,73400,73380,73390,147,154035,154053
2025-01-02 10:34:00.000000000,1735785240000000000,73390,73400,73380,73390,91,154053,154055
2025-01-02 10:35:00.000000000,1735785300000000000,73390,73390,73370,73380,51,154055,154075
2025-01-02 10:36:00.000000000,1735785360000000000,73380,73390,73370,73380,165,154075,154021
2025-01-02 10:37:00.000000000,1735785420000000000,73380,73400,73380,73400,120,154021,154014
2025-01-02 10:38:00.000000000,1735785480000000000,73400,73400,73360,73380,130,154014,153995
2025-01-02 10:39:00.000000000,1735785540000000000,73380,73380,73360,73370,106,153995,154001
2025-01-02 10:40:00.000000000,1735785600000000000,73370,73380,73370,73370,74,154001,154033
2025-01-02 10:41:00.000000000,1735785660000000000,73370,73380,73350,73370,132,154033,154014
2025-01-02 10:42:00.000000000,1735785720000000000,73370,73390,73350,73370,192,154014,154003
2025-01-02 10:43:00.000000000,1735785780000000000,73370,73370,73320,73330,371,154003,153956
2025-01-02 10:44:00.000000000,1735785840000000000,73330,73340,73320,73340,202,153956,153922
2025-01-02 10:45:00.000000000,1735785900000000000,73340,73350,73330,73340,66,153922,153926
2025-01-02 10:46:00.000000000,1735785960000000000,73340,73350,73330,73340,72,153926,153939
2025-01-02 10:47:00.000000000,1735786020000000000,73340,73370,73340,73370,144,153939,153932
2025-01-02 10:48:00.000000000,1735786080000000000,73370,73370,73360,73370,127,153932,153933
2025-01-02 10:49:00.000000000,1735786140000000000,73370,73390,73370,73380,228,153933,153972
2025-01-02 10:50:00.000000000,1735786200000000000,73380,73390,73370,73380,188,153972,153950
2025-01-02 10:51:00.000000000,1735786260000000000,73380,73390,73370,73370,74,153950,153956
2025-01-02 10:52:00.000000000,1735786320000000000,73370,73400,73370,73390,198,153956,153942
2025-01-02 10:53:00.000000000,1735786380000000000,73390,73390,73370,73380,51,153942,153980
2025-01-02 10:54:00.000000000,1735786440000000000,73380,73400,73370,73380,102,153980,153960
2025-01-02 10:55:00.000000000,1735786500000000000,73380,73410,73380,73400,184,153960,153927
2025-01-02 10:56:00.000000000,1735786560000000000,73400,73400,73390,73390,105,153927,153931
2025-01-02 10:57:00.000000000,1735786620000000000,73390,73400,73380,73380,161,153931,153974
2025-01-02 10:58:00.000000000,1735786680000000000,73380,73400,73380,73390,89,153974,153978
2025-01-02 10:59:00.000000000,1735786740000000000,73390,73400,73380,73390,181,153978,153992
2025-01-02 11:00:00.000000000,1735786800000000000,73390,73400,73380,73390,117,153992,154000
2025-01-02 11:01:00.000000000,1735786860000000000,73390,73390,73380,73390,37,154000,153999
2025-01-02 11:02:00.000000000,1735786920000000000,73390,73390,73380,73390,33,153999,154011
2025-01-02 11:03:00.000000000,1735786980000000000,73390,73390,73370,73380,67,154011,154026
2025-01-02 11:04:00.000000000,1735787040000000000,73380,73390,73370,73370,71,154026,154028
2025-01-02 11:05:00.000000000,1735787100000000000,73370,73380,73330,73340,436,154028,154001
2025-01-02 11:06:00.000000000,1735787160000000000,73340,73370,73340,73370,177,154001,153997
2025-01-02 11:07:00.000000000,1735787220000000000,73370,73390,73370,73390,107,153997,154008
2025-01-02 11:08:00.000000000,1735787280000000000,73390,73390,73370,73380,83,154008,154025
2025-01-02 11:09:00.000000000,1735787340000000000,73380,73380,73370,73380,73,154025,154045
2025-01-02 11:10:00.000000000,1735787400000000000,73380,73390,73370,73380,64,154045,154052
2025-01-02 11:11:00.000000000,1735787460000000000,73380,73390,73370,73380,159,154052,153991
2025-01-02 11:12:00.000000000,1735787520000000000,73380,73380,73370,73370,133,153991,153984
2025-01-02 11:13:00.000000000,1735787580000000000,73370,73400,73370,73400,125,153984,153943
2025-01-02 11:14:00.000000000,1735787640000000000,73400,73400,73390,73400,71,153943,153894
2025-01-02 11:15:00.000000000,1735787700000000000,73400,73400,73380,73390,83,153894,153860
2025-01-02 11:16:00.000000000,1735787760000000000,73390,73410,73380,73410,249,153860,153949
2025-01-02 11:17:00.000000000,1735787820000000000,73410,73410,73390,73400,92,153949,153911
2025-01-02 11:18:00.000000000,1735787880000000000,73400,73400,73380,73400,143,153911,153887
2025-01-02 11:19:00.000000000,1735787940000000000,73400,73400,73390,73400,34,153887,153879
2025-01-02 11:20:00.000000000,1735788000000000000,73400,73410,73400,73410,47,153879,153860
2025-01-02 11:21:00.000000000,1735788060000000000,73410,73430,73400,73430,196,153860,153850
2025-01-02 11:22:00.000000000,1735788120000000000,73430,73440,73410,73420,232,153850,153887
2025-01-02 11:23:00.000000000,1735788180000000000,73420,73420,73400,73410,68,153887,153851
2025-01-02 11:24:00.000000000,1735788240000000000,73410,73420,73410,73420,84,153851,153814
2025-01-02 11:25:00.000000000,1735788300000000000,73420,73420,73400,73400,134,153814,153842
2025-01-02 11:26:00.000000000,1735788360000000000,73400,73410,73350,73360,199,153842,153858
2025-01-02 11:27:00.000000000,1735788420000000000,73360,73380,73350,73380,90,153858,153880
2025-01-02 11:28:00.000000000,1735788480000000000,73380,73380,73360,73370,134,153880,153922
2025-01-02 11:29:00.000000000,1735788540000000000,73370,73380,73360,73370,186,153922,153962
2025-01-02 13:30:00.000000000,1735795800000000000,73310,73350,73310,73350,853,153962,154292
2025-01-02 13:31:00.000000000,1735795860000000000,73350,73350,73320,73340,457,154292,154523
2025-01-02 13:32:00.000000000,1735795920000000000,73340,73350,73320,73350,161,154523,154598
2025-01-02 13:33:00.000000000,1735795980000000000,73350,73350,73330,73330,177,154598,154616
2025-01-02 13:34:00.000000000,1735796040000000000,73330,73360,73330,73350,126,154616,154638
2025-01-02 13:35:00.000000000,1735796100000000000,73350,73360,73330,73330,89,154638,154669
2025-01-02 13:36:00.000000000,1735796160000000000,73330,73340,73320,73330,156,154669,154725
2025-01-02 13:37:00.000000000,1735796220000000000,73330,73340,73320,73340,158,154725,154747
2025-01-02 13:38:00.000000000,1735796280000000000,73340,73340,73320,73330,221,154747,154704
