datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2022-10-31 21:00:00.000000000,1667221200000000000,61920,62020,61800,61830,3886,190869,190041
2022-10-31 21:01:00.000000000,1667221260000000000,61830,61920,61760,61890,1127,190041,190005
2022-10-31 21:02:00.000000000,1667221320000000000,61890,61920,61870,61920,437,190005,190025
2022-10-31 21:03:00.000000000,1667221380000000000,61920,61930,61900,61910,482,190025,190122
2022-10-31 21:04:00.000000000,1667221440000000000,61910,61980,61890,61960,517,190122,190092
2022-10-31 21:05:00.000000000,1667221500000000000,61960,62010,61930,62010,634,190092,189953
2022-10-31 21:06:00.000000000,1667221560000000000,62010,62040,61960,61960,755,189953,189998
2022-10-31 21:07:00.000000000,1667221620000000000,61960,61990,61950,61980,334,189998,189927
2022-10-31 21:08:00.000000000,1667221680000000000,61980,62000,61970,61970,282,189927,189864
2022-10-31 21:09:00.000000000,1667221740000000000,61970,62050,61970,62040,321,189864,189857
2022-10-31 21:10:00.000000000,1667221800000000000,62040,62040,61980,61990,337,189857,189847
2022-10-31 21:11:00.000000000,1667221860000000000,61990,62020,61960,62010,319,189847,189878
2022-10-31 21:12:00.000000000,1667221920000000000,62010,62060,62010,62040,280,189878,189932
2022-10-31 21:13:00.000000000,1667221980000000000,62040,62050,62000,62010,275,189932,189926
2022-10-31 21:14:00.000000000,1667222040000000000,62010,62010,61960,61980,357,189926,189929
2022-10-31 21:15:00.000000000,1667222100000000000,61980,62000,61950,61950,357,189929,189996
2022-10-31 21:16:00.000000000,1667222160000000000,61950,61970,61940,61970,528,189996,190092
2022-10-31 21:17:00.000000000,1667222220000000000,61970,62000,61950,61980,286,190092,189962
2022-10-31 21:18:00.000000000,1667222280000000000,61980,62000,61930,61950,221,189962,189940
2022-10-31 21:19:00.000000000,1667222340000000000,61950,61970,61930,61950,218,189940,189950
2022-10-31 21:20:00.000000000,1667222400000000000,61950,61960,61930,61940,178,189950,189917
2022-10-31 21:21:00.000000000,1667222460000000000,61940,61950,61900,61910,475,189917,189920
2022-10-31 21:22:00.000000000,1667222520000000000,61910,61920,61860,61900,589,189920,190034
2022-10-31 21:23:00.000000000,1667222580000000000,61900,61910,61870,61870,471,190034,190065
2022-10-31 21:24:00.000000000,1667222640000000000,61870,61890,61850,61860,474,190065,190116
2022-10-31 21:25:00.000000000,1667222700000000000,61860,61870,61820,61830,297,190116,190151
2022-10-31 21:26:00.000000000,1667222760000000000,61830,61870,61830,61870,401,190151,190270
2022-10-31 21:27:00.000000000,1667222820000000000,61870,61870,61790,61800,612,190270,190335
2022-10-31 21:28:00.000000000,1667222880000000000,61800,61840,61790,61830,400,190335,190427
2022-10-31 21:29:00.000000000,1667222940000000000,61830,61840,61810,61830,248,190427,190484
2022-10-31 21:30:00.000000000,1667223000000000000,61830,61830,61800,61830,411,190484,190524
2022-10-31 21:31:00.000000000,1667223060000000000,61830,61880,61810,61880,278,190524,190553
2022-10-31 21:32:00.000000000,1667223120000000000,61880,61930,61870,61900,374,190553,190482
2022-10-31 21:33:00.000000000,1667223180000000000,61900,61980,61900,61950,397,190482,190504
2022-10-31 21:34:00.000000000,1667223240000000000,61950,61980,61940,61980,549,190504,190604
2022-10-31 21:35:00.000000000,1667223300000000000,61980,62090,61980,62090,745,190604,190585
2022-10-31 21:36:00.000000000,1667223360000000000,62090,62100,62050,62060,381,190585,190553
2022-10-31 21:37:00.000000000,1667223420000000000,62060,62180,62060,62180,1106,190553,190542
2022-10-31 21:38:00.000000000,1667223480000000000,62180,62180,62110,62130,445,190542,190651
2022-10-31 21:39:00.000000000,1667223540000000000,62130,62170,62120,62140,319,190651,190665
2022-10-31 21:40:00.000000000,1667223600000000000,62140,62230,62140,62190,1049,190665,190486
2022-10-31 21:41:00.000000000,1667223660000000000,62190,62190,62120,62140,346,190486,190484
2022-10-31 21:42:00.000000000,1667223720000000000,62140,62200,62120,62200,346,190484,190548
2022-10-31 21:43:00.000000000,1667223780000000000,62200,62200,62150,62180,450,190548,190718
2022-10-31 21:44:00.000000000,1667223840000000000,62180,62370,62170,62310,1488,190718,190694
2022-10-31 21:45:00.000000000,1667223900000000000,62310,62340,62260,62270,1075,190694,190595
2022-10-31 21:46:00.000000000,1667223960000000000,62270,62310,62210,62230,532,190595,190610
2022-10-31 21:47:00.000000000,1667224020000000000,62230,62300,62220,62260,414,190610,190561
2022-10-31 21:48:00.000000000,1667224080000000000,62260,62280,62180,62180,366,190561,190493
2022-10-31 21:49:00.000000000,1667224140000000000,62180,62200,62100,62120,697,190493,190327
2022-10-31 21:50:00.000000000,1667224200000000000,62120,62130,62070,62070,489,190327,190369
2022-10-31 21:51:00.000000000,1667224260000000000,62070,62110,62070,62090,235,190369,190394
2022-10-31 21:52:00.000000000,1667224320000000000,62090,62150,62080,62140,377,190394,190387
2022-10-31 21:53:00.000000000,1667224380000000000,62140,62150,62120,62140,163,190387,190341
2022-10-31 21:54:00.000000000,1667224440000000000,62140,62200,62130,62190,218,190341,190317
2022-10-31 21:55:00.000000000,1667224500000000000,62190,62210,62160,62170,126,190317,190293
2022-10-31 21:56:00.000000000,1667224560000000000,62170,62180,62160,62180,84,190293,190280
2022-10-31 21:57:00.000000000,1667224620000000000,62180,62200,62170,62180,89,190280,190268
2022-10-31 21:58:00.000000000,1667224680000000000,62180,62180,62160,62180,99,190268,190293
2022-10-31 21:59:00.000000000,1667224740000000000,62180,62180,62120,62130,192,190293,190275
2022-10-31 22:00:00.000000000,1667224800000000000,62130,62140,62110,62120,216,190275,190204
2022-10-31 22:01:00.000000000,1667224860000000000,62120,62140,62110,62140,87,190204,190223
2022-10-31 22:02:00.000000000,1667224920000000000,62140,62200,62140,62180,303,190223,190173
2022-10-31 22:03:00.000000000,1667224980000000000,62180,62200,62170,62190,95,190173,190179
2022-10-31 22:04:00.000000000,1667225040000000000,62190,62240,62190,62240,184,190179,190193
2022-10-31 22:05:00.000000000,1667225100000000000,62240,62240,62150,62170,242,190193,190237
2022-10-31 22:06:00.000000000,1667225160000000000,62170,62180,62150,62160,71,190237,190222
2022-10-31 22:07:00.000000000,1667225220000000000,62160,62200,62140,62190,118,190222,190252
2022-10-31 22:08:00.000000000,1667225280000000000,62190,62190,62140,62170,94,190252,190232
2022-10-31 22:09:00.000000000,1667225340000000000,62170,62170,62130,62140,141,190232,190203
2022-10-31 22:10:00.000000000,1667225400000000000,62140,62140,62110,62120,124,190203,190173
2022-10-31 22:11:00.000000000,1667225460000000000,62120,62200,62120,62190,127,190173,190184
2022-10-31 22:12:00.000000000,1667225520000000000,62190,62230,62190,62210,92,190184,190164
2022-10-31 22:13:00.000000000,1667225580000000000,62210,62210,62160,62160,109,190164,190208
2022-10-31 22:14:00.000000000,1667225640000000000,62160,62220,62160,62220,88,190208,190215
2022-10-31 22:15:00.000000000,1667225700000000000,62220,62220,62200,62220,79,190215,190224
2022-10-31 22:16:00.000000000,1667225760000000000,62220,62220,62190,62220,151,190224,190251
2022-10-31 22:17:00.000000000,1667225820000000000,62220,62330,62210,62300,598,190251,190281
2022-10-31 22:18:00.000000000,1667225880000000000,62300,62320,62260,62270,184,190281,190273
2022-10-31 22:19:00.000000000,1667225940000000000,62270,62270,62230,62240,205,190273,190253
2022-10-31 22:20:00.000000000,1667226000000000000,62240,62270,62230,62260,200,190253,190246
2022-10-31 22:21:00.000000000,1667226060000000000,62260,62270,62200,62220,226,190246,190251
2022-10-31 22:22:00.000000000,1667226120000000000,62220,62220,62190,62200,123,190251,190221
2022-10-31 22:23:00.000000000,1667226180000000000,62200,62240,62200,62220,221,190221,190156
2022-10-31 22:24:00.000000000,1667226240000000000,62220,62230,62190,62210,182,190156,190066
2022-10-31 22:25:00.000000000,1667226300000000000,62210,62210,62170,62170,114,190066,190007
2022-10-31 22:26:00.000000000,1667226360000000000,62170,62200,62140,62150,168,190007,189959
2022-10-31 22:27:00.000000000,1667226420000000000,62150,62190,62150,62160,97,189959,189947
2022-10-31 22:28:00.000000000,1667226480000000000,62160,62170,62140,62170,107,189947,189910
2022-10-31 22:29:00.000000000,1667226540000000000,62170,62180,62160,62180,53,189910,189908
2022-10-31 22:30:00.000000000,1667226600000000000,62180,62210,62180,62180,144,189908,189951
2022-10-31 22:31:00.000000000,1667226660000000000,62180,62190,62150,62180,164,189951,189974
2022-10-31 22:32:00.000000000,1667226720000000000,62180,62180,62140,62140,105,189974,189973
2022-10-31 22:33:00.000000000,1667226780000000000,62140,62140,62080,62080,327,189973,189911
2022-10-31 22:34:00.000000000,1667226840000000000,62080,62110,62080,62090,196,189911,189920
2022-10-31 22:35:00.000000000,1667226900000000000,62090,62090,62060,62060,248,189920,189942
2022-10-31 22:36:00.000000000,1667226960000000000,62060,62090,62060,62060,256,189942,189937
2022-10-31 22:37:00.000000000,1667227020000000000,62060,62090,62060,62060,190,189937,189953
2022-10-31 22:38:00.000000000,1667227080000000000,62060,62070,62040,62040,313,189953,189980
2022-10-31 22:39:00.000000000,1667227140000000000,62040,62060,62030,62060,153,189980,190003
2022-10-31 22:40:00.000000000,1667227200000000000,62060,62090,62060,62090,128,190003,190017
2022-10-31 22:41:00.000000000,1667227260000000000,62090,62120,62080,62110,166,190017,190026
2022-10-31 22:42:00.000000000,1667227320000000000,62110,62160,62110,62130,300,190026,190057
2022-10-31 22:43:00.000000000,1667227380000000000,62130,62180,62130,62170,142,190057,190029
2022-10-31 22:44:00.000000000,1667227440000000000,62170,62170,62150,62170,200,190029,190046
2022-10-31 22:45:00.000000000,1667227500000000000,62170,62170,62140,62170,93,190046,190065
2022-10-31 22:46:00.000000000,1667227560000000000,62170,62240,62170,62220,326,190065,189984
2022-10-31 22:47:00.000000000,1667227620000000000,62220,62240,62210,62230,154,189984,189994
2022-10-31 22:48:00.000000000,1667227680000000000,62230,62230,62210,62210,222,189994,190097
2022-10-31 22:49:00.000000000,1667227740000000000,62210,62220,62200,62200,82,190097,190094
2022-10-31 22:50:00.000000000,1667227800000000000,62200,62270,62200,62240,234,190094,190071
2022-10-31 22:51:00.000000000,1667227860000000000,62240,62240,62180,62210,144,190071,190102
2022-10-31 22:52:00.000000000,1667227920000000000,62210,62220,62190,62200,48,190102,190098
2022-10-31 22:53:00.000000000,1667227980000000000,62200,62240,62180,62230,217,190098,190115
2022-10-31 22:54:00.000000000,1667228040000000000,62230,62240,62190,62190,86,190115,190104
2022-10-31 22:55:00.000000000,1667228100000000000,62190,62240,62180,62230,140,190104,190107
2022-10-31 22:56:00.000000000,1667228160000000000,62230,62270,62230,62240,195,190107,190140
2022-10-31 22:57:00.000000000,1667228220000000000,62240,62260,62240,62250,176,190140,190090
2022-10-31 22:58:00.000000000,1667228280000000000,62250,62250,62200,62210,141,190090,190073
2022-10-31 22:59:00.000000000,1667228340000000000,62210,62220,62190,62200,164,190073,190082
2022-10-31 23:00:00.000000000,1667228400000000000,62200,62210,62160,62160,99,190082,190091
2022-10-31 23:01:00.000000000,1667228460000000000,62160,62200,62160,62200,150,190091,190160
2022-10-31 23:02:00.000000000,1667228520000000000,62200,62200,62190,62190,81,190160,190182
2022-10-31 23:03:00.000000000,1667228580000000000,62190,62220,62190,62210,73,190182,190210
2022-10-31 23:04:00.000000000,1667228640000000000,62210,62280,62210,62280,258,190210,190274
2022-10-31 23:05:00.000000000,1667228700000000000,62280,62290,62240,62260,252,190274,190255
2022-10-31 23:06:00.000000000,1667228760000000000,62260,62270,62240,62260,57,190255,190259
2022-10-31 23:07:00.000000000,1667228820000000000,62260,62310,62250,62290,391,190259,190233
