datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2023-05-04 09:00:00.000000000,1683162000000000000,66870,67010,66850,67000,4791,176110,175760
2023-05-04 09:01:00.000000000,1683162060000000000,67000,67000,66830,66860,2578,175760,175479
2023-05-04 09:02:00.000000000,1683162120000000000,66860,66880,66790,66800,1402,175479,175640
2023-05-04 09:03:00.000000000,1683162180000000000,66800,66880,66760,66850,1639,175640,175742
2023-05-04 09:04:00.000000000,1683162240000000000,66850,66950,66850,66930,1379,175742,175625
2023-05-04 09:05:00.000000000,1683162300000000000,66930,66990,66900,66950,1047,175625,175709
2023-05-04 09:06:00.000000000,1683162360000000000,66950,67070,66950,67070,1046,175709,175720
2023-05-04 09:07:00.000000000,1683162420000000000,67070,67150,67060,67130,1218,175720,175474
2023-05-04 09:08:00.000000000,1683162480000000000,67130,67270,67130,67220,1302,175474,175267
2023-05-04 09:09:00.000000000,1683162540000000000,67220,67290,67220,67260,1030,175267,175201
2023-05-04 09:10:00.000000000,1683162600000000000,67260,67320,67210,67230,872,175201,175226
2023-05-04 09:11:00.000000000,1683162660000000000,67230,67230,67140,67180,531,175226,175223
2023-05-04 09:12:00.000000000,1683162720000000000,67180,67210,67140,67140,428,175223,175287
2023-05-04 09:13:00.000000000,1683162780000000000,67140,67160,67120,67150,354,175287,175352
2023-05-04 09:14:00.000000000,1683162840000000000,67150,67150,67100,67110,477,175352,175477
2023-05-04 09:15:00.000000000,1683162900000000000,67110,67150,67090,67150,349,175477,175505
2023-05-04 09:16:00.000000000,1683162960000000000,67150,67150,67040,67050,462,175505,175551
2023-05-04 09:17:00.000000000,1683163020000000000,67050,67080,67040,67070,647,175551,175741
2023-05-04 09:18:00.000000000,1683163080000000000,67070,67070,67000,67040,474,175741,175822
2023-05-04 09:19:00.000000000,1683163140000000000,67040,67070,67020,67030,229,175822,175858
2023-05-04 09:20:00.000000000,1683163200000000000,67030,67040,66980,66990,618,175858,175893
