datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2025-02-05 09:00:00.000000000,1738717200000000000,1466,1477,1459,1474,32629,836780,839298
2025-02-05 09:01:00.000000000,1738717260000000000,1474,1474,1469,1473,10263,839298,840212
2025-02-05 09:02:00.000000000,1738717320000000000,1473,1473,1463,1465,11439,840212,842790
2025-02-05 09:03:00.000000000,1738717380000000000,1465,1467,1458,1467,14378,842790,844555
2025-02-05 09:04:00.000000000,1738717440000000000,1467,1473,1467,1472,8664,844555,845264
2025-02-05 09:05:00.000000000,1738717500000000000,1472,1473,1470,1472,6922,845264,845765
2025-02-05 09:06:00.000000000,1738717560000000000,1472,1473,1470,1471,5245,845765,846328
2025-02-05 09:07:00.000000000,1738717620000000000,1471,1473,1470,1471,3745,846328,847068
2025-02-05 09:08:00.000000000,1738717680000000000,1471,1472,1470,1472,3148,847068,847963
2025-02-05 09:09:00.000000000,1738717740000000000,1472,1480,1472,1478,8429,847963,848332
2025-02-05 09:10:00.000000000,1738717800000000000,1478,1479,1475,1475,5381,848332,848576
2025-02-05 09:11:00.000000000,1738717860000000000,1475,1476,1473,1474,3232,848576,849486
2025-02-05 09:12:00.000000000,1738717920000000000,1474,1475,1471,1473,3839,849486,849776
2025-02-05 09:13:00.000000000,1738717980000000000,1473,1475,1472,1474,2744,849776,849552
2025-02-05 09:14:00.000000000,1738718040000000000,1474,1475,1473,1474,2070,849552,849609
2025-02-05 09:15:00.000000000,1738718100000000000,1474,1476,1473,1475,3492,849609,849700
2025-02-05 09:16:00.000000000,1738718160000000000,1475,1476,1474,1475,2471,849700,850302
2025-02-05 09:17:00.000000000,1738718220000000000,1475,1475,1473,1475,1079,850302,850367
2025-02-05 09:18:00.000000000,1738718280000000000,1475,1475,1472,1473,1277,850367,850664
2025-02-05 09:19:00.000000000,1738718340000000000,1473,1473,1471,1473,3453,850664,850323
2025-02-05 09:20:00.000000000,1738718400000000000,1473,1474,1471,1471,1184,850323,850616
2025-02-05 09:21:00.000000000,1738718460000000000,1471,1472,1470,1471,1854,850616,850563
2025-02-05 09:22:00.000000000,1738718520000000000,1471,1472,1470,1472,2726,850563,850674
2025-02-05 09:23:00.000000000,1738718580000000000,1472,1473,1471,1473,1603,850674,851116
2025-02-05 09:24:00.000000000,1738718640000000000,1473,1473,1471,1472,1560,851116,851789
2025-02-05 09:25:00.000000000,1738718700000000000,1472,1472,1468,1469,5671,851789,854314
2025-02-05 09:26:00.000000000,1738718760000000000,1469,1470,1468,1469,1865,854314,855154
2025-02-05 09:27:00.000000000,1738718820000000000,1469,1474,1469,1474,1927,855154,855200
2025-02-05 09:28:00.000000000,1738718880000000000,1474,1474,1472,1474,2350,855200,855434
2025-02-05 09:29:00.000000000,1738718940000000000,1474,1477,1473,1477,3031,855434,856057
2025-02-05 09:30:00.000000000,1738719000000000000,1477,1480,1476,1477,7317,856057,855798
2025-02-05 09:31:00.000000000,1738719060000000000,1477,1480,1476,1480,5827,855798,855973
2025-02-05 09:32:00.000000000,1738719120000000000,1480,1480,1478,1480,3268,855973,856550
2025-02-05 09:33:00.000000000,1738719180000000000,1480,1486,1479,1485,9044,856550,856248
2025-02-05 09:34:00.000000000,1738719240000000000,1485,1486,1483,1485,5996,856248,855921
2025-02-05 09:35:00.000000000,1738719300000000000,1485,1485,1483,1485,2934,855921,855811
2025-02-05 09:36:00.000000000,1738719360000000000,1485,1487,1484,1487,2816,855811,856146
2025-02-05 09:37:00.000000000,1738719420000000000,1487,1488,1484,1484,4865,856146,856653
2025-02-05 09:38:00.000000000,1738719480000000000,1484,1485,1482,1484,1891,856653,856678
2025-02-05 09:39:00.000000000,1738719540000000000,1484,1484,1482,1482,1225,856678,856981
2025-02-05 09:40:00.000000000,1738719600000000000,1482,1483,1482,1482,1472,856981,857116
2025-02-05 09:41:00.000000000,1738719660000000000,1482,1483,1481,1483,1247,857116,856977
2025-02-05 09:42:00.000000000,1738719720000000000,1483,1484,1482,1482,1194,856977,857204
2025-02-05 09:43:00.000000000,1738719780000000000,1482,1484,1482,1484,1642,857204,857155
2025-02-05 09:44:00.000000000,1738719840000000000,1484,1486,1483,1485,2086,857155,857374
2025-02-05 09:45:00.000000000,1738719900000000000,1485,1486,1482,1483,2226,857374,857248
2025-02-05 09:46:00.000000000,1738719960000000000,1483,1483,1481,1483,1252,857248,857543
2025-02-05 09:47:00.000000000,1738720020000000000,1483,1483,1480,1482,1591,857543,857509
2025-02-05 09:48:00.000000000,1738720080000000000,1482,1482,1479,1480,2723,857509,858132
2025-02-05 09:49:00.000000000,1738720140000000000,1480,1480,1477,1477,2989,858132,858204
2025-02-05 09:50:00.000000000,1738720200000000000,1477,1477,1476,1476,2090,858204,858386
2025-02-05 09:51:00.000000000,1738720260000000000,1476,1477,1475,1477,2929,858386,857703
2025-02-05 09:52:00.000000000,1738720320000000000,1477,1477,1476,1476,976,857703,857602
2025-02-05 09:53:00.000000000,1738720380000000000,1476,1477,1475,1476,1140,857602,858068
2025-02-05 09:54:00.000000000,1738720440000000000,1476,1476,1474,1474,1620,858068,858423
2025-02-05 09:55:00.000000000,1738720500000000000,1474,1475,1474,1474,1178,858423,858830
2025-02-05 09:56:00.000000000,1738720560000000000,1474,1475,1472,1474,3001,858830,858355
2025-02-05 09:57:00.000000000,1738720620000000000,1474,1474,1472,1473,1961,858355,858254
2025-02-05 09:58:00.000000000,1738720680000000000,1473,1474,1472,1474,1692,858254,858214
2025-02-05 09:59:00.000000000,1738720740000000000,1474,1474,1472,1473,2065,858214,858669
2025-02-05 10:00:00.000000000,1738720800000000000,1473,1473,1470,1470,4517,858669,858480
2025-02-05 10:01:00.000000000,1738720860000000000,1470,1471,1469,1470,4718,858480,859704
2025-02-05 10:02:00.000000000,1738720920000000000,1470,1470,1469,1470,1077,859704,859848
2025-02-05 10:03:00.000000000,1738720980000000000,1470,1470,1468,1468,2648,859848,859678
2025-02-05 10:04:00.000000000,1738721040000000000,1468,1468,1464,1464,6827,859678,860905
2025-02-05 10:05:00.000000000,1738721100000000000,1464,1465,1443,1451,45978,860905,859664
2025-02-05 10:06:00.000000000,1738721160000000000,1451,1453,1448,1453,14380,859664,860559
2025-02-05 10:07:00.000000000,1738721220000000000,1453,1457,1452,1457,12989,860559,861146
