datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2021-06-30 21:00:00.000000000,1625058000000000000,18785,18825,18780,18810,3438,212234,212074
2021-06-30 21:01:00.000000000,1625058060000000000,18810,18840,18810,18830,2296,212074,212341
2021-06-30 21:02:00.000000000,1625058120000000000,18830,18855,18830,18840,1559,212341,212506
2021-06-30 21:03:00.000000000,1625058180000000000,18840,18845,18835,18845,1163,212506,212497
2021-06-30 21:04:00.000000000,1625058240000000000,18845,18850,18840,18845,1069,212497,212573
2021-06-30 21:05:00.000000000,1625058300000000000,18845,18880,18845,18870,2838,212573,212892
2021-06-30 21:06:00.000000000,1625058360000000000,18870,18895,18865,18865,2210,212892,212913
2021-06-30 21:07:00.000000000,1625058420000000000,18865,18885,18860,18880,1732,212913,213071
2021-06-30 21:08:00.000000000,1625058480000000000,18880,18920,18875,18920,2928,213071,213516
2021-06-30 21:09:00.000000000,1625058540000000000,18920,18935,18905,18930,3079,213516,213866
2021-06-30 21:10:00.000000000,1625058600000000000,18930,18960,18930,18950,3336,213866,214270
2021-06-30 21:11:00.000000000,1625058660000000000,18950,18955,18935,18935,1849,214270,214467
2021-06-30 21:12:00.000000000,1625058720000000000,18935,18960,18935,18950,1619,214467,214430
2021-06-30 21:13:00.000000000,1625058780000000000,18950,18955,18935,18940,950,214430,214592
2021-06-30 21:14:00.000000000,1625058840000000000,18940,18975,18935,18970,1770,214592,214946
2021-06-30 21:15:00.000000000,1625058900000000000,18970,18980,18950,18965,1862,214946,215268
2021-06-30 21:16:00.000000000,1625058960000000000,18965,18975,18955,18960,1415,215268,215681
2021-06-30 21:17:00.000000000,1625059020000000000,18960,18960,18940,18955,1299,215681,215944
2021-06-30 21:18:00.000000000,1625059080000000000,18955,18965,18950,18955,976,215944,216188
2021-06-30 21:19:00.000000000,1625059140000000000,18955,18970,18955,18965,1017,216188,216319
2021-06-30 21:20:00.000000000,1625059200000000000,18965,18975,18960,18970,883,216319,216367
2021-06-30 21:21:00.000000000,1625059260000000000,18970,18985,18960,18960,1664,216367,216698
2021-06-30 21:22:00.000000000,1625059320000000000,18960,18970,18945,18950,711,216698,216832
2021-06-30 21:23:00.000000000,1625059380000000000,18950,18965,18950,18965,639,216832,216967
2021-06-30 21:24:00.000000000,1625059440000000000,18965,18965,18955,18960,553,216967,217098
2021-06-30 21:25:00.000000000,1625059500000000000,18960,18970,18955,18960,690,217098,217024
2021-06-30 21:26:00.000000000,1625059560000000000,18960,18965,18945,18945,631,217024,217104
2021-06-30 21:27:00.000000000,1625059620000000000,18945,18955,18940,18940,548,217104,217138
2021-06-30 21:28:00.000000000,1625059680000000000,18940,18945,18935,18935,582,217138,217185
2021-06-30 21:29:00.000000000,1625059740000000000,18935,18940,18920,18925,881,217185,217157
2021-06-30 21:30:00.000000000,1625059800000000000,18925,18940,18925,18935,663,217157,217161
2021-06-30 21:31:00.000000000,1625059860000000000,18935,18945,18930,18940,398,217161,217242
2021-06-30 21:32:00.000000000,1625059920000000000,18940,18945,18920,18930,649,217242,217409
2021-06-30 21:33:00.000000000,1625059980000000000,18930,18940,18925,18935,309,217409,217430
2021-06-30 21:34:00.000000000,1625060040000000000,18935,18945,18935,18940,435,217430,217502
2021-06-30 21:35:00.000000000,1625060100000000000,18940,18960,18940,18955,1160,217502,217884
2021-06-30 21:36:00.000000000,1625060160000000000,18955,18960,18940,18945,822,217884,217963
2021-06-30 21:37:00.000000000,1625060220000000000,18945,18950,18935,18945,542,217963,218154
2021-06-30 21:38:00.000000000,1625060280000000000,18945,18950,18945,18950,401,218154,218261
2021-06-30 21:39:00.000000000,1625060340000000000,18950,18955,18940,18940,296,218261,218292
2021-06-30 21:40:00.000000000,1625060400000000000,18940,18950,18935,18945,255,218292,218324
2021-06-30 21:41:00.000000000,1625060460000000000,18945,18955,18945,18955,230,218324,218393
2021-06-30 21:42:00.000000000,1625060520000000000,18955,18955,18945,18945,327,218393,218452
2021-06-30 21:43:00.000000000,1625060580000000000,18945,18955,18945,18950,147,218452,218521
2021-06-30 21:44:00.000000000,1625060640000000000,18950,18955,18945,18945,99,218521,218574
