datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2022-02-07 09:00:00.000000000,1644195600000000000,2926,2933,2894,2906,16699,385914,383324
2022-02-07 09:01:00.000000000,1644195660000000000,2906,2910,2898,2901,8111,383324,381635
2022-02-07 09:02:00.000000000,1644195720000000000,2901,2901,2873,2893,10163,381635,380210
2022-02-07 09:03:00.000000000,1644195780000000000,2893,2923,2893,2921,11310,380210,378390
2022-02-07 09:04:00.000000000,1644195840000000000,2921,2943,2909,2909,13324,378390,377721
2022-02-07 09:05:00.000000000,1644195900000000000,2909,2915,2900,2902,7587,377721,376366
2022-02-07 09:06:00.000000000,1644195960000000000,2902,2904,2893,2901,5170,376366,376151
2022-02-07 09:07:00.000000000,1644196020000000000,2901,2905,2896,2899,3552,376151,375920
2022-02-07 09:08:00.000000000,1644196080000000000,2899,2901,2885,2890,4801,375920,375541
2022-02-07 09:09:00.000000000,1644196140000000000,2890,2896,2885,2889,4775,375541,374120
2022-02-07 09:10:00.000000000,1644196200000000000,2889,2894,2881,2890,4031,374120,373220
2022-02-07 09:11:00.000000000,1644196260000000000,2890,2896,2884,2896,3631,373220,372706
2022-02-07 09:12:00.000000000,1644196320000000000,2896,2901,2892,2898,4790,372706,371129
2022-02-07 09:13:00.000000000,1644196380000000000,2898,2903,2896,2901,3106,371129,370493
2022-02-07 09:14:00.000000000,1644196440000000000,2901,2902,2887,2888,3526,370493,369865
2022-02-07 09:15:00.000000000,1644196500000000000,2888,2897,2888,2897,3420,369865,369342
2022-02-07 09:16:00.000000000,1644196560000000000,2897,2901,2894,2897,2537,369342,369043
2022-02-07 09:17:00.000000000,1644196620000000000,2897,2900,2892,2897,1866,369043,368639
2022-02-07 09:18:00.000000000,1644196680000000000,2897,2910,2897,2906,4661,368639,368444
