datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2022-11-30 21:00:00.000000000,1669813200000000000,2705,2708,2701,2702,9421,513788,512501
2022-11-30 21:01:00.000000000,1669813260000000000,2702,2704,2698,2699,6052,512501,511702
2022-11-30 21:02:00.000000000,1669813320000000000,2699,2699,2694,2696,3960,511702,510752
2022-11-30 21:03:00.000000000,1669813380000000000,2696,2697,2689,2694,8844,510752,509477
2022-11-30 21:04:00.000000000,1669813440000000000,2694,2694,2691,2692,4601,509477,508967
2022-11-30 21:05:00.000000000,1669813500000000000,2692,2694,2691,2692,5136,508967,509054
2022-11-30 21:06:00.000000000,1669813560000000000,2692,2693,2688,2691,5065,509054,508824
2022-11-30 21:07:00.000000000,1669813620000000000,2691,2696,2690,2694,3664,508824,508515
2022-11-30 21:08:00.000000000,1669813680000000000,2694,2700,2694,2699,4241,508515,508997
2022-11-30 21:09:00.000000000,1669813740000000000,2699,2703,2699,2701,4107,508997,509156
2022-11-30 21:10:00.000000000,1669813800000000000,2701,2703,2700,2703,2761,509156,509894
2022-11-30 21:11:00.000000000,1669813860000000000,2703,2705,2702,2704,4621,509894,510403
2022-11-30 21:12:00.000000000,1669813920000000000,2704,2708,2704,2707,5976,510403,511523
2022-11-30 21:13:00.000000000,1669813980000000000,2707,2713,2706,2712,9654,511523,511243
2022-11-30 21:14:00.000000000,1669814040000000000,2712,2713,2710,2711,3910,511243,511657
2022-11-30 21:15:00.000000000,1669814100000000000,2711,2716,2711,2714,8195,511657,511800
2022-11-30 21:16:00.000000000,1669814160000000000,2714,2716,2713,2713,5125,511800,512120
2022-11-30 21:17:00.000000000,1669814220000000000,2713,2714,2710,2711,3874,512120,512034
2022-11-30 21:18:00.000000000,1669814280000000000,2711,2712,2706,2706,5342,512034,511003
2022-11-30 21:19:00.000000000,1669814340000000000,2706,2708,2706,2708,3148,511003,510662
2022-11-30 21:20:00.000000000,1669814400000000000,2708,2710,2707,2708,3010,510662,510499
2022-11-30 21:21:00.000000000,1669814460000000000,2708,2709,2707,2707,1145,510499,510564
