datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2025-10-09 09:00:00.000000000,1759971600000000000,1257,1268,1256,1264,44105,1250366,1256464
2025-10-09 09:01:00.000000000,1759971660000000000,1264,1265,1257,1258,21348,1256464,1258434
2025-10-09 09:02:00.000000000,1759971720000000000,1258,1258,1254,1257,17684,1258434,1263361
2025-10-09 09:03:00.000000000,1759971780000000000,1257,1260,1249,1251,27352,1263361,1267329
2025-10-09 09:04:00.000000000,1759971840000000000,1251,1258,1251,1256,17745,1267329,1268629
2025-10-09 09:05:00.000000000,1759971900000000000,1256,1258,1255,1258,6704,1268629,1270547
2025-10-09 09:06:00.000000000,1759971960000000000,1258,1258,1253,1254,6961,1270547,1272003
2025-10-09 09:07:00.000000000,1759972020000000000,1254,1255,1250,1250,9584,1272003,1273524
2025-10-09 09:08:00.000000000,1759972080000000000,1250,1256,1250,1255,6477,1273524,1273709
2025-10-09 09:09:00.000000000,1759972140000000000,1255,1255,1254,1255,2670,1273709,1274477
2025-10-09 09:10:00.000000000,1759972200000000000,1255,1256,1254,1255,4123,1274477,1274723
2025-10-09 09:11:00.000000000,1759972260000000000,1255,1256,1252,1253,6533,1274723,1276065
2025-10-09 09:12:00.000000000,1759972320000000000,1253,1256,1253,1255,4374,1276065,1275968
2025-10-09 09:13:00.000000000,1759972380000000000,1255,1255,1252,1253,3739,1275968,1276752
2025-10-09 09:14:00.000000000,1759972440000000000,1253,1254,1252,1253,3603,1276752,1277737
2025-10-09 09:15:00.000000000,1759972500000000000,1253,1256,1253,1255,4546,1277737,1278654
2025-10-09 09:16:00.000000000,1759972560000000000,1255,1258,1255,1257,5518,1278654,1279166
2025-10-09 09:17:00.000000000,1759972620000000000,1257,1258,1255,1258,6901,1279166,1278400
2025-10-09 09:18:00.000000000,1759972680000000000,1258,1259,1257,1259,2522,1278400,1278139
2025-10-09 09:19:00.000000000,1759972740000000000,1259,1259,1254,1254,6026,1278139,1277632
2025-10-09 09:20:00.000000000,1759972800000000000,1254,1254,1251,1251,5719,1277632,1278789
