datetime,datetime_nano,DCE.pp2405.open,DCE.pp2405.high,DCE.pp2405.low,DCE.pp2405.close,DCE.pp2405.volume,DCE.pp2405.open_oi,DCE.pp2405.close_oi
2024-01-02 09:00:00.000000000,1704157200000000000,7523,7542,7517,7538,10831,388945,388503
2024-01-02 09:01:00.000000000,1704157260000000000,7538,7546,7535,7535,6119,388503,387647
2024-01-02 09:02:00.000000000,1704157320000000000,7535,7536,7514,7519,6904,387647,387621
2024-01-02 09:03:00.000000000,1704157380000000000,7519,7520,7510,7518,6823,387621,387554
2024-01-02 09:04:00.000000000,1704157440000000000,7518,7518,7506,7511,4539,387554,387661
2024-01-02 09:05:00.000000000,1704157500000000000,7511,7534,7509,7534,5130,387661,386853
2024-01-02 09:06:00.000000000,1704157560000000000,7534,7543,7532,7543,3537,386853,386055
2024-01-02 09:07:00.000000000,1704157620000000000,7543,7543,7531,7537,3155,386055,385945
2024-01-02 09:08:00.000000000,1704157680000000000,7537,7537,7531,7535,1673,385945,386263
2024-01-02 09:09:00.000000000,1704157740000000000,7535,7545,7534,7542,2791,386263,385932
2024-01-02 09:10:00.000000000,1704157800000000000,7542,7545,7536,7539,1595,385932,385858
2024-01-02 09:11:00.000000000,1704157860000000000,7539,7552,7539,7552,2326,385858,385788
2024-01-02 09:12:00.000000000,1704157920000000000,7552,7553,7545,7545,2146,385788,386272
2024-01-02 09:13:00.000000000,1704157980000000000,7545,7548,7544,7545,1332,386272,386250
2024-01-02 09:14:00.000000000,1704158040000000000,7545,7545,7537,7539,1804,386250,386555
2024-01-02 09:15:00.000000000,1704158100000000000,7539,7539,7533,7536,2056,386555,387065
2024-01-02 09:16:00.000000000,1704158160000000000,7536,7545,7536,7544,1930,387065,387218
2024-01-02 09:17:00.000000000,1704158220000000000,7544,7545,7540,7541,1297,387218,387309
2024-01-02 09:18:00.000000000,1704158280000000000,7541,7542,7538,7541,1112,387309,387326
2024-01-02 09:19:00.000000000,1704158340000000000,7541,7545,7538,7545,1183,387326,387311
2024-01-02 09:20:00.000000000,1704158400000000000,7545,7545,7541,7542,807,387311,387470
2024-01-02 09:21:00.000000000,1704158460000000000,7542,7542,7540,7542,984,387470,387804
2024-01-02 09:22:00.000000000,1704158520000000000,7542,7545,7535,7535,1297,387804,388017
2024-01-02 09:23:00.000000000,1704158580000000000,7535,7535,7516,7517,3672,388017,388206
2024-01-02 09:24:00.000000000,1704158640000000000,7517,7520,7514,7519,2665,388206,388053
2024-01-02 09:25:00.000000000,1704158700000000000,7519,7526,7517,7525,1909,388053,388220
2024-01-02 09:26:00.000000000,1704158760000000000,7525,7528,7522,7528,1126,388220,388374
2024-01-02 09:27:00.000000000,1704158820000000000,7528,7528,7519,7521,1265,388374,388257
2024-01-02 09:28:00.000000000,1704158880000000000,7521,7522,7519,7522,616,388257,388208
2024-01-02 09:29:00.000000000,1704158940000000000,7522,7523,7519,7520,1190,388208,388405
2024-01-02 09:30:00.000000000,1704159000000000000,7520,7520,7515,7516,1932,388405,388230
2024-01-02 09:31:00.000000000,1704159060000000000,7516,7516,7513,7514,2174,388230,388508
2024-01-02 09:32:00.000000000,1704159120000000000,7514,7515,7508,7511,2748,388508,388875
2024-01-02 09:33:00.000000000,1704159180000000000,7511,7511,7454,7469,16301,388875,388778
2024-01-02 09:34:00.000000000,1704159240000000000,7469,7493,7469,7490,6610,388778,388395
2024-01-02 09:35:00.000000000,1704159300000000000,7490,7490,7480,7485,4120,388395,388752
2024-01-02 09:36:00.000000000,1704159360000000000,7485,7486,7481,7485,3154,388752,389031
2024-01-02 09:37:00.000000000,1704159420000000000,7485,7486,7477,7483,3220,389031,389511
2024-01-02 09:38:00.000000000,1704159480000000000,7483,7484,7478,7482,2425,389511,389344
2024-01-02 09:39:00.000000000,1704159540000000000,7482,7483,7474,7478,2155,389344,388992
2024-01-02 09:40:00.000000000,1704159600000000000,7478,7479,7475,7478,1940,388992,389039
2024-01-02 09:41:00.000000000,1704159660000000000,7478,7478,7473,7475,1718,389039,389226
2024-01-02 09:42:00.000000000,1704159720000000000,7475,7475,7468,7473,2476,389226,389294
2024-01-02 09:43:00.000000000,1704159780000000000,7473,7473,7467,7469,3367,389294,389153
2024-01-02 09:44:00.000000000,1704159840000000000,7469,7472,7467,7470,2544,389153,389931
2024-01-02 09:45:00.000000000,1704159900000000000,7470,7473,7468,7473,2473,389931,390001
2024-01-02 09:46:00.000000000,1704159960000000000,7473,7475,7472,7474,1243,390001,389733
2024-01-02 09:47:00.000000000,1704160020000000000,7474,7474,7465,7466,1881,389733,390121
2024-01-02 09:48:00.000000000,1704160080000000000,7466,7467,7461,7463,1558,390121,390424
2024-01-02 09:49:00.000000000,1704160140000000000,7463,7465,7460,7464,1378,390424,390550
2024-01-02 09:50:00.000000000,1704160200000000000,7464,7477,7463,7477,2289,390550,390089
2024-01-02 09:51:00.000000000,1704160260000000000,7477,7482,7475,7479,2120,390089,389775
2024-01-02 09:52:00.000000000,1704160320000000000,7479,7486,7478,7486,2823,389775,388693
2024-01-02 09:53:00.000000000,1704160380000000000,7486,7486,7481,7485,1170,388693,388818
2024-01-02 09:54:00.000000000,1704160440000000000,7485,7488,7484,7487,1398,388818,388293
2024-01-02 09:55:00.000000000,1704160500000000000,7487,7490,7483,7488,1939,388293,387818
2024-01-02 09:56:00.000000000,1704160560000000000,7488,7490,7485,7488,1257,387818,387396
2024-01-02 09:57:00.000000000,1704160620000000000,7488,7488,7484,7487,947,387396,387216
2024-01-02 09:58:00.000000000,1704160680000000000,7487,7487,7482,7483,688,387216,387122
2024-01-02 09:59:00.000000000,1704160740000000000,7483,7483,7476,7478,1685,387122,387651
2024-01-02 10:00:00.000000000,1704160800000000000,7478,7478,7473,7473,1498,387651,387510
2024-01-02 10:01:00.000000000,1704160860000000000,7473,7474,7472,7472,1112,387510,387672
2024-01-02 10:02:00.000000000,1704160920000000000,7472,7475,7471,7472,2082,387672,387976
2024-01-02 10:03:00.000000000,1704160980000000000,7472,7479,7472,7478,1262,387976,387491
2024-01-02 10:04:00.000000000,1704161040000000000,7478,7486,7478,7486,1335,387491,387005
2024-01-02 10:05:00.000000000,1704161100000000000,7486,7494,7485,7494,2147,387005,386630
2024-01-02 10:06:00.000000000,1704161160000000000,7494,7494,7485,7488,1145,386630,386871
2024-01-02 10:07:00.000000000,1704161220000000000,7488,7492,7488,7491,815,386871,386872
2024-01-02 10:08:00.000000000,1704161280000000000,7491,7492,7489,7489,544,386872,386967
2024-01-02 10:09:00.000000000,1704161340000000000,7489,7489,7486,7488,355,386967,387016
2024-01-02 10:10:00.000000000,1704161400000000000,7488,7489,7486,7488,341,387016,386993
2024-01-02 10:11:00.000000000,1704161460000000000,7488,7495,7488,7494,999,386993,386791
2024-01-02 10:12:00.000000000,1704161520000000000,7494,7496,7491,7492,1155,386791,386829
2024-01-02 10:13:00.000000000,1704161580000000000,7492,7494,7488,7489,572,386829,386940
2024-01-02 10:14:00.000000000,1704161640000000000,7489,7491,7489,7489,786,386940,386919
2024-01-02 10:30:00.000000000,1704162600000000000,7492,7496,7491,7493,3079,386919,386709
2024-01-02 10:31:00.000000000,1704162660000000000,7493,7499,7493,7494,2102,386709,386539
2024-01-02 10:32:00.000000000,1704162720000000000,7494,7501,7494,7499,1780,386539,386151
2024-01-02 10:33:00.000000000,1704162780000000000,7499,7499,7495,7496,1584,386151,386461
2024-01-02 10:34:00.000000000,1704162840000000000,7496,7497,7494,7495,720,386461,386861
2024-01-02 10:35:00.000000000,1704162900000000000,7495,7496,7494,7494,718,386861,386949
2024-01-02 10:36:00.000000000,1704162960000000000,7494,7498,7494,7497,953,386949,386982
2024-01-02 10:37:00.000000000,1704163020000000000,7497,7497,7494,7494,608,386982,387101
2024-01-02 10:38:00.000000000,1704163080000000000,7494,7497,7494,7496,572,387101,387345
2024-01-02 10:39:00.000000000,1704163140000000000,7496,7498,7495,7497,849,387345,387377
2024-01-02 10:40:00.000000000,1704163200000000000,7497,7498,7491,7491,1000,387377,387656
2024-01-02 10:41:00.000000000,1704163260000000000,7491,7492,7486,7487,1881,387656,388600
2024-01-02 10:42:00.000000000,1704163320000000000,7487,7490,7487,7490,491,388600,388768
2024-01-02 10:43:00.000000000,1704163380000000000,7490,7492,7488,7491,683,388768,388994
2024-01-02 10:44:00.000000000,1704163440000000000,7491,7492,7489,7489,499,388994,389188
2024-01-02 10:45:00.000000000,1704163500000000000,7489,7490,7485,7489,906,389188,389364
2024-01-02 10:46:00.000000000,1704163560000000000,7489,7490,7487,7488,580,389364,389607
2024-01-02 10:47:00.000000000,1704163620000000000,7488,7488,7484,7485,787,389607,389989
2024-01-02 10:48:00.000000000,1704163680000000000,7485,7485,7481,7484,1113,389989,390400
2024-01-02 10:49:00.000000000,1704163740000000000,7484,7490,7484,7489,571,390400,390508
2024-01-02 10:50:00.000000000,1704163800000000000,7489,7490,7488,7490,461,390508,390468
2024-01-02 10:51:00.000000000,1704163860000000000,7490,7491,7489,7491,490,390468,390434
2024-01-02 10:52:00.000000000,1704163920000000000,7491,7494,7490,7494,717,390434,390374
2024-01-02 10:53:00.000000000,1704163980000000000,7494,7499,7492,7499,991,390374,390290
2024-01-02 10:54:00.000000000,1704164040000000000,7499,7501,7496,7500,861,390290,390155
2024-01-02 10:55:00.000000000,1704164100000000000,7500,7500,7492,7494,1237,390155,390380
2024-01-02 10:56:00.000000000,1704164160000000000,7494,7494,7488,7488,722,390380,390480
2024-01-02 10:57:00.000000000,1704164220000000000,7488,7493,7487,7490,917,390480,390661
2024-01-02 10:58:00.000000000,1704164280000000000,7490,7490,7487,7488,635,390661,390735
2024-01-02 10:59:00.000000000,1704164340000000000,7488,7488,7485,7485,721,390735,390913
2024-01-02 11:00:00.000000000,1704164400000000000,7485,7488,7484,7487,894,390913,390948
2024-01-02 11:01:00.000000000,1704164460000000000,7487,7489,7486,7489,560,390948,390958
2024-01-02 11:02:00.000000000,1704164520000000000,7489,7489,7485,7487,623,390958,391088
2024-01-02 11:03:00.000000000,1704164580000000000,7487,7488,7485,7487,302,391088,391157
2024-01-02 11:04:00.000000000,1704164640000000000,7487,7487,7485,7487,262,391157,391208
2024-01-02 11:05:00.000000000,1704164700000000000,7487,7490,7485,7490,636,391208,391111
2024-01-02 11:06:00.000000000,1704164760000000000,7490,7492,7488,7492,683,391111,391222
2024-01-02 11:07:00.000000000,1704164820000000000,7492,7492,7489,7489,458,391222,391312
2024-01-02 11:08:00.000000000,1704164880000000000,7489,7489,7487,7488,321,391312,391362
2024-01-02 11:09:00.000000000,1704164940000000000,7488,7488,7485,7486,219,391362,391421
2024-01-02 11:10:00.000000000,1704165000000000000,7486,7488,7485,7488,495,391421,391532
2024-01-02 11:11:00.000000000,1704165060000000000,7488,7491,7486,7488,595,391532,391434
2024-01-02 11:12:00.000000000,1704165120000000000,7488,7489,7487,7489,136,391434,391438
2024-01-02 11:13:00.000000000,1704165180000000000,7489,7489,7487,7487,251,391438,391477
2024-01-02 11:14:00.000000000,1704165240000000000,7487,7488,7486,7487,431,391477,391802
2024-01-02 11:15:00.000000000,1704165300000000000,7487,7488,7485,7486,427,391802,391775
2024-01-02 11:16:00.000000000,1704165360000000000,7486,7489,7485,7489,323,391775,391775
2024-01-02 11:17:00.000000000,1704165420000000000,7489,7491,7487,7491,567,391775,391955
