datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2024-01-31 21:00:00.000000000,1706706000000000000,69440,69480,69400,69440,1275,153179,153018
2024-01-31 21:01:00.000000000,1706706060000000000,69440,69470,69430,69460,429,153018,152972
2024-01-31 21:02:00.000000000,1706706120000000000,69460,69470,69450,69460,425,152972,152860
2024-01-31 21:03:00.000000000,1706706180000000000,69460,69470,69430,69450,581,152860,152731
2024-01-31 21:04:00.000000000,1706706240000000000,69450,69450,69410,69450,386,152731,152625
2024-01-31 21:05:00.000000000,1706706300000000000,69450,69460,69420,69460,189,152625,152591
2024-01-31 21:06:00.000000000,1706706360000000000,69460,69520,69460,69510,518,152591,152689
2024-01-31 21:07:00.000000000,1706706420000000000,69510,69550,69510,69510,298,152689,152758
2024-01-31 21:08:00.000000000,1706706480000000000,69510,69530,69460,69470,477,152758,152786
2024-01-31 21:09:00.000000000,1706706540000000000,69470,69490,69460,69490,560,152786,152806
2024-01-31 21:10:00.000000000,1706706600000000000,69490,69560,69490,69540,659,152806,152833
2024-01-31 21:11:00.000000000,1706706660000000000,69540,69540,69520,69520,205,152833,152848
2024-01-31 21:12:00.000000000,1706706720000000000,69520,69530,69490,69520,320,152848,152888
2024-01-31 21:13:00.000000000,1706706780000000000,69520,69530,69510,69510,193,152888,152990
2024-01-31 21:14:00.000000000,1706706840000000000,69510,69540,69510,69520,143,152990,152937
2024-01-31 21:15:00.000000000,1706706900000000000,69520,69550,69520,69530,228,152937,152953
2024-01-31 21:16:00.000000000,1706706960000000000,69530,69550,69530,69540,153,152953,152917
2024-01-31 21:17:00.000000000,1706707020000000000,69540,69570,69540,69560,227,152917,152949
2024-01-31 21:18:00.000000000,1706707080000000000,69560,69590,69560,69580,259,152949,152953
2024-01-31 21:19:00.000000000,1706707140000000000,69580,69590,69560,69560,137,152953,152974
2024-01-31 21:20:00.000000000,1706707200000000000,69560,69570,69540,69560,163,152974,152961
2024-01-31 21:21:00.000000000,1706707260000000000,69560,69560,69550,69560,199,152961,153019
2024-01-31 21:22:00.000000000,1706707320000000000,69560,69560,69540,69540,67,153019,153016
2024-01-31 21:23:00.000000000,1706707380000000000,69540,69560,69540,69540,44,153016,153000
2024-01-31 21:24:00.000000000,1706707440000000000,69540,69540,69520,69540,75,153000,152994
2024-01-31 21:25:00.000000000,1706707500000000000,69540,69550,69530,69540,127,152994,152984
2024-01-31 21:26:00.000000000,1706707560000000000,69540,69550,69530,69550,112,152984,153042
2024-01-31 21:27:00.000000000,1706707620000000000,69550,69550,69530,69540,81,153042,153052
2024-01-31 21:28:00.000000000,1706707680000000000,69540,69540,69530,69540,54,153052,153073
2024-01-31 21:29:00.000000000,1706707740000000000,69540,69540,69520,69520,110,153073,153091
2024-01-31 21:30:00.000000000,1706707800000000000,69520,69570,69520,69550,335,153091,153095
2024-01-31 21:31:00.000000000,1706707860000000000,69550,69550,69530,69530,85,153095,153099
2024-01-31 21:32:00.000000000,1706707920000000000,69530,69530,69510,69530,83,153099,153109
2024-01-31 21:33:00.000000000,1706707980000000000,69530,69560,69520,69550,53,153109,153128
2024-01-31 21:34:00.000000000,1706708040000000000,69550,69550,69530,69530,53,153128,153135
2024-01-31 21:35:00.000000000,1706708100000000000,69530,69550,69530,69540,25,153135,153146
2024-01-31 21:36:00.000000000,1706708160000000000,69540,69540,69510,69540,90,153146,153131
2024-01-31 21:37:00.000000000,1706708220000000000,69540,69550,69530,69540,52,153131,153134
2024-01-31 21:38:00.000000000,1706708280000000000,69540,69550,69510,69520,61,153134,153158
2024-01-31 21:39:00.000000000,1706708340000000000,69520,69540,69520,69540,61,153158,153160
2024-01-31 21:40:00.000000000,1706708400000000000,69540,69540,69530,69530,116,153160,153140
2024-01-31 21:41:00.000000000,1706708460000000000,69530,69540,69520,69520,49,153140,153141
2024-01-31 21:42:00.000000000,1706708520000000000,69520,69530,69510,69520,43,153141,153140
2024-01-31 21:43:00.000000000,1706708580000000000,69520,69530,69520,69520,28,153140,153137
2024-01-31 21:44:00.000000000,1706708640000000000,69520,69540,69510,69510,69,153137,153111
2024-01-31 21:45:00.000000000,1706708700000000000,69510,69540,69500,69540,101,153111,153144
2024-01-31 21:46:00.000000000,1706708760000000000,69540,69560,69530,69560,149,153144,153228
2024-01-31 21:47:00.000000000,1706708820000000000,69560,69570,69550,69560,107,153228,153226
2024-01-31 21:48:00.000000000,1706708880000000000,69560,69570,69560,69560,34,153226,153221
2024-01-31 21:49:00.000000000,1706708940000000000,69560,69570,69550,69550,55,153221,153230
2024-01-31 21:50:00.000000000,1706709000000000000,69550,69580,69550,69560,55,153230,153238
2024-01-31 21:51:00.000000000,1706709060000000000,69560,69590,69560,69570,196,153238,153244
2024-01-31 21:52:00.000000000,1706709120000000000,69570,69590,69570,69580,125,153244,153196
2024-01-31 21:53:00.000000000,1706709180000000000,69580,69600,69580,69600,176,153196,153204
2024-01-31 21:54:00.000000000,1706709240000000000,69600,69630,69590,69620,490,153204,153168
2024-01-31 21:55:00.000000000,1706709300000000000,69620,69670,69620,69640,422,153168,153286
2024-01-31 21:56:00.000000000,1706709360000000000,69640,69660,69640,69660,273,153286,153387
2024-01-31 21:57:00.000000000,1706709420000000000,69660,69680,69640,69660,524,153387,153547
2024-01-31 21:58:00.000000000,1706709480000000000,69660,69670,69640,69660,213,153547,153517
2024-01-31 21:59:00.000000000,1706709540000000000,69660,69680,69660,69670,156,153517,153532
2024-01-31 22:00:00.000000000,1706709600000000000,69670,69680,69650,69660,246,153532,153555
2024-01-31 22:01:00.000000000,1706709660000000000,69660,69690,69650,69690,183,153555,153562
2024-01-31 22:02:00.000000000,1706709720000000000,69690,69700,69670,69670,137,153562,153568
2024-01-31 22:03:00.000000000,1706709780000000000,69670,69680,69660,69670,97,153568,153555
2024-01-31 22:04:00.000000000,1706709840000000000,69670,69700,69660,69690,285,153555,153535
2024-01-31 22:05:00.000000000,1706709900000000000,69690,69710,69690,69710,401,153535,153639
