datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2022-07-29 21:00:00.000000000,1659099600000000000,2634,2634,2618,2628,11251,402565,396179
2022-07-29 21:01:00.000000000,1659099660000000000,2628,2631,2623,2631,4097,396179,394641
2022-07-29 21:02:00.000000000,1659099720000000000,2631,2631,2624,2629,2694,394641,394025
2022-07-29 21:03:00.000000000,1659099780000000000,2629,2633,2627,2633,3182,394025,392861
2022-07-29 21:04:00.000000000,1659099840000000000,2633,2637,2629,2632,3753,392861,391974
2022-07-29 21:05:00.000000000,1659099900000000000,2632,2634,2629,2634,2532,391974,391434
2022-07-29 21:06:00.000000000,1659099960000000000,2634,2637,2631,2636,3259,391434,391130
2022-07-29 21:07:00.000000000,1659100020000000000,2636,2638,2632,2634,2960,391130,390561
2022-07-29 21:08:00.000000000,1659100080000000000,2634,2639,2631,2637,2270,390561,390250
2022-07-29 21:09:00.000000000,1659100140000000000,2637,2638,2630,2632,2429,390250,389762
2022-07-29 21:10:00.000000000,1659100200000000000,2632,2636,2630,2636,2583,389762,388842
2022-07-29 21:11:00.000000000,1659100260000000000,2636,2645,2634,2642,3905,388842,387659
2022-07-29 21:12:00.000000000,1659100320000000000,2642,2645,2639,2644,3004,387659,387641
2022-07-29 21:13:00.000000000,1659100380000000000,2644,2645,2640,2642,1964,387641,387358
2022-07-29 21:14:00.000000000,1659100440000000000,2642,2642,2639,2641,1667,387358,387067
2022-07-29 21:15:00.000000000,1659100500000000000,2641,2645,2639,2640,1909,387067,386859
2022-07-29 21:16:00.000000000,1659100560000000000,2640,2641,2639,2640,1073,386859,386662
2022-07-29 21:17:00.000000000,1659100620000000000,2640,2650,2640,2650,2992,386662,385717
2022-07-29 21:18:00.000000000,1659100680000000000,2650,2651,2647,2650,3526,385717,385573
2022-07-29 21:19:00.000000000,1659100740000000000,2650,2654,2647,2649,2995,385573,384982
2022-07-29 21:20:00.000000000,1659100800000000000,2649,2650,2645,2647,1834,384982,384440
2022-07-29 21:21:00.000000000,1659100860000000000,2647,2651,2643,2643,2388,384440,383953
2022-07-29 21:22:00.000000000,1659100920000000000,2643,2649,2643,2648,1440,383953,383418
2022-07-29 21:23:00.000000000,1659100980000000000,2648,2648,2644,2645,1053,383418,383020
2022-07-29 21:24:00.000000000,1659101040000000000,2645,2645,2643,2643,1233,383020,382523
2022-07-29 21:25:00.000000000,1659101100000000000,2643,2646,2642,2642,1357,382523,382175
2022-07-29 21:26:00.000000000,1659101160000000000,2642,2643,2637,2639,2399,382175,381372
2022-07-29 21:27:00.000000000,1659101220000000000,2639,2640,2633,2634,2176,381372,380977
2022-07-29 21:28:00.000000000,1659101280000000000,2634,2634,2625,2629,3898,380977,379918
2022-07-29 21:29:00.000000000,1659101340000000000,2629,2632,2628,2632,1407,379918,379415
2022-07-29 21:30:00.000000000,1659101400000000000,2632,2637,2631,2634,2091,379415,378986
2022-07-29 21:31:00.000000000,1659101460000000000,2634,2637,2633,2635,1505,378986,378755
2022-07-29 21:32:00.000000000,1659101520000000000,2635,2638,2633,2634,1606,378755,378191
2022-07-29 21:33:00.000000000,1659101580000000000,2634,2636,2632,2634,1488,378191,377853
2022-07-29 21:34:00.000000000,1659101640000000000,2634,2634,2630,2631,1097,377853,377516
2022-07-29 21:35:00.000000000,1659101700000000000,2631,2635,2628,2628,1731,377516,377020
2022-07-29 21:36:00.000000000,1659101760000000000,2628,2630,2626,2626,1387,377020,376806
2022-07-29 21:37:00.000000000,1659101820000000000,2626,2629,2624,2628,2340,376806,376300
2022-07-29 21:38:00.000000000,1659101880000000000,2628,2631,2627,2631,1209,376300,376232
2022-07-29 21:39:00.000000000,1659101940000000000,2631,2634,2630,2632,1493,376232,375788
2022-07-29 21:40:00.000000000,1659102000000000000,2632,2635,2632,2633,1381,375788,375388
2022-07-29 21:41:00.000000000,1659102060000000000,2633,2633,2631,2631,844,375388,375328
2022-07-29 21:42:00.000000000,1659102120000000000,2631,2633,2629,2630,1165,375328,374838
2022-07-29 21:43:00.000000000,1659102180000000000,2630,2633,2628,2632,875,374838,374627
2022-07-29 21:44:00.000000000,1659102240000000000,2632,2633,2630,2631,615,374627,374569
2022-07-29 21:45:00.000000000,1659102300000000000,2631,2632,2628,2630,993,374569,374293
2022-07-29 21:46:00.000000000,1659102360000000000,2630,2634,2630,2632,914,374293,374097
2022-07-29 21:47:00.000000000,1659102420000000000,2632,2635,2632,2634,769,374097,373857
