datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2022-10-31 21:00:00.000000000,1667221200000000000,607.5,610.0,607.0,608.5,19272,765792,763723
2022-10-31 21:01:00.000000000,1667221260000000000,608.5,609.5,608.5,609.0,7103,763723,763504
2022-10-31 21:02:00.000000000,1667221320000000000,609.0,609.5,607.5,608.0,5576,763504,763863
2022-10-31 21:03:00.000000000,1667221380000000000,608.0,609.0,607.5,608.5,4274,763863,764582
2022-10-31 21:04:00.000000000,1667221440000000000,608.5,609.0,608.5,608.5,1734,764582,764650
2022-10-31 21:05:00.000000000,1667221500000000000,608.5,610.0,608.5,609.5,4912,764650,764857
2022-10-31 21:06:00.000000000,1667221560000000000,609.5,611.5,609.5,611.0,7522,764857,765823
2022-10-31 21:07:00.000000000,1667221620000000000,611.0,611.5,609.5,610.0,4807,765823,765256
2022-10-31 21:08:00.000000000,1667221680000000000,610.0,610.0,608.5,608.5,3650,765256,765785
2022-10-31 21:09:00.000000000,1667221740000000000,608.5,609.5,608.5,609.5,1975,765785,765840
2022-10-31 21:10:00.000000000,1667221800000000000,609.5,609.5,608.0,608.5,3449,765840,765711
2022-10-31 21:11:00.000000000,1667221860000000000,608.5,608.5,607.5,608.0,3184,765711,765918
2022-10-31 21:12:00.000000000,1667221920000000000,608.0,609.0,608.0,609.0,1676,765918,765938
2022-10-31 21:13:00.000000000,1667221980000000000,609.0,609.0,607.0,607.5,3255,765938,765519
2022-10-31 21:14:00.000000000,1667222040000000000,607.5,608.0,607.0,607.5,1894,765519,765675
2022-10-31 21:15:00.000000000,1667222100000000000,607.5,607.5,606.0,606.5,3635,765675,765616
2022-10-31 21:16:00.000000000,1667222160000000000,606.5,607.5,606.5,607.0,1900,765616,765867
2022-10-31 21:17:00.000000000,1667222220000000000,607.0,609.0,607.0,609.0,2624,765867,765499
2022-10-31 21:18:00.000000000,1667222280000000000,609.0,609.0,608.5,609.0,845,765499,765417
2022-10-31 21:19:00.000000000,1667222340000000000,609.0,609.5,608.0,608.5,1691,765417,765713
2022-10-31 21:20:00.000000000,1667222400000000000,608.5,609.5,608.5,608.5,2307,765713,765917
2022-10-31 21:21:00.000000000,1667222460000000000,608.5,609.0,607.0,607.5,2046,765917,766044
2022-10-31 21:22:00.000000000,1667222520000000000,607.5,607.5,606.0,606.0,2764,766044,766047
2022-10-31 21:23:00.000000000,1667222580000000000,606.0,606.5,605.5,606.0,2282,766047,765903
2022-10-31 21:24:00.000000000,1667222640000000000,606.0,607.0,606.0,606.5,1307,765903,766435
2022-10-31 21:25:00.000000000,1667222700000000000,606.5,608.5,606.0,608.0,1662,766435,766425
2022-10-31 21:26:00.000000000,1667222760000000000,608.0,608.0,607.0,607.5,2139,766425,766462
2022-10-31 21:27:00.000000000,1667222820000000000,607.5,607.5,606.0,606.0,1486,766462,766606
2022-10-31 21:28:00.000000000,1667222880000000000,606.0,607.0,606.0,606.5,736,766606,766603
2022-10-31 21:29:00.000000000,1667222940000000000,606.5,607.0,606.0,606.0,650,766603,766590
2022-10-31 21:30:00.000000000,1667223000000000000,606.0,607.5,606.0,606.5,1824,766590,767121
2022-10-31 21:31:00.000000000,1667223060000000000,606.5,606.5,605.5,606.0,2030,767121,767543
2022-10-31 21:32:00.000000000,1667223120000000000,606.0,607.5,606.0,607.5,1300,767543,767946
2022-10-31 21:33:00.000000000,1667223180000000000,607.5,607.5,606.5,607.5,2282,767946,767982
2022-10-31 21:34:00.000000000,1667223240000000000,607.5,609.0,607.5,607.5,2408,767982,767338
2022-10-31 21:35:00.000000000,1667223300000000000,607.5,609.5,607.5,609.0,2682,767338,767099
2022-10-31 21:36:00.000000000,1667223360000000000,609.0,609.0,608.0,609.0,1506,767099,766924
2022-10-31 21:37:00.000000000,1667223420000000000,609.0,610.0,609.0,610.0,1646,766924,767338
2022-10-31 21:38:00.000000000,1667223480000000000,610.0,610.0,609.0,609.5,2200,767338,767689
2022-10-31 21:39:00.000000000,1667223540000000000,609.5,610.0,608.5,608.5,1569,767689,768143
2022-10-31 21:40:00.000000000,1667223600000000000,608.5,609.5,608.5,609.5,1617,768143,768268
