datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2023-08-31 21:00:00.000000000,1693486800000000000,18975,19025,18960,19010,7607,288580,288990
2023-08-31 21:01:00.000000000,1693486860000000000,19010,19020,19000,19010,3874,288990,289064
2023-08-31 21:02:00.000000000,1693486920000000000,19010,19020,19000,19010,1986,289064,289364
2023-08-31 21:03:00.000000000,1693486980000000000,19010,19020,19005,19015,1807,289364,289403
2023-08-31 21:04:00.000000000,1693487040000000000,19015,19015,19000,19010,1471,289403,289439
2023-08-31 21:05:00.000000000,1693487100000000000,19010,19010,18980,18985,1693,289439,289549
2023-08-31 21:06:00.000000000,1693487160000000000,18985,18995,18985,18990,636,289549,289414
2023-08-31 21:07:00.000000000,1693487220000000000,18990,18990,18980,18980,1203,289414,289329
2023-08-31 21:08:00.000000000,1693487280000000000,18980,18985,18970,18975,1605,289329,289246
2023-08-31 21:09:00.000000000,1693487340000000000,18975,18980,18965,18970,1351,289246,289270
2023-08-31 21:10:00.000000000,1693487400000000000,18970,18975,18960,18960,994,289270,289262
2023-08-31 21:11:00.000000000,1693487460000000000,18960,18975,18960,18970,843,289262,289204
2023-08-31 21:12:00.000000000,1693487520000000000,18970,18970,18960,18965,583,289204,289166
2023-08-31 21:13:00.000000000,1693487580000000000,18965,18975,18960,18975,691,289166,289055
2023-08-31 21:14:00.000000000,1693487640000000000,18975,18975,18955,18960,836,289055,288910
2023-08-31 21:15:00.000000000,1693487700000000000,18960,18960,18950,18955,902,288910,288751
2023-08-31 21:16:00.000000000,1693487760000000000,18955,18960,18950,18960,587,288751,288632
2023-08-31 21:17:00.000000000,1693487820000000000,18960,18965,18955,18960,273,288632,288569
2023-08-31 21:18:00.000000000,1693487880000000000,18960,18975,18960,18970,518,288569,288402
2023-08-31 21:19:00.000000000,1693487940000000000,18970,18975,18970,18975,507,288402,288446
2023-08-31 21:20:00.000000000,1693488000000000000,18975,18980,18970,18970,295,288446,288480
2023-08-31 21:21:00.000000000,1693488060000000000,18970,18975,18965,18975,490,288480,288558
2023-08-31 21:22:00.000000000,1693488120000000000,18975,18980,18965,18965,506,288558,288467
2023-08-31 21:23:00.000000000,1693488180000000000,18965,18965,18960,18960,353,288467,288393
2023-08-31 21:24:00.000000000,1693488240000000000,18960,18965,18960,18960,356,288393,288331
2023-08-31 21:25:00.000000000,1693488300000000000,18960,18965,18955,18955,161,288331,288356
2023-08-31 21:26:00.000000000,1693488360000000000,18955,18965,18955,18965,258,288356,288385
2023-08-31 21:27:00.000000000,1693488420000000000,18965,18965,18960,18965,107,288385,288412
2023-08-31 21:28:00.000000000,1693488480000000000,18965,18965,18960,18960,504,288412,288340
2023-08-31 21:29:00.000000000,1693488540000000000,18960,18970,18955,18955,466,288340,288338
2023-08-31 21:30:00.000000000,1693488600000000000,18955,18970,18955,18970,500,288338,288403
2023-08-31 21:31:00.000000000,1693488660000000000,18970,18970,18960,18965,693,288403,288418
2023-08-31 21:32:00.000000000,1693488720000000000,18965,18965,18955,18960,685,288418,288387
2023-08-31 21:33:00.000000000,1693488780000000000,18960,18960,18955,18960,249,288387,288391
2023-08-31 21:34:00.000000000,1693488840000000000,18960,18960,18935,18940,1956,288391,288040
2023-08-31 21:35:00.000000000,1693488900000000000,18940,18945,18935,18940,1065,288040,288175
2023-08-31 21:36:00.000000000,1693488960000000000,18940,18950,18930,18945,815,288175,288256
2023-08-31 21:37:00.000000000,1693489020000000000,18945,18950,18940,18945,582,288256,288308
2023-08-31 21:38:00.000000000,1693489080000000000,18945,18950,18940,18940,272,288308,288365
2023-08-31 21:39:00.000000000,1693489140000000000,18940,18945,18935,18935,315,288365,288449
2023-08-31 21:40:00.000000000,1693489200000000000,18935,18950,18930,18950,1551,288449,288498
2023-08-31 21:41:00.000000000,1693489260000000000,18950,18960,18950,18960,405,288498,288455
2023-08-31 21:42:00.000000000,1693489320000000000,18960,18960,18950,18960,626,288455,288410
2023-08-31 21:43:00.000000000,1693489380000000000,18960,18960,18955,18955,382,288410,288466
2023-08-31 21:44:00.000000000,1693489440000000000,18955,18960,18950,18955,249,288466,288437
2023-08-31 21:45:00.000000000,1693489500000000000,18955,18965,18950,18960,509,288437,288358
2023-08-31 21:46:00.000000000,1693489560000000000,18960,18970,18960,18965,322,288358,288412
2023-08-31 21:47:00.000000000,1693489620000000000,18965,18965,18955,18960,360,288412,288360
2023-08-31 21:48:00.000000000,1693489680000000000,18960,18965,18955,18965,372,288360,288432
2023-08-31 21:49:00.000000000,1693489740000000000,18965,18970,18960,18965,153,288432,288434
2023-08-31 21:50:00.000000000,1693489800000000000,18965,18975,18965,18975,355,288434,288422
2023-08-31 21:51:00.000000000,1693489860000000000,18975,18975,18970,18970,254,288422,288379
2023-08-31 21:52:00.000000000,1693489920000000000,18970,18975,18970,18975,101,288379,288385
2023-08-31 21:53:00.000000000,1693489980000000000,18975,18980,18970,18980,330,288385,288584
2023-08-31 21:54:00.000000000,1693490040000000000,18980,18980,18975,18980,323,288584,288678
2023-08-31 21:55:00.000000000,1693490100000000000,18980,18980,18975,18975,292,288678,288616
2023-08-31 21:56:00.000000000,1693490160000000000,18975,18980,18970,18970,558,288616,288602
2023-08-31 21:57:00.000000000,1693490220000000000,18970,18980,18970,18980,286,288602,288584
2023-08-31 21:58:00.000000000,1693490280000000000,18980,18980,18975,18975,89,288584,288588
2023-08-31 21:59:00.000000000,1693490340000000000,18975,18980,18975,18980,312,288588,288801
2023-08-31 22:00:00.000000000,1693490400000000000,18980,18985,18980,18980,182,288801,288743
2023-08-31 22:01:00.000000000,1693490460000000000,18980,18990,18980,18990,189,288743,288706
2023-08-31 22:02:00.000000000,1693490520000000000,18990,18990,18980,18980,340,288706,288749
2023-08-31 22:03:00.000000000,1693490580000000000,18980,18990,18980,18985,338,288749,288772
2023-08-31 22:04:00.000000000,1693490640000000000,18985,18990,18985,18985,291,288772,288841
2023-08-31 22:05:00.000000000,1693490700000000000,18985,18990,18985,18985,237,288841,288882
2023-08-31 22:06:00.000000000,1693490760000000000,18985,18990,18980,18990,304,288882,288910
2023-08-31 22:07:00.000000000,1693490820000000000,18990,18990,18985,18985,389,288910,289040
2023-08-31 22:08:00.000000000,1693490880000000000,18985,18990,18980,18985,445,289040,289088
2023-08-31 22:09:00.000000000,1693490940000000000,18985,18985,18980,18980,615,289088,289121
2023-08-31 22:10:00.000000000,1693491000000000000,18980,18985,18980,18980,291,289121,289041
2023-08-31 22:11:00.000000000,1693491060000000000,18980,18980,18970,18975,224,289041,289078
2023-08-31 22:12:00.000000000,1693491120000000000,18975,18975,18970,18970,70,289078,289099
2023-08-31 22:13:00.000000000,1693491180000000000,18970,18975,18970,18970,415,289099,289121
2023-08-31 22:14:00.000000000,1693491240000000000,18970,18970,18960,18965,560,289121,289160
2023-08-31 22:15:00.000000000,1693491300000000000,18965,18970,18965,18965,175,289160,289177
2023-08-31 22:16:00.000000000,1693491360000000000,18965,18970,18960,18965,250,289177,289157
2023-08-31 22:17:00.000000000,1693491420000000000,18965,18970,18960,18965,426,289157,289250
2023-08-31 22:18:00.000000000,1693491480000000000,18965,18970,18960,18965,178,289250,289313
2023-08-31 22:19:00.000000000,1693491540000000000,18965,18965,18960,18965,76,289313,289340
2023-08-31 22:20:00.000000000,1693491600000000000,18965,18970,18960,18970,144,289340,289295
2023-08-31 22:21:00.000000000,1693491660000000000,18970,18975,18965,18970,239,289295,289237
2023-08-31 22:22:00.000000000,1693491720000000000,18970,18975,18970,18975,44,289237,289236
2023-08-31 22:23:00.000000000,1693491780000000000,18975,18980,18970,18975,385,289236,289313
2023-08-31 22:24:00.000000000,1693491840000000000,18975,18975,18965,18970,192,289313,289234
2023-08-31 22:25:00.000000000,1693491900000000000,18970,18970,18965,18965,118,289234,289208
2023-08-31 22:26:00.000000000,1693491960000000000,18965,18970,18965,18965,91,289208,289218
2023-08-31 22:27:00.000000000,1693492020000000000,18965,18975,18965,18975,129,289218,289162
2023-08-31 22:28:00.000000000,1693492080000000000,18975,18975,18970,18970,56,289162,289144
2023-08-31 22:29:00.000000000,1693492140000000000,18970,18975,18970,18975,68,289144,289116
2023-08-31 22:30:00.000000000,1693492200000000000,18975,18975,18970,18975,234,289116,289084
2023-08-31 22:31:00.000000000,1693492260000000000,18975,18975,18970,18970,283,289084,288980
2023-08-31 22:32:00.000000000,1693492320000000000,18970,18975,18965,18965,271,288980,288980
2023-08-31 22:33:00.000000000,1693492380000000000,18965,18970,18960,18970,545,288980,288813
2023-08-31 22:34:00.000000000,1693492440000000000,18970,18975,18965,18970,239,288813,288822
2023-08-31 22:35:00.000000000,1693492500000000000,18970,18980,18970,18975,151,288822,288770
2023-08-31 22:36:00.000000000,1693492560000000000,18975,18985,18975,18985,549,288770,288950
2023-08-31 22:37:00.000000000,1693492620000000000,18985,18985,18975,18980,127,288950,288992
2023-08-31 22:38:00.000000000,1693492680000000000,18980,18985,18975,18985,255,288992,289028
2023-08-31 22:39:00.000000000,1693492740000000000,18985,18985,18980,18985,25,289028,289023
2023-08-31 22:40:00.000000000,1693492800000000000,18985,18985,18980,18980,200,289023,288995
2023-08-31 22:41:00.000000000,1693492860000000000,18980,18990,18980,18980,270,288995,289034
2023-08-31 22:42:00.000000000,1693492920000000000,18980,18985,18980,18980,113,289034,289001
2023-08-31 22:43:00.000000000,1693492980000000000,18980,18985,18980,18985,41,289001,289003
2023-08-31 22:44:00.000000000,1693493040000000000,18985,18985,18980,18985,26,289003,289001
2023-08-31 22:45:00.000000000,1693493100000000000,18985,18985,18980,18985,47,289001,289016
2023-08-31 22:46:00.000000000,1693493160000000000,18985,18985,18975,18975,214,289016,288943
2023-08-31 22:47:00.000000000,1693493220000000000,18975,18980,18965,18970,783,288943,288661
2023-08-31 22:48:00.000000000,1693493280000000000,18970,18970,18965,18965,268,288661,288714
2023-08-31 22:49:00.000000000,1693493340000000000,18965,18975,18965,18975,421,288714,288947
