datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2023-07-31 21:00:00.000000000,1690808400000000000,6308,6310,6282,6289,20842,632844,631995
2023-07-31 21:01:00.000000000,1690808460000000000,6289,6290,6276,6281,14423,631995,630596
2023-07-31 21:02:00.000000000,1690808520000000000,6281,6285,6270,6277,12024,630596,630465
2023-07-31 21:03:00.000000000,1690808580000000000,6277,6277,6264,6271,13887,630465,628012
2023-07-31 21:04:00.000000000,1690808640000000000,6271,6271,6250,6259,17023,628012,625185
2023-07-31 21:05:00.000000000,1690808700000000000,6259,6260,6253,6258,11448,625185,624792
2023-07-31 21:06:00.000000000,1690808760000000000,6258,6274,6255,6274,10736,624792,624328
2023-07-31 21:07:00.000000000,1690808820000000000,6274,6276,6269,6269,5806,624328,623569
2023-07-31 21:08:00.000000000,1690808880000000000,6269,6273,6267,6268,5491,623569,624220
2023-07-31 21:09:00.000000000,1690808940000000000,6268,6275,6267,6273,4613,624220,624189
2023-07-31 21:10:00.000000000,1690809000000000000,6273,6273,6263,6269,5271,624189,624486
2023-07-31 21:11:00.000000000,1690809060000000000,6269,6269,6263,6266,3187,624486,624171
2023-07-31 21:12:00.000000000,1690809120000000000,6266,6271,6264,6270,2205,624171,624383
2023-07-31 21:13:00.000000000,1690809180000000000,6270,6275,6268,6272,3625,624383,624686
2023-07-31 21:14:00.000000000,1690809240000000000,6272,6275,6270,6272,3500,624686,624762
2023-07-31 21:15:00.000000000,1690809300000000000,6272,6274,6269,6271,2609,624762,624738
2023-07-31 21:16:00.000000000,1690809360000000000,6271,6284,6271,6282,6322,624738,624102
2023-07-31 21:17:00.000000000,1690809420000000000,6282,6285,6280,6283,3109,624102,624649
2023-07-31 21:18:00.000000000,1690809480000000000,6283,6284,6280,6283,2509,624649,624807
2023-07-31 21:19:00.000000000,1690809540000000000,6283,6283,6279,6281,2470,624807,625088
2023-07-31 21:20:00.000000000,1690809600000000000,6281,6285,6281,6284,2264,625088,625441
2023-07-31 21:21:00.000000000,1690809660000000000,6284,6285,6281,6281,2376,625441,625712
2023-07-31 21:22:00.000000000,1690809720000000000,6281,6281,6274,6277,3352,625712,626229
2023-07-31 21:23:00.000000000,1690809780000000000,6277,6278,6275,6275,976,626229,626475
2023-07-31 21:24:00.000000000,1690809840000000000,6275,6276,6273,6273,1384,626475,626621
2023-07-31 21:25:00.000000000,1690809900000000000,6273,6275,6269,6272,2581,626621,626708
2023-07-31 21:26:00.000000000,1690809960000000000,6272,6275,6266,6267,3820,626708,627043
2023-07-31 21:27:00.000000000,1690810020000000000,6267,6268,6261,6264,5095,627043,627676
2023-07-31 21:28:00.000000000,1690810080000000000,6264,6267,6262,6266,3115,627676,627631
2023-07-31 21:29:00.000000000,1690810140000000000,6266,6270,6266,6268,1972,627631,627611
2023-07-31 21:30:00.000000000,1690810200000000000,6268,6272,6266,6268,2699,627611,627388
2023-07-31 21:31:00.000000000,1690810260000000000,6268,6272,6267,6272,1059,627388,627528
2023-07-31 21:32:00.000000000,1690810320000000000,6272,6273,6269,6270,1289,627528,627853
2023-07-31 21:33:00.000000000,1690810380000000000,6270,6274,6270,6272,1285,627853,627927
2023-07-31 21:34:00.000000000,1690810440000000000,6272,6275,6272,6274,1192,627927,627830
2023-07-31 21:35:00.000000000,1690810500000000000,6274,6276,6271,6272,2016,627830,628077
2023-07-31 21:36:00.000000000,1690810560000000000,6272,6272,6266,6266,2434,628077,628377
2023-07-31 21:37:00.000000000,1690810620000000000,6266,6270,6266,6268,1234,628377,628543
2023-07-31 21:38:00.000000000,1690810680000000000,6268,6271,6267,6269,1114,628543,628633
2023-07-31 21:39:00.000000000,1690810740000000000,6269,6270,6266,6267,1648,628633,628981
2023-07-31 21:40:00.000000000,1690810800000000000,6267,6267,6261,6264,3202,628981,628716
2023-07-31 21:41:00.000000000,1690810860000000000,6264,6265,6260,6262,3118,628716,629184
2023-07-31 21:42:00.000000000,1690810920000000000,6262,6262,6258,6259,3954,629184,629112
2023-07-31 21:43:00.000000000,1690810980000000000,6259,6264,6258,6262,2651,629112,628738
2023-07-31 21:44:00.000000000,1690811040000000000,6262,6264,6261,6262,1857,628738,628394
2023-07-31 21:45:00.000000000,1690811100000000000,6262,6265,6261,6263,1915,628394,628187
2023-07-31 21:46:00.000000000,1690811160000000000,6263,6263,6261,6261,925,628187,628167
2023-07-31 21:47:00.000000000,1690811220000000000,6261,6263,6260,6262,1336,628167,628076
2023-07-31 21:48:00.000000000,1690811280000000000,6262,6262,6253,6254,6828,628076,627676
2023-07-31 21:49:00.000000000,1690811340000000000,6254,6257,6254,6257,2560,627676,627342
2023-07-31 21:50:00.000000000,1690811400000000000,6257,6259,6255,6256,1980,627342,627232
2023-07-31 21:51:00.000000000,1690811460000000000,6256,6258,6255,6257,2518,627232,627351
2023-07-31 21:52:00.000000000,1690811520000000000,6257,6257,6248,6250,6425,627351,627673
2023-07-31 21:53:00.000000000,1690811580000000000,6250,6253,6248,6252,3726,627673,627587
2023-07-31 21:54:00.000000000,1690811640000000000,6252,6252,6237,6238,11052,627587,626031
2023-07-31 21:55:00.000000000,1690811700000000000,6238,6244,6237,6238,7365,626031,625713
2023-07-31 21:56:00.000000000,1690811760000000000,6238,6241,6233,6239,6600,625713,625632
2023-07-31 21:57:00.000000000,1690811820000000000,6239,6240,6237,6237,3507,625632,626022
2023-07-31 21:58:00.000000000,1690811880000000000,6237,6240,6237,6237,3501,626022,625966
2023-07-31 21:59:00.000000000,1690811940000000000,6237,6243,6237,6243,4418,625966,625783
2023-07-31 22:00:00.000000000,1690812000000000000,6243,6243,6239,6240,3422,625783,625886
2023-07-31 22:01:00.000000000,1690812060000000000,6240,6246,6239,6245,4019,625886,625608
2023-07-31 22:02:00.000000000,1690812120000000000,6245,6248,6244,6246,3026,625608,625480
2023-07-31 22:03:00.000000000,1690812180000000000,6246,6246,6243,6244,2911,625480,625189
2023-07-31 22:04:00.000000000,1690812240000000000,6244,6252,6244,6252,3880,625189,624431
2023-07-31 22:05:00.000000000,1690812300000000000,6252,6255,6251,6253,4731,624431,624542
2023-07-31 22:06:00.000000000,1690812360000000000,6253,6253,6245,6246,2312,624542,624778
2023-07-31 22:07:00.000000000,1690812420000000000,6246,6247,6245,6246,1148,624778,624811
2023-07-31 22:08:00.000000000,1690812480000000000,6246,6249,6246,6248,1436,624811,624765
