datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2024-01-31 21:00:00.000000000,1706706000000000000,5793,5798,5789,5794,13059,795880,797737
2024-01-31 21:01:00.000000000,1706706060000000000,5794,5795,5788,5790,8486,797737,799469
2024-01-31 21:02:00.000000000,1706706120000000000,5790,5794,5788,5792,4256,799469,800683
2024-01-31 21:03:00.000000000,1706706180000000000,5792,5798,5792,5794,4922,800683,801540
2024-01-31 21:04:00.000000000,1706706240000000000,5794,5797,5793,5795,2605,801540,801599
2024-01-31 21:05:00.000000000,1706706300000000000,5795,5796,5792,5794,2979,801599,802298
2024-01-31 21:06:00.000000000,1706706360000000000,5794,5800,5794,5796,4099,802298,802680
2024-01-31 21:07:00.000000000,1706706420000000000,5796,5798,5795,5797,3111,802680,802873
2024-01-31 21:08:00.000000000,1706706480000000000,5797,5798,5795,5795,2058,802873,803333
2024-01-31 21:09:00.000000000,1706706540000000000,5795,5796,5794,5795,1449,803333,803448
2024-01-31 21:10:00.000000000,1706706600000000000,5795,5796,5793,5795,1773,803448,803506
2024-01-31 21:11:00.000000000,1706706660000000000,5795,5799,5794,5799,1610,803506,803591
2024-01-31 21:12:00.000000000,1706706720000000000,5799,5801,5795,5796,3282,803591,804135
2024-01-31 21:13:00.000000000,1706706780000000000,5796,5798,5795,5798,1208,804135,804072
2024-01-31 21:14:00.000000000,1706706840000000000,5798,5798,5793,5796,2860,804072,804741
2024-01-31 21:15:00.000000000,1706706900000000000,5796,5800,5796,5799,2381,804741,804496
2024-01-31 21:16:00.000000000,1706706960000000000,5799,5804,5799,5802,4353,804496,804227
2024-01-31 21:17:00.000000000,1706707020000000000,5802,5803,5801,5802,1451,804227,804206
2024-01-31 21:18:00.000000000,1706707080000000000,5802,5803,5801,5802,833,804206,804465
2024-01-31 21:19:00.000000000,1706707140000000000,5802,5802,5799,5799,1281,804465,804758
2024-01-31 21:20:00.000000000,1706707200000000000,5799,5802,5798,5801,1908,804758,805140
2024-01-31 21:21:00.000000000,1706707260000000000,5801,5805,5800,5804,1738,805140,804830
2024-01-31 21:22:00.000000000,1706707320000000000,5804,5805,5802,5804,1335,804830,805009
2024-01-31 21:23:00.000000000,1706707380000000000,5804,5805,5803,5804,1625,805009,804775
2024-01-31 21:24:00.000000000,1706707440000000000,5804,5805,5801,5802,1557,804775,805084
2024-01-31 21:25:00.000000000,1706707500000000000,5802,5803,5801,5802,972,805084,805302
2024-01-31 21:26:00.000000000,1706707560000000000,5802,5803,5801,5802,824,805302,805501
2024-01-31 21:27:00.000000000,1706707620000000000,5802,5803,5801,5803,688,805501,805514
