datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2024-02-29 21:00:00.000000000,1709211600000000000,68870,68930,68870,68900,1727,150865,150877
2024-02-29 21:01:00.000000000,1709211660000000000,68900,68930,68890,68910,367,150877,150806
2024-02-29 21:02:00.000000000,1709211720000000000,68910,68940,68910,68940,233,150806,150692
2024-02-29 21:03:00.000000000,1709211780000000000,68940,68960,68930,68960,272,150692,150618
2024-02-29 21:04:00.000000000,1709211840000000000,68960,68970,68950,68950,215,150618,150520
2024-02-29 21:05:00.000000000,1709211900000000000,68950,68960,68910,68910,403,150520,150344
2024-02-29 21:06:00.000000000,1709211960000000000,68910,68940,68910,68920,230,150344,150188
2024-02-29 21:07:00.000000000,1709212020000000000,68920,68940,68910,68920,360,150188,150075
2024-02-29 21:08:00.000000000,1709212080000000000,68920,68930,68910,68920,76,150075,150045
2024-02-29 21:09:00.000000000,1709212140000000000,68920,68950,68920,68940,41,150045,150044
2024-02-29 21:10:00.000000000,1709212200000000000,68940,68950,68920,68930,102,150044,150000
2024-02-29 21:11:00.000000000,1709212260000000000,68930,68930,68900,68900,90,150000,150003
2024-02-29 21:12:00.000000000,1709212320000000000,68900,68920,68900,68910,70,150003,149995
2024-02-29 21:13:00.000000000,1709212380000000000,68910,68930,68910,68920,38,149995,149983
2024-02-29 21:14:00.000000000,1709212440000000000,68920,68930,68880,68890,196,149983,149894
2024-02-29 21:15:00.000000000,1709212500000000000,68890,68910,68890,68910,57,149894,149855
2024-02-29 21:16:00.000000000,1709212560000000000,68910,68910,68890,68900,80,149855,149802
2024-02-29 21:17:00.000000000,1709212620000000000,68900,68900,68870,68870,136,149802,149732
2024-02-29 21:18:00.000000000,1709212680000000000,68870,68880,68870,68870,39,149732,149734
2024-02-29 21:19:00.000000000,1709212740000000000,68870,68900,68870,68890,59,149734,149732
2024-02-29 21:20:00.000000000,1709212800000000000,68890,68890,68860,68860,88,149732,149692
2024-02-29 21:21:00.000000000,1709212860000000000,68860,68880,68860,68870,31,149692,149673
2024-02-29 21:22:00.000000000,1709212920000000000,68870,68880,68870,68870,21,149673,149666
2024-02-29 21:23:00.000000000,1709212980000000000,68870,68900,68870,68900,45,149666,149645
2024-02-29 21:24:00.000000000,1709213040000000000,68900,68900,68880,68880,27,149645,149637
2024-02-29 21:25:00.000000000,1709213100000000000,68880,68900,68880,68900,38,149637,149630
2024-02-29 21:26:00.000000000,1709213160000000000,68900,68900,68890,68890,78,149630,149580
2024-02-29 21:27:00.000000000,1709213220000000000,68890,68910,68890,68900,60,149580,149560
2024-02-29 21:28:00.000000000,1709213280000000000,68900,68920,68900,68910,40,149560,149555
2024-02-29 21:29:00.000000000,1709213340000000000,68910,68920,68910,68910,34,149555,149540
2024-02-29 21:30:00.000000000,1709213400000000000,68910,68950,68900,68930,499,149540,149379
2024-02-29 21:31:00.000000000,1709213460000000000,68930,69000,68930,69000,546,149379,149344
2024-02-29 21:32:00.000000000,1709213520000000000,69000,69010,68990,69000,180,149344,149343
2024-02-29 21:33:00.000000000,1709213580000000000,69000,69010,68990,69010,223,149343,149330
2024-02-29 21:34:00.000000000,1709213640000000000,69010,69050,69010,69040,419,149330,149362
2024-02-29 21:35:00.000000000,1709213700000000000,69040,69060,69030,69050,229,149362,149360
2024-02-29 21:36:00.000000000,1709213760000000000,69050,69060,69030,69050,136,149360,149319
2024-02-29 21:37:00.000000000,1709213820000000000,69050,69050,69030,69030,85,149319,149311
2024-02-29 21:38:00.000000000,1709213880000000000,69030,69070,69030,69070,160,149311,149334
2024-02-29 21:39:00.000000000,1709213940000000000,69070,69120,69060,69100,834,149334,149222
2024-02-29 21:40:00.000000000,1709214000000000000,69100,69140,69080,69080,359,149222,149199
2024-02-29 21:41:00.000000000,1709214060000000000,69080,69110,69080,69090,219,149199,149173
2024-02-29 21:42:00.000000000,1709214120000000000,69090,69100,69080,69090,52,149173,149166
2024-02-29 21:43:00.000000000,1709214180000000000,69090,69100,69070,69070,77,149166,149193
2024-02-29 21:44:00.000000000,1709214240000000000,69070,69090,69070,69080,82,149193,149229
2024-02-29 21:45:00.000000000,1709214300000000000,69080,69100,69080,69080,185,149229,149307
2024-02-29 21:46:00.000000000,1709214360000000000,69080,69100,69080,69090,108,149307,149295
2024-02-29 21:47:00.000000000,1709214420000000000,69090,69110,69090,69110,86,149295,149282
2024-02-29 21:48:00.000000000,1709214480000000000,69110,69120,69100,69110,61,149282,149286
2024-02-29 21:49:00.000000000,1709214540000000000,69110,69120,69090,69100,111,149286,149268
2024-02-29 21:50:00.000000000,1709214600000000000,69100,69100,69090,69090,32,149268,149262
2024-02-29 21:51:00.000000000,1709214660000000000,69090,69090,69080,69080,56,149262,149242
2024-02-29 21:52:00.000000000,1709214720000000000,69080,69090,69080,69090,31,149242,149233
2024-02-29 21:53:00.000000000,1709214780000000000,69090,69090,69080,69080,99,149233,149241
2024-02-29 21:54:00.000000000,1709214840000000000,69080,69080,69070,69080,73,149241,149226
2024-02-29 21:55:00.000000000,1709214900000000000,69080,69090,69080,69080,35,149226,149232
2024-02-29 21:56:00.000000000,1709214960000000000,69080,69090,69070,69090,67,149232,149216
2024-02-29 21:57:00.000000000,1709215020000000000,69090,69110,69090,69110,70,149216,149247
2024-02-29 21:58:00.000000000,1709215080000000000,69110,69120,69090,69100,85,149247,149275
2024-02-29 21:59:00.000000000,1709215140000000000,69100,69110,69090,69090,51,149275,149273
2024-02-29 22:00:00.000000000,1709215200000000000,69090,69090,69070,69070,40,149273,149271
2024-02-29 22:01:00.000000000,1709215260000000000,69070,69080,69050,69060,156,149271,149260
2024-02-29 22:02:00.000000000,1709215320000000000,69060,69060,69030,69040,169,149260,149221
2024-02-29 22:03:00.000000000,1709215380000000000,69040,69040,69020,69020,130,149221,149191
2024-02-29 22:04:00.000000000,1709215440000000000,69020,69030,69010,69010,193,149191,149313
2024-02-29 22:05:00.000000000,1709215500000000000,69010,69030,69010,69020,84,149313,149361
2024-02-29 22:06:00.000000000,1709215560000000000,69020,69020,68980,68990,272,149361,149368
2024-02-29 22:07:00.000000000,1709215620000000000,68990,69020,68980,69020,103,149368,149338
2024-02-29 22:08:00.000000000,1709215680000000000,69020,69020,68990,69010,159,149338,149270
2024-02-29 22:09:00.000000000,1709215740000000000,69010,69020,69000,69010,44,149270,149282
2024-02-29 22:10:00.000000000,1709215800000000000,69010,69020,69000,69010,34,149282,149284
2024-02-29 22:11:00.000000000,1709215860000000000,69010,69010,69000,69010,25,149284,149282
2024-02-29 22:12:00.000000000,1709215920000000000,69010,69010,68990,68990,44,149282,149256
2024-02-29 22:13:00.000000000,1709215980000000000,68990,69000,68990,69000,69,149256,149273
2024-02-29 22:14:00.000000000,1709216040000000000,69000,69010,68990,68990,68,149273,149257
2024-02-29 22:15:00.000000000,1709216100000000000,68990,69000,68990,68990,7,149257,149255
2024-02-29 22:16:00.000000000,1709216160000000000,68990,69020,68990,69010,129,149255,149241
2024-02-29 22:17:00.000000000,1709216220000000000,69010,69010,69000,69010,67,149241,149238
2024-02-29 22:18:00.000000000,1709216280000000000,69010,69010,68990,69000,113,149238,149239
2024-02-29 22:19:00.000000000,1709216340000000000,69000,69020,68990,69020,17,149239,149233
2024-02-29 22:20:00.000000000,1709216400000000000,69020,69040,69020,69030,80,149233,149291
2024-02-29 22:21:00.000000000,1709216460000000000,69030,69050,69030,69040,66,149291,149303
2024-02-29 22:22:00.000000000,1709216520000000000,69040,69060,69040,69050,34,149303,149290
2024-02-29 22:23:00.000000000,1709216580000000000,69050,69060,69050,69060,12,149290,149285
2024-02-29 22:24:00.000000000,1709216640000000000,69060,69060,69050,69050,12,149285,149287
2024-02-29 22:25:00.000000000,1709216700000000000,69050,69080,69050,69060,89,149287,149324
