datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2025-06-03 09:00:00.000000000,1748912400000000000,20110,20200,20090,20170,10584,195664,197137
2025-06-03 09:01:00.000000000,1748912460000000000,20170,20175,20105,20110,4304,197137,197283
2025-06-03 09:02:00.000000000,1748912520000000000,20110,20125,20105,20110,2791,197283,197289
2025-06-03 09:03:00.000000000,1748912580000000000,20110,20120,20075,20085,2515,197289,197394
2025-06-03 09:04:00.000000000,1748912640000000000,20085,20085,20050,20075,1527,197394,197522
2025-06-03 09:05:00.000000000,1748912700000000000,20075,20090,20070,20085,1416,197522,197581
2025-06-03 09:06:00.000000000,1748912760000000000,20085,20085,20065,20065,1667,197581,198260
2025-06-03 09:07:00.000000000,1748912820000000000,20065,20070,20000,20000,5454,198260,199015
2025-06-03 09:08:00.000000000,1748912880000000000,20000,20045,19985,20040,2775,199015,198851
2025-06-03 09:09:00.000000000,1748912940000000000,20040,20040,20010,20030,2163,198851,199222
2025-06-03 09:10:00.000000000,1748913000000000000,20030,20030,19990,20000,2728,199222,199729
2025-06-03 09:11:00.000000000,1748913060000000000,20000,20025,19990,20005,1927,199729,199778
2025-06-03 09:12:00.000000000,1748913120000000000,20005,20010,19930,19955,4074,199778,199559
2025-06-03 09:13:00.000000000,1748913180000000000,19955,19955,19930,19930,3324,199559,200102
2025-06-03 09:14:00.000000000,1748913240000000000,19930,19930,19905,19930,4466,200102,200664
2025-06-03 09:15:00.000000000,1748913300000000000,19930,19945,19915,19940,2027,200664,200571
2025-06-03 09:16:00.000000000,1748913360000000000,19940,19940,19910,19925,2486,200571,200754
2025-06-03 09:17:00.000000000,1748913420000000000,19925,19945,19920,19945,1536,200754,200454
2025-06-03 09:18:00.000000000,1748913480000000000,19945,19945,19920,19920,1844,200454,200339
2025-06-03 09:19:00.000000000,1748913540000000000,19920,19930,19910,19915,2227,200339,200160
2025-06-03 09:20:00.000000000,1748913600000000000,19915,19925,19910,19910,1368,200160,200289
2025-06-03 09:21:00.000000000,1748913660000000000,19910,19925,19910,19925,1893,200289,199772
2025-06-03 09:22:00.000000000,1748913720000000000,19925,19930,19890,19900,2469,199772,199693
2025-06-03 09:23:00.000000000,1748913780000000000,19900,19910,19880,19885,1770,199693,199667
2025-06-03 09:24:00.000000000,1748913840000000000,19885,19895,19875,19890,1459,199667,199848
2025-06-03 09:25:00.000000000,1748913900000000000,19890,19910,19885,19910,1299,199848,199657
2025-06-03 09:26:00.000000000,1748913960000000000,19910,19910,19880,19885,1261,199657,199663
2025-06-03 09:27:00.000000000,1748914020000000000,19885,19905,19880,19905,1403,199663,199698
2025-06-03 09:28:00.000000000,1748914080000000000,19905,19910,19900,19905,1155,199698,199518
2025-06-03 09:29:00.000000000,1748914140000000000,19905,19910,19895,19900,742,199518,199431
2025-06-03 09:30:00.000000000,1748914200000000000,19900,19900,19885,19890,1150,199431,199417
2025-06-03 09:31:00.000000000,1748914260000000000,19890,19890,19870,19875,1764,199417,199274
2025-06-03 09:32:00.000000000,1748914320000000000,19875,19890,19870,19890,1157,199274,199098
2025-06-03 09:33:00.000000000,1748914380000000000,19890,19890,19875,19890,1058,199098,199195
2025-06-03 09:34:00.000000000,1748914440000000000,19890,19910,19885,19905,1233,199195,199211
2025-06-03 09:35:00.000000000,1748914500000000000,19905,19920,19895,19920,1330,199211,198973
2025-06-03 09:36:00.000000000,1748914560000000000,19920,19925,19905,19925,910,198973,199001
2025-06-03 09:37:00.000000000,1748914620000000000,19925,19940,19920,19940,1083,199001,199105
2025-06-03 09:38:00.000000000,1748914680000000000,19940,19945,19930,19930,1371,199105,198985
2025-06-03 09:39:00.000000000,1748914740000000000,19930,19935,19905,19910,697,198985,199053
2025-06-03 09:40:00.000000000,1748914800000000000,19910,19915,19895,19900,861,199053,199031
2025-06-03 09:41:00.000000000,1748914860000000000,19900,19910,19900,19900,512,199031,199069
2025-06-03 09:42:00.000000000,1748914920000000000,19900,19905,19890,19895,520,199069,199171
2025-06-03 09:43:00.000000000,1748914980000000000,19895,19910,19895,19900,446,199171,199067
2025-06-03 09:44:00.000000000,1748915040000000000,19900,19910,19900,19910,220,199067,199138
2025-06-03 09:45:00.000000000,1748915100000000000,19910,19910,19900,19905,503,199138,199119
2025-06-03 09:46:00.000000000,1748915160000000000,19905,19925,19905,19920,536,199119,199065
2025-06-03 09:47:00.000000000,1748915220000000000,19920,19935,19915,19935,410,199065,198999
2025-06-03 09:48:00.000000000,1748915280000000000,19935,19935,19910,19920,1375,198999,198997
2025-06-03 09:49:00.000000000,1748915340000000000,19920,19930,19920,19925,257,198997,198924
2025-06-03 09:50:00.000000000,1748915400000000000,19925,19935,19920,19935,581,198924,198817
2025-06-03 09:51:00.000000000,1748915460000000000,19935,19940,19925,19930,785,198817,198508
2025-06-03 09:52:00.000000000,1748915520000000000,19930,19940,19925,19940,389,198508,198426
2025-06-03 09:53:00.000000000,1748915580000000000,19940,19940,19930,19935,425,198426,198377
2025-06-03 09:54:00.000000000,1748915640000000000,19935,19945,19930,19940,686,198377,198227
2025-06-03 09:55:00.000000000,1748915700000000000,19940,19940,19925,19930,503,198227,198203
