datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2024-03-29 21:00:00.000000000,1711717200000000000,5799,5806,5792,5801,14228,770365,770798
2024-03-29 21:01:00.000000000,1711717260000000000,5801,5808,5801,5805,8158,770798,769252
2024-03-29 21:02:00.000000000,1711717320000000000,5805,5807,5802,5806,6807,769252,769040
2024-03-29 21:03:00.000000000,1711717380000000000,5806,5807,5798,5802,4848,769040,769447
2024-03-29 21:04:00.000000000,1711717440000000000,5802,5802,5798,5798,2681,769447,770309
2024-03-29 21:05:00.000000000,1711717500000000000,5798,5799,5796,5797,2774,770309,770134
2024-03-29 21:06:00.000000000,1711717560000000000,5797,5798,5795,5798,2769,770134,770632
2024-03-29 21:07:00.000000000,1711717620000000000,5798,5800,5796,5799,2215,770632,770796
2024-03-29 21:08:00.000000000,1711717680000000000,5799,5802,5793,5796,4268,770796,771362
2024-03-29 21:09:00.000000000,1711717740000000000,5796,5799,5796,5798,2405,771362,770876
2024-03-29 21:10:00.000000000,1711717800000000000,5798,5800,5797,5799,1363,770876,770875
2024-03-29 21:11:00.000000000,1711717860000000000,5799,5800,5795,5796,2030,770875,771148
2024-03-29 21:12:00.000000000,1711717920000000000,5796,5797,5794,5794,1238,771148,771221
2024-03-29 21:13:00.000000000,1711717980000000000,5794,5797,5794,5795,1061,771221,771294
2024-03-29 21:14:00.000000000,1711718040000000000,5795,5796,5790,5793,3116,771294,771062
2024-03-29 21:15:00.000000000,1711718100000000000,5793,5795,5792,5794,1558,771062,771008
2024-03-29 21:16:00.000000000,1711718160000000000,5794,5796,5794,5794,921,771008,771162
2024-03-29 21:17:00.000000000,1711718220000000000,5794,5796,5793,5795,1123,771162,771016
2024-03-29 21:18:00.000000000,1711718280000000000,5795,5800,5795,5799,1676,771016,770793
2024-03-29 21:19:00.000000000,1711718340000000000,5799,5802,5799,5802,2655,770793,770571
2024-03-29 21:20:00.000000000,1711718400000000000,5802,5803,5801,5801,2095,770571,770343
2024-03-29 21:21:00.000000000,1711718460000000000,5801,5803,5801,5802,1041,770343,770339
2024-03-29 21:22:00.000000000,1711718520000000000,5802,5804,5802,5803,1113,770339,770280
2024-03-29 21:23:00.000000000,1711718580000000000,5803,5805,5801,5801,1613,770280,770233
2024-03-29 21:24:00.000000000,1711718640000000000,5801,5802,5800,5802,1445,770233,770355
2024-03-29 21:25:00.000000000,1711718700000000000,5802,5806,5801,5806,2053,770355,770478
2024-03-29 21:26:00.000000000,1711718760000000000,5806,5808,5804,5804,2243,770478,770778
2024-03-29 21:27:00.000000000,1711718820000000000,5804,5808,5804,5807,1428,770778,770870
2024-03-29 21:28:00.000000000,1711718880000000000,5807,5807,5804,5805,793,770870,770864
2024-03-29 21:29:00.000000000,1711718940000000000,5805,5805,5803,5803,656,770864,770948
2024-03-29 21:30:00.000000000,1711719000000000000,5803,5805,5803,5805,1347,770948,771062
2024-03-29 21:31:00.000000000,1711719060000000000,5805,5809,5804,5807,2056,771062,771115
2024-03-29 21:32:00.000000000,1711719120000000000,5807,5808,5805,5807,1779,771115,770783
2024-03-29 21:33:00.000000000,1711719180000000000,5807,5809,5806,5808,1592,770783,770952
2024-03-29 21:34:00.000000000,1711719240000000000,5808,5809,5805,5805,1463,770952,770839
2024-03-29 21:35:00.000000000,1711719300000000000,5805,5806,5803,5804,1367,770839,770833
2024-03-29 21:36:00.000000000,1711719360000000000,5804,5806,5804,5804,548,770833,770855
2024-03-29 21:37:00.000000000,1711719420000000000,5804,5807,5804,5806,635,770855,770850
2024-03-29 21:38:00.000000000,1711719480000000000,5806,5807,5804,5804,680,770850,770992
2024-03-29 21:39:00.000000000,1711719540000000000,5804,5804,5800,5800,2278,770992,771045
2024-03-29 21:40:00.000000000,1711719600000000000,5800,5802,5800,5802,551,771045,771070
2024-03-29 21:41:00.000000000,1711719660000000000,5802,5802,5798,5798,2056,771070,771162
2024-03-29 21:42:00.000000000,1711719720000000000,5798,5800,5798,5799,1076,771162,771249
2024-03-29 21:43:00.000000000,1711719780000000000,5799,5800,5798,5799,739,771249,771410
2024-03-29 21:44:00.000000000,1711719840000000000,5799,5799,5797,5798,769,771410,771637
2024-03-29 21:45:00.000000000,1711719900000000000,5798,5798,5796,5796,1067,771637,771702
2024-03-29 21:46:00.000000000,1711719960000000000,5796,5797,5796,5797,544,771702,771545
2024-03-29 21:47:00.000000000,1711720020000000000,5797,5799,5796,5798,1305,771545,771078
2024-03-29 21:48:00.000000000,1711720080000000000,5798,5798,5796,5798,642,771078,771090
2024-03-29 21:49:00.000000000,1711720140000000000,5798,5799,5796,5798,590,771090,771193
2024-03-29 21:50:00.000000000,1711720200000000000,5798,5798,5796,5797,501,771193,771360
2024-03-29 21:51:00.000000000,1711720260000000000,5797,5800,5796,5799,863,771360,771472
2024-03-29 21:52:00.000000000,1711720320000000000,5799,5800,5798,5799,475,771472,771475
2024-03-29 21:53:00.000000000,1711720380000000000,5799,5799,5795,5795,1676,771475,771600
2024-03-29 21:54:00.000000000,1711720440000000000,5795,5798,5795,5797,1069,771600,771998
2024-03-29 21:55:00.000000000,1711720500000000000,5797,5797,5795,5795,566,771998,772169
2024-03-29 21:56:00.000000000,1711720560000000000,5795,5796,5793,5793,1608,772169,771961
2024-03-29 21:57:00.000000000,1711720620000000000,5793,5795,5793,5794,893,771961,772071
2024-03-29 21:58:00.000000000,1711720680000000000,5794,5794,5789,5791,2787,772071,772156
2024-03-29 21:59:00.000000000,1711720740000000000,5791,5791,5788,5789,2884,772156,772769
2024-03-29 22:00:00.000000000,1711720800000000000,5789,5789,5787,5787,2269,772769,773154
2024-03-29 22:01:00.000000000,1711720860000000000,5787,5788,5786,5786,1680,773154,773393
2024-03-29 22:02:00.000000000,1711720920000000000,5786,5789,5786,5789,1047,773393,773381
2024-03-29 22:03:00.000000000,1711720980000000000,5789,5790,5787,5789,1626,773381,773637
2024-03-29 22:04:00.000000000,1711721040000000000,5789,5790,5789,5789,462,773637,773780
2024-03-29 22:05:00.000000000,1711721100000000000,5789,5791,5789,5791,1586,773780,774047
2024-03-29 22:06:00.000000000,1711721160000000000,5791,5791,5788,5788,1153,774047,773968
2024-03-29 22:07:00.000000000,1711721220000000000,5788,5789,5788,5789,664,773968,774282
2024-03-29 22:08:00.000000000,1711721280000000000,5789,5789,5787,5787,997,774282,774553
2024-03-29 22:09:00.000000000,1711721340000000000,5787,5788,5786,5786,983,774553,774545
2024-03-29 22:10:00.000000000,1711721400000000000,5786,5791,5786,5790,1809,774545,774621
2024-03-29 22:11:00.000000000,1711721460000000000,5790,5791,5789,5789,555,774621,774663
2024-03-29 22:12:00.000000000,1711721520000000000,5789,5791,5788,5788,799,774663,774658
2024-03-29 22:13:00.000000000,1711721580000000000,5788,5788,5786,5786,1547,774658,774712
2024-03-29 22:14:00.000000000,1711721640000000000,5786,5788,5785,5788,1567,774712,774602
2024-03-29 22:15:00.000000000,1711721700000000000,5788,5789,5785,5786,884,774602,774818
2024-03-29 22:16:00.000000000,1711721760000000000,5786,5787,5785,5786,939,774818,774940
2024-03-29 22:17:00.000000000,1711721820000000000,5786,5786,5781,5784,2741,774940,775200
2024-03-29 22:18:00.000000000,1711721880000000000,5784,5784,5782,5783,998,775200,775557
2024-03-29 22:19:00.000000000,1711721940000000000,5783,5784,5780,5782,3648,775557,775370
2024-03-29 22:20:00.000000000,1711722000000000000,5782,5782,5780,5781,1346,775370,775444
2024-03-29 22:21:00.000000000,1711722060000000000,5781,5783,5780,5783,1471,775444,775478
2024-03-29 22:22:00.000000000,1711722120000000000,5783,5784,5782,5783,852,775478,775510
2024-03-29 22:23:00.000000000,1711722180000000000,5783,5784,5782,5783,776,775510,775647
2024-03-29 22:24:00.000000000,1711722240000000000,5783,5783,5781,5782,1047,775647,775848
2024-03-29 22:25:00.000000000,1711722300000000000,5782,5783,5780,5781,616,775848,775989
2024-03-29 22:26:00.000000000,1711722360000000000,5781,5783,5781,5781,866,775989,775893
2024-03-29 22:27:00.000000000,1711722420000000000,5781,5785,5781,5784,943,775893,775707
2024-03-29 22:28:00.000000000,1711722480000000000,5784,5784,5782,5782,583,775707,775824
2024-03-29 22:29:00.000000000,1711722540000000000,5782,5785,5782,5784,1195,775824,775358
2024-03-29 22:30:00.000000000,1711722600000000000,5784,5785,5783,5784,959,775358,775188
2024-03-29 22:31:00.000000000,1711722660000000000,5784,5787,5784,5787,2450,775188,774417
2024-03-29 22:32:00.000000000,1711722720000000000,5787,5787,5784,5785,844,774417,774368
2024-03-29 22:33:00.000000000,1711722780000000000,5785,5788,5785,5788,780,774368,774032
2024-03-29 22:34:00.000000000,1711722840000000000,5788,5788,5786,5786,532,774032,773934
2024-03-29 22:35:00.000000000,1711722900000000000,5786,5788,5785,5786,587,773934,773700
2024-03-29 22:36:00.000000000,1711722960000000000,5786,5787,5785,5785,497,773700,773765
2024-03-29 22:37:00.000000000,1711723020000000000,5785,5787,5785,5787,349,773765,773792
2024-03-29 22:38:00.000000000,1711723080000000000,5787,5787,5785,5785,707,773792,773790
2024-03-29 22:39:00.000000000,1711723140000000000,5785,5786,5784,5785,649,773790,773549
2024-03-29 22:40:00.000000000,1711723200000000000,5785,5787,5781,5782,1791,773549,773342
2024-03-29 22:41:00.000000000,1711723260000000000,5782,5784,5782,5784,605,773342,773232
2024-03-29 22:42:00.000000000,1711723320000000000,5784,5790,5784,5789,1876,773232,772583
2024-03-29 22:43:00.000000000,1711723380000000000,5789,5794,5789,5791,2926,772583,771964
2024-03-29 22:44:00.000000000,1711723440000000000,5791,5791,5788,5789,1011,771964,772163
2024-03-29 22:45:00.000000000,1711723500000000000,5789,5793,5789,5792,1169,772163,772115
2024-03-29 22:46:00.000000000,1711723560000000000,5792,5792,5789,5790,505,772115,772049
2024-03-29 22:47:00.000000000,1711723620000000000,5790,5791,5789,5790,554,772049,771822
2024-03-29 22:48:00.000000000,1711723680000000000,5790,5790,5788,5790,624,771822,771773
2024-03-29 22:49:00.000000000,1711723740000000000,5790,5792,5790,5790,679,771773,771768
2024-03-29 22:50:00.000000000,1711723800000000000,5790,5792,5790,5791,398,771768,771669
2024-03-29 22:51:00.000000000,1711723860000000000,5791,5792,5790,5792,908,771669,771335
2024-03-29 22:52:00.000000000,1711723920000000000,5792,5792,5788,5789,1098,771335,771141
2024-03-29 22:53:00.000000000,1711723980000000000,5789,5790,5788,5789,525,771141,771051
2024-03-29 22:54:00.000000000,1711724040000000000,5789,5789,5786,5788,1239,771051,770585
2024-03-29 22:55:00.000000000,1711724100000000000,5788,5789,5787,5787,407,770585,770531
2024-03-29 22:56:00.000000000,1711724160000000000,5787,5788,5785,5786,817,770531,770484
2024-03-29 22:57:00.000000000,1711724220000000000,5786,5788,5785,5786,1073,770484,770023
2024-03-29 22:58:00.000000000,1711724280000000000,5786,5788,5785,5786,1365,770023,769388
2024-03-29 22:59:00.000000000,1711724340000000000,5786,5787,5780,5780,2694,769388,768606
2024-04-01 09:00:00.000000000,1711933200000000000,5780,5785,5775,5782,12754,768606,770951
2024-04-01 09:01:00.000000000,1711933260000000000,5782,5788,5780,5787,4576,770951,771633
2024-04-01 09:02:00.000000000,1711933320000000000,5787,5789,5785,5788,3262,771633,772111
2024-04-01 09:03:00.000000000,1711933380000000000,5788,5788,5776,5776,4297,772111,773011
2024-04-01 09:04:00.000000000,1711933440000000000,5776,5782,5773,5780,6296,773011,773119
2024-04-01 09:05:00.000000000,1711933500000000000,5780,5787,5780,5786,3796,773119,773303
2024-04-01 09:06:00.000000000,1711933560000000000,5786,5789,5784,5788,3671,773303,772613
2024-04-01 09:07:00.000000000,1711933620000000000,5788,5794,5787,5792,4417,772613,771132
2024-04-01 09:08:00.000000000,1711933680000000000,5792,5796,5791,5793,2401,771132,770850
