datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2024-05-06 09:00:00.000000000,1714957200000000000,80250,80640,80140,80620,8302,198340,196424
2024-05-06 09:01:00.000000000,1714957260000000000,80620,80760,80620,80720,3571,196424,195900
2024-05-06 09:02:00.000000000,1714957320000000000,80720,80740,80640,80640,1739,195900,195721
2024-05-06 09:03:00.000000000,1714957380000000000,80640,80680,80600,80660,1556,195721,195552
2024-05-06 09:04:00.000000000,1714957440000000000,80660,80760,80640,80760,1137,195552,195282
2024-05-06 09:05:00.000000000,1714957500000000000,80760,80830,80720,80730,1413,195282,195111
2024-05-06 09:06:00.000000000,1714957560000000000,80730,80820,80720,80820,790,195111,194918
2024-05-06 09:07:00.000000000,1714957620000000000,80820,80900,80800,80900,1334,194918,195004
2024-05-06 09:08:00.000000000,1714957680000000000,80900,80910,80760,80790,992,195004,194943
2024-05-06 09:09:00.000000000,1714957740000000000,80790,80830,80760,80760,607,194943,194762
2024-05-06 09:10:00.000000000,1714957800000000000,80760,80760,80630,80660,1215,194762,194380
2024-05-06 09:11:00.000000000,1714957860000000000,80660,80700,80630,80690,511,194380,194211
2024-05-06 09:12:00.000000000,1714957920000000000,80690,80700,80640,80690,664,194211,193970
2024-05-06 09:13:00.000000000,1714957980000000000,80690,80720,80670,80680,507,193970,193852
2024-05-06 09:14:00.000000000,1714958040000000000,80680,80690,80650,80650,388,193852,193804
2024-05-06 09:15:00.000000000,1714958100000000000,80650,80700,80640,80660,884,193804,193569
2024-05-06 09:16:00.000000000,1714958160000000000,80660,80680,80630,80660,577,193569,193374
2024-05-06 09:17:00.000000000,1714958220000000000,80660,80730,80650,80700,529,193374,193242
2024-05-06 09:18:00.000000000,1714958280000000000,80700,80730,80690,80720,713,193242,192928
2024-05-06 09:19:00.000000000,1714958340000000000,80720,80730,80620,80650,733,192928,192835
2024-05-06 09:20:00.000000000,1714958400000000000,80650,80680,80620,80640,444,192835,192739
2024-05-06 09:21:00.000000000,1714958460000000000,80640,80670,80620,80630,540,192739,192528
2024-05-06 09:22:00.000000000,1714958520000000000,80630,80650,80600,80620,581,192528,192306
2024-05-06 09:23:00.000000000,1714958580000000000,80620,80670,80610,80650,249,192306,192194
2024-05-06 09:24:00.000000000,1714958640000000000,80650,80710,80640,80690,446,192194,192187
2024-05-06 09:25:00.000000000,1714958700000000000,80690,80720,80680,80690,255,192187,192219
2024-05-06 09:26:00.000000000,1714958760000000000,80690,80760,80680,80760,514,192219,192192
2024-05-06 09:27:00.000000000,1714958820000000000,80760,80820,80740,80800,386,192192,192149
2024-05-06 09:28:00.000000000,1714958880000000000,80800,80850,80800,80850,290,192149,192121
2024-05-06 09:29:00.000000000,1714958940000000000,80850,80850,80790,80790,371,192121,192098
2024-05-06 09:30:00.000000000,1714959000000000000,80790,80830,80760,80830,463,192098,192084
2024-05-06 09:31:00.000000000,1714959060000000000,80830,80890,80820,80860,677,192084,192205
2024-05-06 09:32:00.000000000,1714959120000000000,80860,80870,80800,80810,298,192205,192118
2024-05-06 09:33:00.000000000,1714959180000000000,80810,80840,80810,80810,155,192118,192088
2024-05-06 09:34:00.000000000,1714959240000000000,80810,80830,80790,80830,107,192088,192075
2024-05-06 09:35:00.000000000,1714959300000000000,80830,80870,80830,80870,339,192075,192104
2024-05-06 09:36:00.000000000,1714959360000000000,80870,80880,80820,80830,306,192104,192132
2024-05-06 09:37:00.000000000,1714959420000000000,80830,80860,80820,80850,233,192132,192106
2024-05-06 09:38:00.000000000,1714959480000000000,80850,80940,80850,80900,485,192106,192125
2024-05-06 09:39:00.000000000,1714959540000000000,80900,80920,80900,80910,374,192125,192129
2024-05-06 09:40:00.000000000,1714959600000000000,80910,80920,80890,80910,245,192129,192119
2024-05-06 09:41:00.000000000,1714959660000000000,80910,80910,80860,80900,322,192119,192015
2024-05-06 09:42:00.000000000,1714959720000000000,80900,80950,80900,80930,378,192015,191956
2024-05-06 09:43:00.000000000,1714959780000000000,80930,81020,80920,81010,636,191956,191913
2024-05-06 09:44:00.000000000,1714959840000000000,81010,81050,81000,81000,643,191913,191867
2024-05-06 09:45:00.000000000,1714959900000000000,81000,81010,80960,81000,464,191867,191783
2024-05-06 09:46:00.000000000,1714959960000000000,81000,81030,80950,80950,241,191783,191754
2024-05-06 09:47:00.000000000,1714960020000000000,80950,81000,80920,80960,492,191754,191900
2024-05-06 09:48:00.000000000,1714960080000000000,80960,80960,80920,80930,265,191900,191875
2024-05-06 09:49:00.000000000,1714960140000000000,80930,80990,80930,80980,445,191875,191790
2024-05-06 09:50:00.000000000,1714960200000000000,80980,81000,80960,80980,193,191790,191813
2024-05-06 09:51:00.000000000,1714960260000000000,80980,81030,80980,81030,248,191813,191792
2024-05-06 09:52:00.000000000,1714960320000000000,81030,81080,81030,81070,413,191792,191735
2024-05-06 09:53:00.000000000,1714960380000000000,81070,81140,81070,81130,493,191735,191665
2024-05-06 09:54:00.000000000,1714960440000000000,81130,81170,81130,81160,450,191665,191712
2024-05-06 09:55:00.000000000,1714960500000000000,81160,81160,81110,81120,386,191712,191742
2024-05-06 09:56:00.000000000,1714960560000000000,81120,81120,81080,81110,198,191742,191782
2024-05-06 09:57:00.000000000,1714960620000000000,81110,81260,81110,81220,493,191782,191833
2024-05-06 09:58:00.000000000,1714960680000000000,81220,81230,81160,81160,347,191833,191830
2024-05-06 09:59:00.000000000,1714960740000000000,81160,81230,81160,81190,291,191830,191763
2024-05-06 10:00:00.000000000,1714960800000000000,81190,81210,81110,81110,294,191763,191758
2024-05-06 10:01:00.000000000,1714960860000000000,81110,81170,81110,81160,184,191758,191759
2024-05-06 10:02:00.000000000,1714960920000000000,81160,81170,81150,81160,121,191759,191707
2024-05-06 10:03:00.000000000,1714960980000000000,81160,81230,81160,81220,226,191707,191751
2024-05-06 10:04:00.000000000,1714961040000000000,81220,81270,81210,81250,454,191751,191862
