datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2023-05-31 21:00:00.000000000,1685538000000000000,17995,18000,17960,17970,5861,248400,248021
2023-05-31 21:01:00.000000000,1685538060000000000,17970,17980,17960,17980,3124,248021,247897
2023-05-31 21:02:00.000000000,1685538120000000000,17980,17985,17955,17965,2329,247897,247873
2023-05-31 21:03:00.000000000,1685538180000000000,17965,17970,17945,17955,1565,247873,247757
2023-05-31 21:04:00.000000000,1685538240000000000,17955,17975,17950,17975,1763,247757,247771
2023-05-31 21:05:00.000000000,1685538300000000000,17975,18005,17970,18000,2085,247771,247529
2023-05-31 21:06:00.000000000,1685538360000000000,18000,18000,17985,17995,1112,247529,247608
2023-05-31 21:07:00.000000000,1685538420000000000,17995,18015,17995,18010,1531,247608,247855
2023-05-31 21:08:00.000000000,1685538480000000000,18010,18025,18005,18020,1276,247855,247867
2023-05-31 21:09:00.000000000,1685538540000000000,18020,18035,18010,18015,1116,247867,248020
2023-05-31 21:10:00.000000000,1685538600000000000,18015,18035,18010,18035,989,248020,247988
2023-05-31 21:11:00.000000000,1685538660000000000,18035,18050,18025,18045,888,247988,247988
2023-05-31 21:12:00.000000000,1685538720000000000,18045,18055,18040,18050,1603,247988,247873
2023-05-31 21:13:00.000000000,1685538780000000000,18050,18075,18050,18065,1784,247873,247734
2023-05-31 21:14:00.000000000,1685538840000000000,18065,18080,18065,18075,2050,247734,247899
2023-05-31 21:15:00.000000000,1685538900000000000,18075,18080,18070,18070,1104,247899,247980
2023-05-31 21:16:00.000000000,1685538960000000000,18070,18070,18045,18050,1666,247980,247860
2023-05-31 21:17:00.000000000,1685539020000000000,18050,18070,18050,18070,688,247860,247935
2023-05-31 21:18:00.000000000,1685539080000000000,18070,18080,18060,18065,850,247935,248185
2023-05-31 21:19:00.000000000,1685539140000000000,18065,18075,18055,18060,861,248185,248181
2023-05-31 21:20:00.000000000,1685539200000000000,18060,18075,18060,18070,522,248181,248146
2023-05-31 21:21:00.000000000,1685539260000000000,18070,18075,18055,18065,1173,248146,247996
2023-05-31 21:22:00.000000000,1685539320000000000,18065,18145,18065,18130,5280,247996,247977
2023-05-31 21:23:00.000000000,1685539380000000000,18130,18150,18125,18145,2266,247977,248277
2023-05-31 21:24:00.000000000,1685539440000000000,18145,18160,18130,18135,2552,248277,248436
2023-05-31 21:25:00.000000000,1685539500000000000,18135,18140,18120,18125,1312,248436,248516
2023-05-31 21:26:00.000000000,1685539560000000000,18125,18125,18105,18110,920,248516,248519
2023-05-31 21:27:00.000000000,1685539620000000000,18110,18120,18110,18120,968,248519,248652
2023-05-31 21:28:00.000000000,1685539680000000000,18120,18130,18120,18120,740,248652,248878
2023-05-31 21:29:00.000000000,1685539740000000000,18120,18140,18120,18135,1153,248878,248898
2023-05-31 21:30:00.000000000,1685539800000000000,18135,18135,18110,18120,1087,248898,248988
2023-05-31 21:31:00.000000000,1685539860000000000,18120,18130,18120,18125,708,248988,248822
2023-05-31 21:32:00.000000000,1685539920000000000,18125,18135,18120,18125,1050,248822,248712
2023-05-31 21:33:00.000000000,1685539980000000000,18125,18130,18115,18120,299,248712,248723
2023-05-31 21:34:00.000000000,1685540040000000000,18120,18125,18110,18120,665,248723,248748
2023-05-31 21:35:00.000000000,1685540100000000000,18120,18125,18110,18110,404,248748,248843
2023-05-31 21:36:00.000000000,1685540160000000000,18110,18120,18110,18115,543,248843,249004
2023-05-31 21:37:00.000000000,1685540220000000000,18115,18120,18110,18115,346,249004,248968
2023-05-31 21:38:00.000000000,1685540280000000000,18115,18115,18100,18105,934,248968,248896
2023-05-31 21:39:00.000000000,1685540340000000000,18105,18115,18105,18110,469,248896,248914
2023-05-31 21:40:00.000000000,1685540400000000000,18110,18115,18105,18105,337,248914,248937
2023-05-31 21:41:00.000000000,1685540460000000000,18105,18110,18100,18100,354,248937,248963
2023-05-31 21:42:00.000000000,1685540520000000000,18100,18120,18100,18105,753,248963,248907
2023-05-31 21:43:00.000000000,1685540580000000000,18105,18110,18100,18110,461,248907,248898
2023-05-31 21:44:00.000000000,1685540640000000000,18110,18115,18105,18110,319,248898,248807
2023-05-31 21:45:00.000000000,1685540700000000000,18110,18115,18110,18110,299,248807,248723
2023-05-31 21:46:00.000000000,1685540760000000000,18110,18120,18100,18100,613,248723,248708
2023-05-31 21:47:00.000000000,1685540820000000000,18100,18105,18090,18100,559,248708,248658
2023-05-31 21:48:00.000000000,1685540880000000000,18100,18105,18080,18080,849,248658,248611
2023-05-31 21:49:00.000000000,1685540940000000000,18080,18105,18080,18105,772,248611,248547
2023-05-31 21:50:00.000000000,1685541000000000000,18105,18110,18095,18095,333,248547,248558
2023-05-31 21:51:00.000000000,1685541060000000000,18095,18100,18090,18100,335,248558,248396
2023-05-31 21:52:00.000000000,1685541120000000000,18100,18105,18090,18095,179,248396,248411
2023-05-31 21:53:00.000000000,1685541180000000000,18095,18100,18090,18100,233,248411,248474
2023-05-31 21:54:00.000000000,1685541240000000000,18100,18105,18095,18105,160,248474,248443
2023-05-31 21:55:00.000000000,1685541300000000000,18105,18110,18100,18105,232,248443,248415
2023-05-31 21:56:00.000000000,1685541360000000000,18105,18110,18100,18100,320,248415,248393
2023-05-31 21:57:00.000000000,1685541420000000000,18100,18115,18100,18110,300,248393,248342
2023-05-31 21:58:00.000000000,1685541480000000000,18110,18115,18105,18115,294,248342,248375
