datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2024-03-29 21:00:00.000000000,1711717200000000000,19715,19750,19710,19740,3384,260121,259725
2024-03-29 21:01:00.000000000,1711717260000000000,19740,19740,19730,19735,1108,259725,259671
2024-03-29 21:02:00.000000000,1711717320000000000,19735,19755,19735,19755,1275,259671,259625
2024-03-29 21:03:00.000000000,1711717380000000000,19755,19760,19735,19740,1372,259625,259557
2024-03-29 21:04:00.000000000,1711717440000000000,19740,19755,19740,19755,876,259557,259698
2024-03-29 21:05:00.000000000,1711717500000000000,19755,19775,19750,19770,1499,259698,260067
2024-03-29 21:06:00.000000000,1711717560000000000,19770,19780,19765,19770,1362,260067,259957
2024-03-29 21:07:00.000000000,1711717620000000000,19770,19785,19770,19780,1636,259957,260062
2024-03-29 21:08:00.000000000,1711717680000000000,19780,19795,19780,19785,1363,260062,260267
2024-03-29 21:09:00.000000000,1711717740000000000,19785,19805,19785,19790,2085,260267,260536
2024-03-29 21:10:00.000000000,1711717800000000000,19790,19795,19780,19780,765,260536,260714
2024-03-29 21:11:00.000000000,1711717860000000000,19780,19780,19760,19780,1686,260714,260498
2024-03-29 21:12:00.000000000,1711717920000000000,19780,19790,19775,19780,1297,260498,260415
2024-03-29 21:13:00.000000000,1711717980000000000,19780,19795,19780,19790,659,260415,260622
2024-03-29 21:14:00.000000000,1711718040000000000,19790,19800,19785,19800,685,260622,260658
2024-03-29 21:15:00.000000000,1711718100000000000,19800,19800,19780,19780,1246,260658,260561
2024-03-29 21:16:00.000000000,1711718160000000000,19780,19785,19755,19760,2856,260561,260016
2024-03-29 21:17:00.000000000,1711718220000000000,19760,19790,19760,19780,1329,260016,259758
2024-03-29 21:18:00.000000000,1711718280000000000,19780,19790,19780,19785,559,259758,259762
2024-03-29 21:19:00.000000000,1711718340000000000,19785,19800,19785,19790,981,259762,259993
2024-03-29 21:20:00.000000000,1711718400000000000,19790,19805,19790,19805,615,259993,260163
2024-03-29 21:21:00.000000000,1711718460000000000,19805,19815,19800,19810,1373,260163,260199
2024-03-29 21:22:00.000000000,1711718520000000000,19810,19820,19810,19815,961,260199,260330
2024-03-29 21:23:00.000000000,1711718580000000000,19815,19815,19800,19810,773,260330,260398
