datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2025-05-06 09:00:00.000000000,1746493200000000000,1348,1359,1346,1358,22388,933764,936896
2025-05-06 09:01:00.000000000,1746493260000000000,1358,1364,1357,1363,13424,936896,938063
2025-05-06 09:02:00.000000000,1746493320000000000,1363,1363,1356,1356,11612,938063,939800
2025-05-06 09:03:00.000000000,1746493380000000000,1356,1358,1353,1354,10125,939800,940536
2025-05-06 09:04:00.000000000,1746493440000000000,1354,1356,1352,1353,7778,940536,941523
2025-05-06 09:05:00.000000000,1746493500000000000,1353,1357,1352,1356,8540,941523,943310
2025-05-06 09:06:00.000000000,1746493560000000000,1356,1356,1354,1355,4012,943310,944408
2025-05-06 09:07:00.000000000,1746493620000000000,1355,1355,1353,1354,4025,944408,945565
2025-05-06 09:08:00.000000000,1746493680000000000,1354,1355,1353,1354,3171,945565,946184
2025-05-06 09:09:00.000000000,1746493740000000000,1354,1354,1350,1350,7738,946184,946719
2025-05-06 09:10:00.000000000,1746493800000000000,1350,1350,1348,1349,7793,946719,948523
2025-05-06 09:11:00.000000000,1746493860000000000,1349,1351,1349,1350,5211,948523,949524
2025-05-06 09:12:00.000000000,1746493920000000000,1350,1350,1348,1348,4002,949524,950863
2025-05-06 09:13:00.000000000,1746493980000000000,1348,1350,1348,1350,4076,950863,952363
2025-05-06 09:14:00.000000000,1746494040000000000,1350,1350,1347,1349,4418,952363,954036
2025-05-06 09:15:00.000000000,1746494100000000000,1349,1353,1349,1352,7031,954036,956123
2025-05-06 09:16:00.000000000,1746494160000000000,1352,1354,1351,1353,3808,956123,956615
2025-05-06 09:17:00.000000000,1746494220000000000,1353,1353,1350,1350,2722,956615,956854
2025-05-06 09:18:00.000000000,1746494280000000000,1350,1351,1350,1350,813,956854,957173
2025-05-06 09:19:00.000000000,1746494340000000000,1350,1352,1350,1351,1916,957173,957553
2025-05-06 09:20:00.000000000,1746494400000000000,1351,1351,1346,1346,6066,957553,958628
2025-05-06 09:21:00.000000000,1746494460000000000,1346,1347,1344,1346,12414,958628,959856
2025-05-06 09:22:00.000000000,1746494520000000000,1346,1347,1344,1344,4746,959856,961691
2025-05-06 09:23:00.000000000,1746494580000000000,1344,1344,1341,1343,10761,961691,963017
2025-05-06 09:24:00.000000000,1746494640000000000,1343,1344,1342,1344,3624,963017,963645
2025-05-06 09:25:00.000000000,1746494700000000000,1344,1345,1342,1345,4470,963645,964345
2025-05-06 09:26:00.000000000,1746494760000000000,1345,1345,1344,1345,1403,964345,964583
2025-05-06 09:27:00.000000000,1746494820000000000,1345,1345,1343,1344,2829,964583,965813
2025-05-06 09:28:00.000000000,1746494880000000000,1344,1345,1343,1344,2118,965813,966311
2025-05-06 09:29:00.000000000,1746494940000000000,1344,1344,1343,1343,716,966311,966618
2025-05-06 09:30:00.000000000,1746495000000000000,1343,1344,1341,1343,5058,966618,968688
2025-05-06 09:31:00.000000000,1746495060000000000,1343,1345,1342,1343,3622,968688,969425
2025-05-06 09:32:00.000000000,1746495120000000000,1343,1344,1341,1342,3281,969425,971009
2025-05-06 09:33:00.000000000,1746495180000000000,1342,1343,1340,1342,5302,971009,972498
2025-05-06 09:34:00.000000000,1746495240000000000,1342,1343,1339,1340,5580,972498,973026
2025-05-06 09:35:00.000000000,1746495300000000000,1340,1341,1337,1338,13257,973026,974858
2025-05-06 09:36:00.000000000,1746495360000000000,1338,1339,1337,1339,5451,974858,976196
2025-05-06 09:37:00.000000000,1746495420000000000,1339,1339,1336,1336,4961,976196,977980
2025-05-06 09:38:00.000000000,1746495480000000000,1336,1339,1336,1338,3730,977980,978713
2025-05-06 09:39:00.000000000,1746495540000000000,1338,1340,1338,1339,4425,978713,979933
2025-05-06 09:40:00.000000000,1746495600000000000,1339,1339,1337,1338,3265,979933,981499
2025-05-06 09:41:00.000000000,1746495660000000000,1338,1338,1333,1333,14317,981499,985116
2025-05-06 09:42:00.000000000,1746495720000000000,1333,1336,1331,1335,7075,985116,986302
2025-05-06 09:43:00.000000000,1746495780000000000,1335,1336,1333,1334,2596,986302,987364
2025-05-06 09:44:00.000000000,1746495840000000000,1334,1334,1332,1332,4280,987364,988935
2025-05-06 09:45:00.000000000,1746495900000000000,1332,1333,1330,1332,10386,988935,991375
2025-05-06 09:46:00.000000000,1746495960000000000,1332,1332,1327,1328,8373,991375,992714
2025-05-06 09:47:00.000000000,1746496020000000000,1328,1329,1324,1325,11692,992714,995011
2025-05-06 09:48:00.000000000,1746496080000000000,1325,1326,1323,1325,11190,995011,998978
2025-05-06 09:49:00.000000000,1746496140000000000,1325,1328,1325,1327,6395,998978,1000592
2025-05-06 09:50:00.000000000,1746496200000000000,1327,1328,1326,1328,5436,1000592,1000766
2025-05-06 09:51:00.000000000,1746496260000000000,1328,1329,1327,1329,4013,1000766,1000969
2025-05-06 09:52:00.000000000,1746496320000000000,1329,1330,1327,1327,4420,1000969,1001513
2025-05-06 09:53:00.000000000,1746496380000000000,1327,1329,1327,1328,4402,1001513,1002242
2025-05-06 09:54:00.000000000,1746496440000000000,1328,1330,1328,1330,3071,1002242,1003295
2025-05-06 09:55:00.000000000,1746496500000000000,1330,1330,1328,1329,5550,1003295,1003497
2025-05-06 09:56:00.000000000,1746496560000000000,1329,1331,1329,1331,3544,1003497,1003093
2025-05-06 09:57:00.000000000,1746496620000000000,1331,1335,1331,1334,7344,1003093,1002172
2025-05-06 09:58:00.000000000,1746496680000000000,1334,1334,1332,1334,5034,1002172,1001204
