datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2025-03-31 21:00:00.000000000,1743426000000000000,1375,1381,1371,1379,18315,1154525,1152288
2025-03-31 21:01:00.000000000,1743426060000000000,1379,1381,1378,1379,7400,1152288,1153038
2025-03-31 21:02:00.000000000,1743426120000000000,1379,1379,1374,1374,7251,1153038,1155165
2025-03-31 21:03:00.000000000,1743426180000000000,1374,1376,1373,1376,5972,1155165,1155375
2025-03-31 21:04:00.000000000,1743426240000000000,1376,1378,1375,1375,5332,1155375,1155386
2025-03-31 21:05:00.000000000,1743426300000000000,1375,1376,1374,1375,4865,1155386,1156068
2025-03-31 21:06:00.000000000,1743426360000000000,1375,1380,1374,1379,8553,1156068,1155578
2025-03-31 21:07:00.000000000,1743426420000000000,1379,1380,1378,1379,5472,1155578,1155707
2025-03-31 21:08:00.000000000,1743426480000000000,1379,1381,1379,1380,6711,1155707,1155317
2025-03-31 21:09:00.000000000,1743426540000000000,1380,1381,1379,1381,3207,1155317,1155323
2025-03-31 21:10:00.000000000,1743426600000000000,1381,1383,1380,1382,5953,1155323,1155079
2025-03-31 21:11:00.000000000,1743426660000000000,1382,1382,1380,1381,5403,1155079,1155952
2025-03-31 21:12:00.000000000,1743426720000000000,1381,1382,1379,1380,3335,1155952,1155936
2025-03-31 21:13:00.000000000,1743426780000000000,1380,1380,1378,1378,3890,1155936,1157071
2025-03-31 21:14:00.000000000,1743426840000000000,1378,1383,1378,1382,6400,1157071,1157454
2025-03-31 21:15:00.000000000,1743426900000000000,1382,1382,1379,1380,3185,1157454,1156958
2025-03-31 21:16:00.000000000,1743426960000000000,1380,1381,1379,1379,3132,1156958,1156276
2025-03-31 21:17:00.000000000,1743427020000000000,1379,1380,1378,1379,3519,1156276,1156610
2025-03-31 21:18:00.000000000,1743427080000000000,1379,1380,1378,1380,1987,1156610,1157400
