datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2024-08-30 21:00:00.000000000,1725022800000000000,752.5,754.0,751.0,751.5,9122,526384,525252
2024-08-30 21:01:00.000000000,1725022860000000000,751.5,753.0,750.5,752.5,3714,525252,525437
2024-08-30 21:02:00.000000000,1725022920000000000,752.5,753.5,752.0,753.0,2021,525437,525833
2024-08-30 21:03:00.000000000,1725022980000000000,753.0,754.0,752.5,754.0,1893,525833,526152
2024-08-30 21:04:00.000000000,1725023040000000000,754.0,754.5,753.5,754.0,2001,526152,525930
2024-08-30 21:05:00.000000000,1725023100000000000,754.0,754.0,752.0,752.5,1831,525930,526222
2024-08-30 21:06:00.000000000,1725023160000000000,752.5,754.0,752.5,753.0,1109,526222,526221
2024-08-30 21:07:00.000000000,1725023220000000000,753.0,753.5,752.0,753.0,1345,526221,526274
2024-08-30 21:08:00.000000000,1725023280000000000,753.0,755.0,753.0,755.0,2231,526274,526701
2024-08-30 21:09:00.000000000,1725023340000000000,755.0,755.0,754.0,754.0,1177,526701,526871
2024-08-30 21:10:00.000000000,1725023400000000000,754.0,754.5,753.0,753.5,935,526871,526924
2024-08-30 21:11:00.000000000,1725023460000000000,753.5,753.5,752.0,752.0,1414,526924,527118
2024-08-30 21:12:00.000000000,1725023520000000000,752.0,752.5,751.5,751.5,1007,527118,527263
2024-08-30 21:13:00.000000000,1725023580000000000,751.5,754.0,751.5,754.0,2528,527263,528001
2024-08-30 21:14:00.000000000,1725023640000000000,754.0,754.0,752.0,752.5,1088,528001,528092
2024-08-30 21:15:00.000000000,1725023700000000000,752.5,753.5,752.0,753.5,1482,528092,528353
2024-08-30 21:16:00.000000000,1725023760000000000,753.5,754.0,753.0,754.0,891,528353,528290
2024-08-30 21:17:00.000000000,1725023820000000000,754.0,754.0,752.5,752.5,697,528290,528308
2024-08-30 21:18:00.000000000,1725023880000000000,752.5,753.0,752.0,752.5,845,528308,528364
2024-08-30 21:19:00.000000000,1725023940000000000,752.5,753.0,752.0,753.0,894,528364,528529
2024-08-30 21:20:00.000000000,1725024000000000000,753.0,753.0,752.0,752.0,785,528529,528643
2024-08-30 21:21:00.000000000,1725024060000000000,752.0,753.5,751.5,753.5,663,528643,528673
2024-08-30 21:22:00.000000000,1725024120000000000,753.5,753.5,752.5,752.5,789,528673,528783
2024-08-30 21:23:00.000000000,1725024180000000000,752.5,753.5,752.5,753.5,425,528783,528868
2024-08-30 21:24:00.000000000,1725024240000000000,753.5,754.0,752.0,753.0,906,528868,528773
2024-08-30 21:25:00.000000000,1725024300000000000,753.0,753.0,752.0,752.5,728,528773,528660
2024-08-30 21:26:00.000000000,1725024360000000000,752.5,753.0,752.0,752.0,308,528660,528663
2024-08-30 21:27:00.000000000,1725024420000000000,752.0,753.0,752.0,752.5,938,528663,528460
2024-08-30 21:28:00.000000000,1725024480000000000,752.5,753.5,752.5,753.0,446,528460,528384
2024-08-30 21:29:00.000000000,1725024540000000000,753.0,753.5,752.0,753.5,949,528384,528530
2024-08-30 21:30:00.000000000,1725024600000000000,753.5,753.5,752.0,752.5,691,528530,528406
2024-08-30 21:31:00.000000000,1725024660000000000,752.5,753.5,752.5,753.0,626,528406,528399
2024-08-30 21:32:00.000000000,1725024720000000000,753.0,754.0,752.5,753.5,700,528399,528579
2024-08-30 21:33:00.000000000,1725024780000000000,753.5,754.0,753.5,754.0,397,528579,528606
2024-08-30 21:34:00.000000000,1725024840000000000,754.0,754.5,753.5,754.0,1642,528606,528812
2024-08-30 21:35:00.000000000,1725024900000000000,754.0,754.0,753.0,754.0,836,528812,528911
2024-08-30 21:36:00.000000000,1725024960000000000,754.0,754.0,753.0,753.5,709,528911,529083
2024-08-30 21:37:00.000000000,1725025020000000000,753.5,754.5,753.5,754.5,648,529083,529164
2024-08-30 21:38:00.000000000,1725025080000000000,754.5,754.5,754.0,754.5,933,529164,529037
2024-08-30 21:39:00.000000000,1725025140000000000,754.5,754.5,753.0,753.5,509,529037,529096
2024-08-30 21:40:00.000000000,1725025200000000000,753.5,754.0,753.5,754.0,319,529096,529124
2024-08-30 21:41:00.000000000,1725025260000000000,754.0,755.0,753.5,754.5,981,529124,529139
2024-08-30 21:42:00.000000000,1725025320000000000,754.5,754.5,754.0,754.0,500,529139,529215
2024-08-30 21:43:00.000000000,1725025380000000000,754.0,755.0,753.5,754.0,604,529215,529425
2024-08-30 21:44:00.000000000,1725025440000000000,754.0,755.0,754.0,754.5,434,529425,529532
2024-08-30 21:45:00.000000000,1725025500000000000,754.5,755.0,754.5,755.0,449,529532,529569
2024-08-30 21:46:00.000000000,1725025560000000000,755.0,755.5,754.0,754.0,1831,529569,529647
2024-08-30 21:47:00.000000000,1725025620000000000,754.0,754.0,753.0,753.0,1352,529647,529886
2024-08-30 21:48:00.000000000,1725025680000000000,753.0,753.5,752.5,753.0,1101,529886,530033
2024-08-30 21:49:00.000000000,1725025740000000000,753.0,753.5,753.0,753.0,494,530033,529982
2024-08-30 21:50:00.000000000,1725025800000000000,753.0,754.0,753.0,753.5,588,529982,529924
2024-08-30 21:51:00.000000000,1725025860000000000,753.5,754.0,753.0,753.5,287,529924,529938
2024-08-30 21:52:00.000000000,1725025920000000000,753.5,754.0,753.0,753.5,158,529938,529903
2024-08-30 21:53:00.000000000,1725025980000000000,753.5,754.0,753.0,753.5,565,529903,529954
2024-08-30 21:54:00.000000000,1725026040000000000,753.5,754.0,753.0,753.5,442,529954,529863
2024-08-30 21:55:00.000000000,1725026100000000000,753.5,753.5,753.0,753.0,116,529863,529862
2024-08-30 21:56:00.000000000,1725026160000000000,753.0,753.5,752.5,752.5,439,529862,529799
2024-08-30 21:57:00.000000000,1725026220000000000,752.5,753.0,752.5,752.5,204,529799,529769
2024-08-30 21:58:00.000000000,1725026280000000000,752.5,753.0,752.0,752.5,591,529769,529943
2024-08-30 21:59:00.000000000,1725026340000000000,752.5,753.5,752.5,753.5,760,529943,529866
2024-08-30 22:00:00.000000000,1725026400000000000,753.5,754.0,753.0,753.0,799,529866,529950
2024-08-30 22:01:00.000000000,1725026460000000000,753.0,753.5,753.0,753.5,222,529950,530025
2024-08-30 22:02:00.000000000,1725026520000000000,753.5,754.0,753.0,753.5,475,530025,529995
2024-08-30 22:03:00.000000000,1725026580000000000,753.5,754.0,753.0,753.0,293,529995,530036
2024-08-30 22:04:00.000000000,1725026640000000000,753.0,753.5,752.5,753.5,1211,530036,530235
2024-08-30 22:05:00.000000000,1725026700000000000,753.5,753.5,753.0,753.5,155,530235,530250
2024-08-30 22:06:00.000000000,1725026760000000000,753.5,754.0,753.5,754.0,195,530250,530296
2024-08-30 22:07:00.000000000,1725026820000000000,754.0,754.0,753.0,753.0,246,530296,530287
2024-08-30 22:08:00.000000000,1725026880000000000,753.0,753.5,752.5,753.0,241,530287,530220
2024-08-30 22:09:00.000000000,1725026940000000000,753.0,753.5,752.5,753.0,369,530220,530346
2024-08-30 22:10:00.000000000,1725027000000000000,753.0,753.0,752.5,752.5,404,530346,530406
2024-08-30 22:11:00.000000000,1725027060000000000,752.5,753.0,752.0,752.5,790,530406,530300
2024-08-30 22:12:00.000000000,1725027120000000000,752.5,752.5,751.5,751.5,1010,530300,530383
2024-08-30 22:13:00.000000000,1725027180000000000,751.5,752.0,750.5,750.5,2122,530383,530291
2024-08-30 22:14:00.000000000,1725027240000000000,750.5,751.0,748.5,749.0,6079,530291,530316
2024-08-30 22:15:00.000000000,1725027300000000000,749.0,750.0,748.5,750.0,1764,530316,530652
2024-08-30 22:16:00.000000000,1725027360000000000,750.0,750.5,749.5,750.5,1512,530652,531148
2024-08-30 22:17:00.000000000,1725027420000000000,750.5,752.5,750.5,752.5,2360,531148,531481
2024-08-30 22:18:00.000000000,1725027480000000000,752.5,754.0,752.5,753.5,2182,531481,531163
2024-08-30 22:19:00.000000000,1725027540000000000,753.5,754.5,753.0,753.0,2830,531163,531228
2024-08-30 22:20:00.000000000,1725027600000000000,753.0,754.0,752.5,753.5,2228,531228,531532
2024-08-30 22:21:00.000000000,1725027660000000000,753.5,753.5,751.5,751.5,1318,531532,531664
2024-08-30 22:22:00.000000000,1725027720000000000,751.5,753.5,751.5,753.0,1491,531664,531611
2024-08-30 22:23:00.000000000,1725027780000000000,753.0,753.5,752.5,753.5,829,531611,531551
2024-08-30 22:24:00.000000000,1725027840000000000,753.5,753.5,753.0,753.0,327,531551,531485
2024-08-30 22:25:00.000000000,1725027900000000000,753.0,753.0,752.5,752.5,262,531485,531491
2024-08-30 22:26:00.000000000,1725027960000000000,752.5,753.0,752.5,753.0,212,531491,531569
2024-08-30 22:27:00.000000000,1725028020000000000,753.0,753.5,752.0,753.0,970,531569,531456
2024-08-30 22:28:00.000000000,1725028080000000000,753.0,753.0,752.0,752.0,647,531456,531420
2024-08-30 22:29:00.000000000,1725028140000000000,752.0,752.5,751.5,751.5,1063,531420,531460
2024-08-30 22:30:00.000000000,1725028200000000000,751.5,752.5,751.5,752.5,1188,531460,531370
2024-08-30 22:31:00.000000000,1725028260000000000,752.5,753.0,751.0,751.0,702,531370,531214
