datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2025-07-31 21:00:00.000000000,1753966800000000000,78130,78220,78030,78180,1963,176193,175998
2025-07-31 21:01:00.000000000,1753966860000000000,78180,78270,78180,78260,1089,175998,175774
2025-07-31 21:02:00.000000000,1753966920000000000,78260,78270,78210,78240,482,175774,175656
2025-07-31 21:03:00.000000000,1753966980000000000,78240,78250,78200,78220,274,175656,175600
2025-07-31 21:04:00.000000000,1753967040000000000,78220,78220,78200,78210,261,175600,175565
2025-07-31 21:05:00.000000000,1753967100000000000,78210,78220,78180,78200,432,175565,175498
2025-07-31 21:06:00.000000000,1753967160000000000,78200,78200,78160,78160,202,175498,175484
2025-07-31 21:07:00.000000000,1753967220000000000,78160,78170,78150,78160,309,175484,175418
2025-07-31 21:08:00.000000000,1753967280000000000,78160,78170,78100,78110,646,175418,175304
2025-07-31 21:09:00.000000000,1753967340000000000,78110,78120,78050,78090,748,175304,175218
2025-07-31 21:10:00.000000000,1753967400000000000,78090,78110,78050,78100,437,175218,175083
2025-07-31 21:11:00.000000000,1753967460000000000,78100,78120,78090,78100,284,175083,175042
2025-07-31 21:12:00.000000000,1753967520000000000,78100,78120,78080,78110,129,175042,174999
2025-07-31 21:13:00.000000000,1753967580000000000,78110,78110,78060,78070,158,174999,174981
2025-07-31 21:14:00.000000000,1753967640000000000,78070,78080,78040,78050,174,174981,174990
2025-07-31 21:15:00.000000000,1753967700000000000,78050,78080,78040,78070,168,174990,175048
2025-07-31 21:16:00.000000000,1753967760000000000,78070,78080,78060,78080,140,175048,175014
2025-07-31 21:17:00.000000000,1753967820000000000,78080,78080,78030,78060,251,175014,174967
2025-07-31 21:18:00.000000000,1753967880000000000,78060,78060,78000,78040,485,174967,174996
2025-07-31 21:19:00.000000000,1753967940000000000,78040,78050,78030,78040,110,174996,175011
2025-07-31 21:20:00.000000000,1753968000000000000,78040,78100,78040,78080,235,175011,175075
2025-07-31 21:21:00.000000000,1753968060000000000,78080,78110,78080,78100,270,175075,175016
2025-07-31 21:22:00.000000000,1753968120000000000,78100,78120,78090,78100,207,175016,174951
2025-07-31 21:23:00.000000000,1753968180000000000,78100,78100,78080,78080,108,174951,174985
2025-07-31 21:24:00.000000000,1753968240000000000,78080,78100,78070,78070,147,174985,174958
2025-07-31 21:25:00.000000000,1753968300000000000,78070,78100,78070,78100,50,174958,174974
2025-07-31 21:26:00.000000000,1753968360000000000,78100,78120,78100,78100,168,174974,174969
2025-07-31 21:27:00.000000000,1753968420000000000,78100,78110,78050,78050,300,174969,174942
2025-07-31 21:28:00.000000000,1753968480000000000,78050,78070,78040,78060,108,174942,174905
2025-07-31 21:29:00.000000000,1753968540000000000,78060,78060,78030,78030,244,174905,174790
2025-07-31 21:30:00.000000000,1753968600000000000,78030,78040,78020,78030,158,174790,174785
2025-07-31 21:31:00.000000000,1753968660000000000,78030,78070,78030,78050,238,174785,174722
2025-07-31 21:32:00.000000000,1753968720000000000,78050,78080,78050,78060,55,174722,174714
2025-07-31 21:33:00.000000000,1753968780000000000,78060,78070,78040,78050,95,174714,174683
2025-07-31 21:34:00.000000000,1753968840000000000,78050,78050,78040,78050,102,174683,174683
2025-07-31 21:35:00.000000000,1753968900000000000,78050,78070,78040,78070,163,174683,174612
2025-07-31 21:36:00.000000000,1753968960000000000,78070,78090,78060,78090,40,174612,174595
2025-07-31 21:37:00.000000000,1753969020000000000,78090,78100,78070,78090,189,174595,174603
2025-07-31 21:38:00.000000000,1753969080000000000,78090,78120,78080,78110,173,174603,174596
2025-07-31 21:39:00.000000000,1753969140000000000,78110,78120,78090,78090,286,174596,174447
2025-07-31 21:40:00.000000000,1753969200000000000,78090,78100,78060,78070,120,174447,174446
