datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2024-10-08 09:00:00.000000000,1728349200000000000,20605,20750,20600,20685,6262,163427,162634
2024-10-08 09:01:00.000000000,1728349260000000000,20685,20695,20620,20655,3264,162634,162796
2024-10-08 09:02:00.000000000,1728349320000000000,20655,20665,20610,20620,3167,162796,162561
2024-10-08 09:03:00.000000000,1728349380000000000,20620,20620,20560,20585,4046,162561,163146
2024-10-08 09:04:00.000000000,1728349440000000000,20585,20620,20570,20610,2838,163146,163199
2024-10-08 09:05:00.000000000,1728349500000000000,20610,20615,20575,20585,2420,163199,163279
2024-10-08 09:06:00.000000000,1728349560000000000,20585,20590,20550,20570,1842,163279,163280
2024-10-08 09:07:00.000000000,1728349620000000000,20570,20580,20540,20570,2340,163280,163230
2024-10-08 09:08:00.000000000,1728349680000000000,20570,20585,20565,20575,1284,163230,163138
2024-10-08 09:09:00.000000000,1728349740000000000,20575,20610,20565,20610,1921,163138,162968
2024-10-08 09:10:00.000000000,1728349800000000000,20610,20635,20590,20620,1904,162968,163174
2024-10-08 09:11:00.000000000,1728349860000000000,20620,20675,20620,20675,1345,163174,163092
2024-10-08 09:12:00.000000000,1728349920000000000,20675,20680,20645,20665,2177,163092,163250
2024-10-08 09:13:00.000000000,1728349980000000000,20665,20685,20650,20675,1548,163250,163472
2024-10-08 09:14:00.000000000,1728350040000000000,20675,20680,20640,20640,821,163472,163435
2024-10-08 09:15:00.000000000,1728350100000000000,20640,20675,20640,20665,1233,163435,163543
2024-10-08 09:16:00.000000000,1728350160000000000,20665,20680,20655,20675,865,163543,163530
2024-10-08 09:17:00.000000000,1728350220000000000,20675,20700,20670,20700,1482,163530,163536
2024-10-08 09:18:00.000000000,1728350280000000000,20700,20740,20695,20740,1550,163536,163691
2024-10-08 09:19:00.000000000,1728350340000000000,20740,20740,20720,20730,1113,163691,163816
2024-10-08 09:20:00.000000000,1728350400000000000,20730,20770,20725,20755,1927,163816,164057
2024-10-08 09:21:00.000000000,1728350460000000000,20755,20780,20750,20755,1441,164057,164169
2024-10-08 09:22:00.000000000,1728350520000000000,20755,20785,20755,20780,1276,164169,164085
2024-10-08 09:23:00.000000000,1728350580000000000,20780,20805,20770,20800,1457,164085,164152
2024-10-08 09:24:00.000000000,1728350640000000000,20800,20825,20795,20825,1547,164152,164116
2024-10-08 09:25:00.000000000,1728350700000000000,20825,20860,20820,20850,2202,164116,164254
2024-10-08 09:26:00.000000000,1728350760000000000,20850,20895,20845,20895,2341,164254,164049
2024-10-08 09:27:00.000000000,1728350820000000000,20895,20935,20885,20920,1944,164049,164022
2024-10-08 09:28:00.000000000,1728350880000000000,20920,20920,20835,20845,2150,164022,163868
2024-10-08 09:29:00.000000000,1728350940000000000,20845,20885,20825,20850,1330,163868,163686
2024-10-08 09:30:00.000000000,1728351000000000000,20850,20875,20805,20805,1599,163686,163680
2024-10-08 09:31:00.000000000,1728351060000000000,20805,20840,20790,20835,1536,163680,163470
2024-10-08 09:32:00.000000000,1728351120000000000,20835,20835,20800,20830,1099,163470,163553
2024-10-08 09:33:00.000000000,1728351180000000000,20830,20830,20795,20795,1069,163553,163456
2024-10-08 09:34:00.000000000,1728351240000000000,20795,20805,20775,20795,1259,163456,163342
2024-10-08 09:35:00.000000000,1728351300000000000,20795,20805,20760,20765,1332,163342,163196
2024-10-08 09:36:00.000000000,1728351360000000000,20765,20800,20765,20785,1168,163196,163254
2024-10-08 09:37:00.000000000,1728351420000000000,20785,20800,20765,20775,777,163254,163263
2024-10-08 09:38:00.000000000,1728351480000000000,20775,20795,20775,20790,742,163263,163187
2024-10-08 09:39:00.000000000,1728351540000000000,20790,20805,20770,20785,632,163187,163014
2024-10-08 09:40:00.000000000,1728351600000000000,20785,20790,20770,20775,605,163014,163012
2024-10-08 09:41:00.000000000,1728351660000000000,20775,20790,20775,20785,288,163012,162996
2024-10-08 09:42:00.000000000,1728351720000000000,20785,20785,20755,20765,915,162996,163021
2024-10-08 09:43:00.000000000,1728351780000000000,20765,20765,20745,20745,715,163021,162928
2024-10-08 09:44:00.000000000,1728351840000000000,20745,20750,20740,20750,716,162928,162882
2024-10-08 09:45:00.000000000,1728351900000000000,20750,20765,20740,20765,724,162882,162806
2024-10-08 09:46:00.000000000,1728351960000000000,20765,20770,20740,20765,638,162806,162821
2024-10-08 09:47:00.000000000,1728352020000000000,20765,20795,20765,20790,527,162821,162733
2024-10-08 09:48:00.000000000,1728352080000000000,20790,20810,20790,20800,707,162733,162761
2024-10-08 09:49:00.000000000,1728352140000000000,20800,20845,20800,20845,520,162761,162726
2024-10-08 09:50:00.000000000,1728352200000000000,20845,20885,20845,20855,636,162726,162798
2024-10-08 09:51:00.000000000,1728352260000000000,20855,20880,20850,20880,824,162798,162604
2024-10-08 09:52:00.000000000,1728352320000000000,20880,20895,20875,20895,621,162604,162545
2024-10-08 09:53:00.000000000,1728352380000000000,20895,20910,20885,20905,1393,162545,162711
2024-10-08 09:54:00.000000000,1728352440000000000,20905,20910,20890,20895,1012,162711,162824
2024-10-08 09:55:00.000000000,1728352500000000000,20895,20915,20895,20895,784,162824,162911
2024-10-08 09:56:00.000000000,1728352560000000000,20895,20910,20895,20900,534,162911,162959
2024-10-08 09:57:00.000000000,1728352620000000000,20900,20915,20885,20890,848,162959,163078
2024-10-08 09:58:00.000000000,1728352680000000000,20890,20900,20855,20860,585,163078,163209
2024-10-08 09:59:00.000000000,1728352740000000000,20860,20885,20855,20870,669,163209,163283
2024-10-08 10:00:00.000000000,1728352800000000000,20870,20895,20870,20870,549,163283,163355
2024-10-08 10:01:00.000000000,1728352860000000000,20870,20880,20850,20870,541,163355,163321
2024-10-08 10:02:00.000000000,1728352920000000000,20870,20875,20860,20865,660,163321,163436
2024-10-08 10:03:00.000000000,1728352980000000000,20865,20870,20830,20835,707,163436,163466
2024-10-08 10:04:00.000000000,1728353040000000000,20835,20835,20795,20805,880,163466,163328
2024-10-08 10:05:00.000000000,1728353100000000000,20805,20805,20780,20795,808,163328,163277
2024-10-08 10:06:00.000000000,1728353160000000000,20795,20795,20780,20780,673,163277,163442
2024-10-08 10:07:00.000000000,1728353220000000000,20780,20785,20775,20780,659,163442,163553
2024-10-08 10:08:00.000000000,1728353280000000000,20780,20785,20770,20770,613,163553,163603
2024-10-08 10:09:00.000000000,1728353340000000000,20770,20780,20755,20760,897,163603,163846
2024-10-08 10:10:00.000000000,1728353400000000000,20760,20760,20745,20750,780,163846,164039
2024-10-08 10:11:00.000000000,1728353460000000000,20750,20750,20730,20740,934,164039,163977
2024-10-08 10:12:00.000000000,1728353520000000000,20740,20740,20725,20735,1114,163977,163945
2024-10-08 10:13:00.000000000,1728353580000000000,20735,20735,20705,20715,2029,163945,163960
2024-10-08 10:14:00.000000000,1728353640000000000,20715,20725,20710,20710,2957,163960,164227
2024-10-08 10:30:00.000000000,1728354600000000000,20690,20700,20665,20690,4242,164227,163946
2024-10-08 10:31:00.000000000,1728354660000000000,20690,20695,20670,20680,1259,163946,163712
2024-10-08 10:32:00.000000000,1728354720000000000,20680,20685,20665,20665,820,163712,163691
2024-10-08 10:33:00.000000000,1728354780000000000,20665,20680,20665,20670,1360,163691,163601
2024-10-08 10:34:00.000000000,1728354840000000000,20670,20680,20650,20650,1076,163601,163658
2024-10-08 10:35:00.000000000,1728354900000000000,20650,20655,20645,20645,1325,163658,163509
2024-10-08 10:36:00.000000000,1728354960000000000,20645,20650,20635,20640,877,163509,163573
2024-10-08 10:37:00.000000000,1728355020000000000,20640,20655,20630,20640,1242,163573,163741
2024-10-08 10:38:00.000000000,1728355080000000000,20640,20660,20640,20660,816,163741,163712
2024-10-08 10:39:00.000000000,1728355140000000000,20660,20660,20625,20635,1448,163712,163138
2024-10-08 10:40:00.000000000,1728355200000000000,20635,20650,20635,20650,1038,163138,162808
2024-10-08 10:41:00.000000000,1728355260000000000,20650,20680,20650,20680,939,162808,162773
2024-10-08 10:42:00.000000000,1728355320000000000,20680,20690,20670,20685,434,162773,162796
2024-10-08 10:43:00.000000000,1728355380000000000,20685,20695,20675,20695,320,162796,162786
2024-10-08 10:44:00.000000000,1728355440000000000,20695,20700,20690,20690,455,162786,162760
2024-10-08 10:45:00.000000000,1728355500000000000,20690,20705,20675,20675,1287,162760,162436
2024-10-08 10:46:00.000000000,1728355560000000000,20675,20690,20665,20675,537,162436,162347
2024-10-08 10:47:00.000000000,1728355620000000000,20675,20675,20650,20660,377,162347,162425
2024-10-08 10:48:00.000000000,1728355680000000000,20660,20660,20640,20645,531,162425,162288
2024-10-08 10:49:00.000000000,1728355740000000000,20645,20655,20640,20655,343,162288,162376
2024-10-08 10:50:00.000000000,1728355800000000000,20655,20660,20640,20645,385,162376,162342
2024-10-08 10:51:00.000000000,1728355860000000000,20645,20660,20645,20660,333,162342,162334
2024-10-08 10:52:00.000000000,1728355920000000000,20660,20675,20660,20675,187,162334,162314
2024-10-08 10:53:00.000000000,1728355980000000000,20675,20685,20670,20670,228,162314,162319
2024-10-08 10:54:00.000000000,1728356040000000000,20670,20680,20665,20670,291,162319,162304
2024-10-08 10:55:00.000000000,1728356100000000000,20670,20700,20670,20690,398,162304,162125
2024-10-08 10:56:00.000000000,1728356160000000000,20690,20700,20685,20685,455,162125,162044
2024-10-08 10:57:00.000000000,1728356220000000000,20685,20685,20670,20680,218,162044,162122
2024-10-08 10:58:00.000000000,1728356280000000000,20680,20690,20660,20670,272,162122,162083
2024-10-08 10:59:00.000000000,1728356340000000000,20670,20670,20660,20665,239,162083,162107
2024-10-08 11:00:00.000000000,1728356400000000000,20665,20670,20645,20650,563,162107,162326
2024-10-08 11:01:00.000000000,1728356460000000000,20650,20670,20650,20670,314,162326,162290
2024-10-08 11:02:00.000000000,1728356520000000000,20670,20675,20660,20675,214,162290,162298
2024-10-08 11:03:00.000000000,1728356580000000000,20675,20690,20670,20680,219,162298,162272
2024-10-08 11:04:00.000000000,1728356640000000000,20680,20685,20675,20680,305,162272,162324
2024-10-08 11:05:00.000000000,1728356700000000000,20680,20695,20680,20690,214,162324,162304
2024-10-08 11:06:00.000000000,1728356760000000000,20690,20695,20685,20690,433,162304,162337
2024-10-08 11:07:00.000000000,1728356820000000000,20690,20690,20680,20685,227,162337,162370
2024-10-08 11:08:00.000000000,1728356880000000000,20685,20685,20675,20680,201,162370,162412
2024-10-08 11:09:00.000000000,1728356940000000000,20680,20680,20670,20670,184,162412,162462
2024-10-08 11:10:00.000000000,1728357000000000000,20670,20670,20650,20655,239,162462,162490
2024-10-08 11:11:00.000000000,1728357060000000000,20655,20655,20635,20655,460,162490,162426
2024-10-08 11:12:00.000000000,1728357120000000000,20655,20670,20655,20660,513,162426,162492
2024-10-08 11:13:00.000000000,1728357180000000000,20660,20665,20655,20665,142,162492,162515
2024-10-08 11:14:00.000000000,1728357240000000000,20665,20670,20660,20670,146,162515,162565
2024-10-08 11:15:00.000000000,1728357300000000000,20670,20685,20665,20675,305,162565,162626
2024-10-08 11:16:00.000000000,1728357360000000000,20675,20690,20675,20690,381,162626,162662
2024-10-08 11:17:00.000000000,1728357420000000000,20690,20695,20685,20695,243,162662,162581
2024-10-08 11:18:00.000000000,1728357480000000000,20695,20705,20690,20695,260,162581,162579
2024-10-08 11:19:00.000000000,1728357540000000000,20695,20700,20680,20680,384,162579,162628
2024-10-08 11:20:00.000000000,1728357600000000000,20680,20685,20675,20685,239,162628,162689
2024-10-08 11:21:00.000000000,1728357660000000000,20685,20685,20670,20675,192,162689,162640
2024-10-08 11:22:00.000000000,1728357720000000000,20675,20690,20670,20680,303,162640,162601
2024-10-08 11:23:00.000000000,1728357780000000000,20680,20685,20670,20670,119,162601,162573
2024-10-08 11:24:00.000000000,1728357840000000000,20670,20680,20670,20675,345,162573,162586
2024-10-08 11:25:00.000000000,1728357900000000000,20675,20680,20665,20670,170,162586,162622
2024-10-08 11:26:00.000000000,1728357960000000000,20670,20675,20655,20665,254,162622,162696
2024-10-08 11:27:00.000000000,1728358020000000000,20665,20665,20645,20660,348,162696,162722
2024-10-08 11:28:00.000000000,1728358080000000000,20660,20665,20645,20650,272,162722,162645
2024-10-08 11:29:00.000000000,1728358140000000000,20650,20665,20645,20665,270,162645,162629
2024-10-08 13:30:00.000000000,1728365400000000000,20640,20640,20605,20625,1925,162629,162653
2024-10-08 13:31:00.000000000,1728365460000000000,20625,20635,20615,20620,1242,162653,162487
2024-10-08 13:32:00.000000000,1728365520000000000,20620,20630,20615,20615,774,162487,162406
2024-10-08 13:33:00.000000000,1728365580000000000,20615,20620,20595,20600,1449,162406,162543
2024-10-08 13:34:00.000000000,1728365640000000000,20600,20600,20585,20595,719,162543,162438
2024-10-08 13:35:00.000000000,1728365700000000000,20595,20610,20595,20610,726,162438,162445
2024-10-08 13:36:00.000000000,1728365760000000000,20610,20615,20595,20610,481,162445,162463
2024-10-08 13:37:00.000000000,1728365820000000000,20610,20620,20605,20610,438,162463,162523
2024-10-08 13:38:00.000000000,1728365880000000000,20610,20610,20605,20610,316,162523,162429
2024-10-08 13:39:00.000000000,1728365940000000000,20610,20620,20610,20610,422,162429,162415
