datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2025-10-31 21:00:00.000000000,1761915600000000000,87200,87390,87170,87330,2873,258319,258055
2025-10-31 21:01:00.000000000,1761915660000000000,87330,87410,87330,87360,1534,258055,257915
2025-10-31 21:02:00.000000000,1761915720000000000,87360,87410,87340,87380,840,257915,257761
2025-10-31 21:03:00.000000000,1761915780000000000,87380,87420,87370,87390,950,257761,257816
2025-10-31 21:04:00.000000000,1761915840000000000,87390,87420,87340,87340,765,257816,257719
2025-10-31 21:05:00.000000000,1761915900000000000,87340,87340,87260,87260,904,257719,257526
2025-10-31 21:06:00.000000000,1761915960000000000,87260,87300,87210,87230,838,257526,257385
2025-10-31 21:07:00.000000000,1761916020000000000,87230,87250,87150,87150,1003,257385,257386
2025-10-31 21:08:00.000000000,1761916080000000000,87150,87170,87110,87130,1025,257386,257508
2025-10-31 21:09:00.000000000,1761916140000000000,87130,87170,87070,87110,772,257508,257369
2025-10-31 21:10:00.000000000,1761916200000000000,87110,87170,87100,87140,480,257369,257225
2025-10-31 21:11:00.000000000,1761916260000000000,87140,87150,87120,87120,312,257225,257053
2025-10-31 21:12:00.000000000,1761916320000000000,87120,87190,87110,87180,400,257053,256909
2025-10-31 21:13:00.000000000,1761916380000000000,87180,87210,87140,87140,490,256909,256787
2025-10-31 21:14:00.000000000,1761916440000000000,87140,87140,87100,87100,364,256787,256749
2025-10-31 21:15:00.000000000,1761916500000000000,87100,87100,86990,86990,1242,256749,256546
2025-10-31 21:16:00.000000000,1761916560000000000,86990,87130,86990,87130,526,256546,256550
2025-10-31 21:17:00.000000000,1761916620000000000,87130,87170,87120,87150,498,256550,256551
2025-10-31 21:18:00.000000000,1761916680000000000,87150,87160,87130,87140,236,256551,256524
2025-10-31 21:19:00.000000000,1761916740000000000,87140,87220,87130,87210,532,256524,256433
2025-10-31 21:20:00.000000000,1761916800000000000,87210,87230,87180,87200,478,256433,256482
2025-10-31 21:21:00.000000000,1761916860000000000,87200,87290,87200,87270,623,256482,256433
2025-10-31 21:22:00.000000000,1761916920000000000,87270,87290,87250,87270,589,256433,256374
2025-10-31 21:23:00.000000000,1761916980000000000,87270,87300,87250,87290,718,256374,256482
2025-10-31 21:24:00.000000000,1761917040000000000,87290,87310,87230,87230,527,256482,256451
2025-10-31 21:25:00.000000000,1761917100000000000,87230,87240,87190,87220,319,256451,256401
2025-10-31 21:26:00.000000000,1761917160000000000,87220,87250,87210,87240,145,256401,256440
2025-10-31 21:27:00.000000000,1761917220000000000,87240,87250,87230,87240,137,256440,256467
2025-10-31 21:28:00.000000000,1761917280000000000,87240,87260,87200,87210,319,256467,256374
2025-10-31 21:29:00.000000000,1761917340000000000,87210,87210,87170,87210,304,256374,256283
2025-10-31 21:30:00.000000000,1761917400000000000,87210,87220,87130,87140,445,256283,256220
2025-10-31 21:31:00.000000000,1761917460000000000,87140,87170,87100,87130,846,256220,256048
2025-10-31 21:32:00.000000000,1761917520000000000,87130,87150,87060,87080,429,256048,256027
2025-10-31 21:33:00.000000000,1761917580000000000,87080,87150,87080,87150,339,256027,256079
2025-10-31 21:34:00.000000000,1761917640000000000,87150,87150,87020,87040,479,256079,256134
2025-10-31 21:35:00.000000000,1761917700000000000,87040,87090,87040,87040,342,256134,256096
2025-10-31 21:36:00.000000000,1761917760000000000,87040,87040,87000,87020,656,256096,256103
2025-10-31 21:37:00.000000000,1761917820000000000,87020,87020,86910,86920,2046,256103,255624
2025-10-31 21:38:00.000000000,1761917880000000000,86920,86970,86780,86790,2339,255624,254839
2025-10-31 21:39:00.000000000,1761917940000000000,86790,86820,86700,86790,1580,254839,254329
2025-10-31 21:40:00.000000000,1761918000000000000,86790,86860,86730,86860,1258,254329,254077
2025-10-31 21:41:00.000000000,1761918060000000000,86860,86860,86790,86800,654,254077,254033
2025-10-31 21:42:00.000000000,1761918120000000000,86800,86860,86800,86840,405,254033,254042
2025-10-31 21:43:00.000000000,1761918180000000000,86840,86840,86740,86760,949,254042,253961
2025-10-31 21:44:00.000000000,1761918240000000000,86760,86810,86740,86770,758,253961,254129
2025-10-31 21:45:00.000000000,1761918300000000000,86770,86830,86760,86770,416,254129,254164
2025-10-31 21:46:00.000000000,1761918360000000000,86770,86880,86760,86880,454,254164,254054
2025-10-31 21:47:00.000000000,1761918420000000000,86880,86910,86830,86910,738,254054,253998
2025-10-31 21:48:00.000000000,1761918480000000000,86910,86930,86890,86890,400,253998,253975
2025-10-31 21:49:00.000000000,1761918540000000000,86890,86890,86810,86810,363,253975,253959
2025-10-31 21:50:00.000000000,1761918600000000000,86810,86900,86810,86900,288,253959,253982
2025-10-31 21:51:00.000000000,1761918660000000000,86900,86950,86870,86870,371,253982,253986
2025-10-31 21:52:00.000000000,1761918720000000000,86870,86890,86870,86880,146,253986,253994
2025-10-31 21:53:00.000000000,1761918780000000000,86880,86950,86870,86900,253,253994,253955
2025-10-31 21:54:00.000000000,1761918840000000000,86900,86910,86870,86880,197,253955,253998
2025-10-31 21:55:00.000000000,1761918900000000000,86880,86930,86880,86920,223,253998,253993
2025-10-31 21:56:00.000000000,1761918960000000000,86920,86970,86910,86950,297,253993,253992
2025-10-31 21:57:00.000000000,1761919020000000000,86950,86980,86920,86950,574,253992,253963
2025-10-31 21:58:00.000000000,1761919080000000000,86950,86950,86910,86930,268,253963,253959
2025-10-31 21:59:00.000000000,1761919140000000000,86930,86980,86920,86960,184,253959,253943
2025-10-31 22:00:00.000000000,1761919200000000000,86960,87010,86950,87000,567,253943,253938
2025-10-31 22:01:00.000000000,1761919260000000000,87000,87000,86940,86940,192,253938,253924
2025-10-31 22:02:00.000000000,1761919320000000000,86940,86940,86860,86870,582,253924,253927
2025-10-31 22:03:00.000000000,1761919380000000000,86870,86930,86860,86920,234,253927,253922
2025-10-31 22:04:00.000000000,1761919440000000000,86920,86940,86890,86890,178,253922,253943
2025-10-31 22:05:00.000000000,1761919500000000000,86890,86930,86890,86920,195,253943,254009
2025-10-31 22:06:00.000000000,1761919560000000000,86920,86950,86910,86930,191,254009,254027
2025-10-31 22:07:00.000000000,1761919620000000000,86930,86970,86920,86960,187,254027,254017
2025-10-31 22:08:00.000000000,1761919680000000000,86960,86960,86920,86930,235,254017,254034
2025-10-31 22:09:00.000000000,1761919740000000000,86930,86930,86890,86890,158,254034,254045
2025-10-31 22:10:00.000000000,1761919800000000000,86890,86930,86880,86920,203,254045,254078
2025-10-31 22:11:00.000000000,1761919860000000000,86920,86930,86910,86920,155,254078,254116
2025-10-31 22:12:00.000000000,1761919920000000000,86920,86920,86870,86870,429,254116,254130
2025-10-31 22:13:00.000000000,1761919980000000000,86870,86920,86870,86920,222,254130,254046
2025-10-31 22:14:00.000000000,1761920040000000000,86920,86960,86910,86920,180,254046,254043
2025-10-31 22:15:00.000000000,1761920100000000000,86920,86940,86910,86940,92,254043,254042
2025-10-31 22:16:00.000000000,1761920160000000000,86940,86960,86910,86930,102,254042,254033
2025-10-31 22:17:00.000000000,1761920220000000000,86930,86960,86920,86960,118,254033,254017
2025-10-31 22:18:00.000000000,1761920280000000000,86960,86960,86930,86940,84,254017,254001
2025-10-31 22:19:00.000000000,1761920340000000000,86940,86960,86910,86950,96,254001,253989
2025-10-31 22:20:00.000000000,1761920400000000000,86950,86960,86930,86940,57,253989,253981
2025-10-31 22:21:00.000000000,1761920460000000000,86940,86940,86910,86910,152,253981,254018
2025-10-31 22:22:00.000000000,1761920520000000000,86910,86940,86900,86930,140,254018,254023
