datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2023-03-31 21:00:00.000000000,1680267600000000000,2464,2469,2463,2466,10978,642033,642002
2023-03-31 21:01:00.000000000,1680267660000000000,2466,2466,2463,2465,5785,642002,641939
2023-03-31 21:02:00.000000000,1680267720000000000,2465,2466,2463,2464,2518,641939,642654
2023-03-31 21:03:00.000000000,1680267780000000000,2464,2469,2464,2467,6848,642654,643443
2023-03-31 21:04:00.000000000,1680267840000000000,2467,2468,2465,2466,3772,643443,644197
2023-03-31 21:05:00.000000000,1680267900000000000,2466,2466,2463,2466,3150,644197,644235
2023-03-31 21:06:00.000000000,1680267960000000000,2466,2472,2465,2469,10050,644235,644919
2023-03-31 21:07:00.000000000,1680268020000000000,2469,2469,2466,2468,2951,644919,645459
2023-03-31 21:08:00.000000000,1680268080000000000,2468,2468,2466,2468,2477,645459,645616
2023-03-31 21:09:00.000000000,1680268140000000000,2468,2470,2467,2470,3841,645616,645650
2023-03-31 21:10:00.000000000,1680268200000000000,2470,2471,2467,2467,2081,645650,645885
2023-03-31 21:11:00.000000000,1680268260000000000,2467,2468,2464,2465,4363,645885,645615
2023-03-31 21:12:00.000000000,1680268320000000000,2465,2469,2465,2467,2918,645615,646230
2023-03-31 21:13:00.000000000,1680268380000000000,2467,2468,2466,2467,1780,646230,646231
2023-03-31 21:14:00.000000000,1680268440000000000,2467,2469,2467,2468,1887,646231,646080
2023-03-31 21:15:00.000000000,1680268500000000000,2468,2469,2467,2467,1875,646080,645965
2023-03-31 21:16:00.000000000,1680268560000000000,2467,2467,2464,2465,3141,645965,646013
2023-03-31 21:17:00.000000000,1680268620000000000,2465,2465,2464,2464,1252,646013,645986
2023-03-31 21:18:00.000000000,1680268680000000000,2464,2465,2461,2463,4178,645986,645964
2023-03-31 21:19:00.000000000,1680268740000000000,2463,2465,2463,2464,1786,645964,645562
2023-03-31 21:20:00.000000000,1680268800000000000,2464,2464,2462,2462,2659,645562,645895
2023-03-31 21:21:00.000000000,1680268860000000000,2462,2465,2462,2464,1600,645895,646269
2023-03-31 21:22:00.000000000,1680268920000000000,2464,2465,2463,2464,665,646269,646376
2023-03-31 21:23:00.000000000,1680268980000000000,2464,2464,2463,2464,614,646376,646423
2023-03-31 21:24:00.000000000,1680269040000000000,2464,2465,2463,2465,649,646423,646276
2023-03-31 21:25:00.000000000,1680269100000000000,2465,2466,2464,2465,1225,646276,646709
2023-03-31 21:26:00.000000000,1680269160000000000,2465,2466,2464,2464,1459,646709,647076
2023-03-31 21:27:00.000000000,1680269220000000000,2464,2467,2464,2466,1725,647076,647650
2023-03-31 21:28:00.000000000,1680269280000000000,2466,2468,2466,2467,1712,647650,647590
2023-03-31 21:29:00.000000000,1680269340000000000,2467,2468,2466,2467,1410,647590,647639
2023-03-31 21:30:00.000000000,1680269400000000000,2467,2469,2466,2469,2708,647639,648166
2023-03-31 21:31:00.000000000,1680269460000000000,2469,2472,2468,2469,5849,648166,647862
2023-03-31 21:32:00.000000000,1680269520000000000,2469,2471,2468,2469,2104,647862,648266
2023-03-31 21:33:00.000000000,1680269580000000000,2469,2470,2469,2470,662,648266,648454
2023-03-31 21:34:00.000000000,1680269640000000000,2470,2470,2468,2469,2095,648454,648949
2023-03-31 21:35:00.000000000,1680269700000000000,2469,2472,2469,2470,3001,648949,648603
2023-03-31 21:36:00.000000000,1680269760000000000,2470,2471,2470,2471,1302,648603,648478
2023-03-31 21:37:00.000000000,1680269820000000000,2471,2471,2468,2468,2029,648478,648111
2023-03-31 21:38:00.000000000,1680269880000000000,2468,2470,2468,2469,661,648111,648266
2023-03-31 21:39:00.000000000,1680269940000000000,2469,2470,2468,2469,1535,648266,648335
2023-03-31 21:40:00.000000000,1680270000000000000,2469,2471,2469,2470,2461,648335,648331
2023-03-31 21:41:00.000000000,1680270060000000000,2470,2471,2469,2469,884,648331,648192
2023-03-31 21:42:00.000000000,1680270120000000000,2469,2470,2469,2469,325,648192,648224
2023-03-31 21:43:00.000000000,1680270180000000000,2469,2469,2467,2468,2201,648224,648405
2023-03-31 21:44:00.000000000,1680270240000000000,2468,2469,2466,2467,2006,648405,648312
2023-03-31 21:45:00.000000000,1680270300000000000,2467,2469,2467,2467,1379,648312,648547
2023-03-31 21:46:00.000000000,1680270360000000000,2467,2470,2467,2469,1437,648547,648422
2023-03-31 21:47:00.000000000,1680270420000000000,2469,2474,2469,2472,6217,648422,648537
2023-03-31 21:48:00.000000000,1680270480000000000,2472,2473,2471,2472,4160,648537,648438
2023-03-31 21:49:00.000000000,1680270540000000000,2472,2472,2471,2471,1288,648438,648319
2023-03-31 21:50:00.000000000,1680270600000000000,2471,2472,2471,2471,1076,648319,648652
2023-03-31 21:51:00.000000000,1680270660000000000,2471,2472,2470,2472,1313,648652,648446
2023-03-31 21:52:00.000000000,1680270720000000000,2472,2474,2471,2471,3159,648446,648031
2023-03-31 21:53:00.000000000,1680270780000000000,2471,2473,2471,2471,1209,648031,648111
2023-03-31 21:54:00.000000000,1680270840000000000,2471,2474,2471,2474,1618,648111,647391
2023-03-31 21:55:00.000000000,1680270900000000000,2474,2474,2472,2473,1977,647391,647377
2023-03-31 21:56:00.000000000,1680270960000000000,2473,2473,2471,2471,1624,647377,647165
2023-03-31 21:57:00.000000000,1680271020000000000,2471,2473,2471,2472,1674,647165,646494
