datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2024-11-29 21:00:00.000000000,1732885200000000000,1480,1481,1476,1477,11272,1017692,1018012
2024-11-29 21:01:00.000000000,1732885260000000000,1477,1477,1474,1475,8272,1018012,1018594
2024-11-29 21:02:00.000000000,1732885320000000000,1475,1475,1474,1475,6330,1018594,1018965
2024-11-29 21:03:00.000000000,1732885380000000000,1475,1475,1472,1474,7719,1018965,1019354
2024-11-29 21:04:00.000000000,1732885440000000000,1474,1474,1470,1471,8584,1019354,1021069
2024-11-29 21:05:00.000000000,1732885500000000000,1471,1471,1467,1468,13950,1021069,1025880
2024-11-29 21:06:00.000000000,1732885560000000000,1468,1468,1464,1465,18676,1025880,1032578
2024-11-29 21:07:00.000000000,1732885620000000000,1465,1470,1464,1469,14560,1032578,1037591
2024-11-29 21:08:00.000000000,1732885680000000000,1469,1472,1468,1472,8071,1037591,1039507
2024-11-29 21:09:00.000000000,1732885740000000000,1472,1472,1470,1471,6294,1039507,1039782
2024-11-29 21:10:00.000000000,1732885800000000000,1471,1471,1470,1471,4295,1039782,1041767
2024-11-29 21:11:00.000000000,1732885860000000000,1471,1471,1469,1469,2410,1041767,1042901
2024-11-29 21:12:00.000000000,1732885920000000000,1469,1473,1469,1473,3662,1042901,1043563
2024-11-29 21:13:00.000000000,1732885980000000000,1473,1473,1471,1472,2390,1043563,1043545
2024-11-29 21:14:00.000000000,1732886040000000000,1472,1472,1469,1469,3579,1043545,1044529
2024-11-29 21:15:00.000000000,1732886100000000000,1469,1470,1469,1470,1764,1044529,1045544
2024-11-29 21:16:00.000000000,1732886160000000000,1470,1470,1468,1469,2526,1045544,1046835
2024-11-29 21:17:00.000000000,1732886220000000000,1469,1469,1466,1466,6716,1046835,1049521
2024-11-29 21:18:00.000000000,1732886280000000000,1466,1467,1464,1465,9789,1049521,1054958
2024-11-29 21:19:00.000000000,1732886340000000000,1465,1465,1461,1463,14216,1054958,1055622
2024-11-29 21:20:00.000000000,1732886400000000000,1463,1464,1461,1464,7732,1055622,1059537
2024-11-29 21:21:00.000000000,1732886460000000000,1464,1467,1463,1466,5832,1059537,1061844
2024-11-29 21:22:00.000000000,1732886520000000000,1466,1467,1465,1466,4617,1061844,1062188
2024-11-29 21:23:00.000000000,1732886580000000000,1466,1466,1465,1466,1620,1062188,1062517
2024-11-29 21:24:00.000000000,1732886640000000000,1466,1468,1465,1466,4939,1062517,1063413
2024-11-29 21:25:00.000000000,1732886700000000000,1466,1468,1466,1467,2688,1063413,1064539
2024-11-29 21:26:00.000000000,1732886760000000000,1467,1469,1467,1469,2284,1064539,1064713
2024-11-29 21:27:00.000000000,1732886820000000000,1469,1469,1466,1466,2630,1064713,1065459
2024-11-29 21:28:00.000000000,1732886880000000000,1466,1467,1466,1467,1240,1065459,1066143
2024-11-29 21:29:00.000000000,1732886940000000000,1467,1467,1465,1466,1793,1066143,1067404
2024-11-29 21:30:00.000000000,1732887000000000000,1466,1466,1464,1464,3595,1067404,1068558
2024-11-29 21:31:00.000000000,1732887060000000000,1464,1465,1463,1463,3390,1068558,1069477
2024-11-29 21:32:00.000000000,1732887120000000000,1463,1464,1462,1464,3238,1069477,1070151
2024-11-29 21:33:00.000000000,1732887180000000000,1464,1464,1462,1463,2265,1070151,1071380
2024-11-29 21:34:00.000000000,1732887240000000000,1463,1464,1462,1464,3298,1071380,1072742
2024-11-29 21:35:00.000000000,1732887300000000000,1464,1464,1462,1463,2622,1072742,1073776
2024-11-29 21:36:00.000000000,1732887360000000000,1463,1464,1462,1464,1436,1073776,1074171
2024-11-29 21:37:00.000000000,1732887420000000000,1464,1464,1462,1463,2517,1074171,1075233
2024-11-29 21:38:00.000000000,1732887480000000000,1463,1463,1462,1462,1617,1075233,1075806
2024-11-29 21:39:00.000000000,1732887540000000000,1462,1463,1461,1462,3528,1075806,1076918
