datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2024-01-02 09:00:00.000000000,1704157200000000000,5881,5883,5859,5881,20277,855858,859722
2024-01-02 09:01:00.000000000,1704157260000000000,5881,5891,5880,5882,10429,859722,859787
2024-01-02 09:02:00.000000000,1704157320000000000,5882,5882,5873,5881,7014,859787,860896
2024-01-02 09:03:00.000000000,1704157380000000000,5881,5887,5877,5878,6776,860896,862305
2024-01-02 09:04:00.000000000,1704157440000000000,5878,5879,5872,5874,5041,862305,863149
2024-01-02 09:05:00.000000000,1704157500000000000,5874,5883,5874,5883,4043,863149,863716
2024-01-02 09:06:00.000000000,1704157560000000000,5883,5893,5883,5892,7054,863716,864553
2024-01-02 09:07:00.000000000,1704157620000000000,5892,5900,5890,5896,12257,864553,862839
2024-01-02 09:08:00.000000000,1704157680000000000,5896,5903,5896,5899,7642,862839,862304
2024-01-02 09:09:00.000000000,1704157740000000000,5899,5902,5893,5894,5281,862304,862339
2024-01-02 09:10:00.000000000,1704157800000000000,5894,5899,5891,5894,5248,862339,862649
2024-01-02 09:11:00.000000000,1704157860000000000,5894,5901,5894,5896,5135,862649,862795
2024-01-02 09:12:00.000000000,1704157920000000000,5896,5898,5891,5891,3195,862795,862905
2024-01-02 09:13:00.000000000,1704157980000000000,5891,5893,5889,5892,3598,862905,863314
2024-01-02 09:14:00.000000000,1704158040000000000,5892,5892,5886,5886,3754,863314,863988
2024-01-02 09:15:00.000000000,1704158100000000000,5886,5888,5881,5881,4687,863988,865221
2024-01-02 09:16:00.000000000,1704158160000000000,5881,5887,5881,5885,4561,865221,866241
2024-01-02 09:17:00.000000000,1704158220000000000,5885,5889,5885,5889,1918,866241,866621
2024-01-02 09:18:00.000000000,1704158280000000000,5889,5889,5884,5888,2257,866621,867366
2024-01-02 09:19:00.000000000,1704158340000000000,5888,5890,5887,5890,2121,867366,867671
2024-01-02 09:20:00.000000000,1704158400000000000,5890,5890,5882,5883,2432,867671,868147
2024-01-02 09:21:00.000000000,1704158460000000000,5883,5887,5883,5887,1868,868147,868634
2024-01-02 09:22:00.000000000,1704158520000000000,5887,5893,5882,5882,4741,868634,868961
