datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2023-03-31 21:00:00.000000000,1680267600000000000,69080,69250,69040,69200,2998,172624,172707
2023-03-31 21:01:00.000000000,1680267660000000000,69200,69220,69130,69220,1056,172707,172603
2023-03-31 21:02:00.000000000,1680267720000000000,69220,69230,69170,69220,785,172603,172449
2023-03-31 21:03:00.000000000,1680267780000000000,69220,69260,69200,69240,389,172449,172368
2023-03-31 21:04:00.000000000,1680267840000000000,69240,69280,69230,69280,399,172368,172305
2023-03-31 21:05:00.000000000,1680267900000000000,69280,69280,69240,69260,399,172305,172155
2023-03-31 21:06:00.000000000,1680267960000000000,69260,69300,69260,69260,476,172155,172019
2023-03-31 21:07:00.000000000,1680268020000000000,69260,69270,69210,69250,302,172019,171881
2023-03-31 21:08:00.000000000,1680268080000000000,69250,69250,69210,69220,210,171881,171901
2023-03-31 21:09:00.000000000,1680268140000000000,69220,69250,69220,69250,123,171901,171852
2023-03-31 21:10:00.000000000,1680268200000000000,69250,69260,69220,69260,204,171852,171820
2023-03-31 21:11:00.000000000,1680268260000000000,69260,69280,69250,69280,145,171820,171792
2023-03-31 21:12:00.000000000,1680268320000000000,69280,69350,69280,69330,396,171792,171754
2023-03-31 21:13:00.000000000,1680268380000000000,69330,69350,69310,69350,299,171754,171719
2023-03-31 21:14:00.000000000,1680268440000000000,69350,69360,69340,69360,184,171719,171792
2023-03-31 21:15:00.000000000,1680268500000000000,69360,69370,69320,69330,187,171792,171763
2023-03-31 21:16:00.000000000,1680268560000000000,69330,69330,69300,69310,90,171763,171754
2023-03-31 21:17:00.000000000,1680268620000000000,69310,69350,69300,69320,189,171754,171798
2023-03-31 21:18:00.000000000,1680268680000000000,69320,69340,69290,69290,158,171798,171737
2023-03-31 21:19:00.000000000,1680268740000000000,69290,69300,69270,69300,144,171737,171739
