datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2023-05-04 09:00:00.000000000,1683162000000000000,707.0,711.0,702.0,705.5,24824,750611,753894
2023-05-04 09:01:00.000000000,1683162060000000000,705.5,705.5,698.0,700.0,22599,753894,756641
2023-05-04 09:02:00.000000000,1683162120000000000,700.0,704.5,700.0,703.5,13603,756641,757269
2023-05-04 09:03:00.000000000,1683162180000000000,703.5,705.5,701.5,704.5,9883,757269,757131
2023-05-04 09:04:00.000000000,1683162240000000000,704.5,707.0,703.5,703.5,8424,757131,756334
2023-05-04 09:05:00.000000000,1683162300000000000,703.5,707.0,703.5,706.5,9274,756334,756059
2023-05-04 09:06:00.000000000,1683162360000000000,706.5,707.5,705.5,707.0,5254,756059,756256
2023-05-04 09:07:00.000000000,1683162420000000000,707.0,708.5,706.5,707.5,6277,756256,756636
2023-05-04 09:08:00.000000000,1683162480000000000,707.5,709.5,707.5,708.5,8092,756636,757747
2023-05-04 09:09:00.000000000,1683162540000000000,708.5,709.0,708.0,709.0,3287,757747,757763
2023-05-04 09:10:00.000000000,1683162600000000000,709.0,709.0,707.0,707.0,4036,757763,758001
2023-05-04 09:11:00.000000000,1683162660000000000,707.0,708.0,706.0,708.0,3666,758001,758383
2023-05-04 09:12:00.000000000,1683162720000000000,708.0,708.5,706.5,706.5,3243,758383,758828
2023-05-04 09:13:00.000000000,1683162780000000000,706.5,706.5,705.0,705.5,3826,758828,759497
2023-05-04 09:14:00.000000000,1683162840000000000,705.5,706.0,704.5,704.5,2733,759497,759987
2023-05-04 09:15:00.000000000,1683162900000000000,704.5,706.5,704.0,706.0,5006,759987,760296
2023-05-04 09:16:00.000000000,1683162960000000000,706.0,706.5,705.0,705.5,2507,760296,760371
2023-05-04 09:17:00.000000000,1683163020000000000,705.5,706.0,705.0,705.5,2066,760371,760712
2023-05-04 09:18:00.000000000,1683163080000000000,705.5,706.5,705.5,706.0,1187,760712,760951
2023-05-04 09:19:00.000000000,1683163140000000000,706.0,707.5,705.5,707.0,2272,760951,761293
2023-05-04 09:20:00.000000000,1683163200000000000,707.0,707.5,706.0,706.5,1664,761293,761469
2023-05-04 09:21:00.000000000,1683163260000000000,706.5,707.0,705.5,706.0,1570,761469,761428
2023-05-04 09:22:00.000000000,1683163320000000000,706.0,706.0,705.0,705.0,1469,761428,761649
2023-05-04 09:23:00.000000000,1683163380000000000,705.0,705.5,703.0,703.5,5326,761649,762328
2023-05-04 09:24:00.000000000,1683163440000000000,703.5,703.5,701.5,702.0,5738,762328,762151
2023-05-04 09:25:00.000000000,1683163500000000000,702.0,702.5,700.5,702.0,7789,762151,763237
2023-05-04 09:26:00.000000000,1683163560000000000,702.0,703.0,701.0,703.0,2747,763237,763530
2023-05-04 09:27:00.000000000,1683163620000000000,703.0,704.5,702.5,704.0,3983,763530,763124
2023-05-04 09:28:00.000000000,1683163680000000000,704.0,704.0,703.0,704.0,1587,763124,763149
2023-05-04 09:29:00.000000000,1683163740000000000,704.0,704.0,703.0,703.5,2168,763149,763390
2023-05-04 09:30:00.000000000,1683163800000000000,703.5,704.5,703.5,704.0,2238,763390,763266
2023-05-04 09:31:00.000000000,1683163860000000000,704.0,704.5,703.5,703.5,1893,763266,763379
2023-05-04 09:32:00.000000000,1683163920000000000,703.5,704.0,703.5,703.5,917,763379,763580
2023-05-04 09:33:00.000000000,1683163980000000000,703.5,703.5,702.0,702.5,1820,763580,763614
2023-05-04 09:34:00.000000000,1683164040000000000,702.5,703.5,702.5,703.5,1047,763614,763938
2023-05-04 09:35:00.000000000,1683164100000000000,703.5,706.0,703.0,705.5,3590,763938,763715
2023-05-04 09:36:00.000000000,1683164160000000000,705.5,705.5,704.0,704.0,1594,763715,763544
2023-05-04 09:37:00.000000000,1683164220000000000,704.0,705.0,703.0,704.0,1563,763544,763954
2023-05-04 09:38:00.000000000,1683164280000000000,704.0,705.5,704.0,705.0,1037,763954,763729
2023-05-04 09:39:00.000000000,1683164340000000000,705.0,706.0,704.5,705.5,1462,763729,763522
2023-05-04 09:40:00.000000000,1683164400000000000,705.5,705.5,704.5,705.0,1488,763522,763442
2023-05-04 09:41:00.000000000,1683164460000000000,705.0,707.5,705.0,707.0,3832,763442,763477
2023-05-04 09:42:00.000000000,1683164520000000000,707.0,708.0,706.5,707.0,2347,763477,763314
2023-05-04 09:43:00.000000000,1683164580000000000,707.0,708.0,706.5,707.0,2389,763314,763423
2023-05-04 09:44:00.000000000,1683164640000000000,707.0,708.0,707.0,707.5,1658,763423,763698
2023-05-04 09:45:00.000000000,1683164700000000000,707.5,708.0,707.0,707.5,1443,763698,763818
2023-05-04 09:46:00.000000000,1683164760000000000,707.5,709.0,707.5,708.0,4897,763818,763589
2023-05-04 09:47:00.000000000,1683164820000000000,708.0,708.0,707.0,707.5,648,763589,763665
2023-05-04 09:48:00.000000000,1683164880000000000,707.5,708.0,707.0,707.5,1173,763665,763836
2023-05-04 09:49:00.000000000,1683164940000000000,707.5,708.0,706.0,706.5,1526,763836,763868
2023-05-04 09:50:00.000000000,1683165000000000000,706.5,707.5,706.0,707.0,720,763868,763959
2023-05-04 09:51:00.000000000,1683165060000000000,707.0,707.0,706.0,707.0,1308,763959,764292
2023-05-04 09:52:00.000000000,1683165120000000000,707.0,707.5,706.5,706.5,1263,764292,764389
2023-05-04 09:53:00.000000000,1683165180000000000,706.5,707.5,706.0,707.5,1092,764389,764353
2023-05-04 09:54:00.000000000,1683165240000000000,707.5,709.5,707.0,709.0,3500,764353,764268
2023-05-04 09:55:00.000000000,1683165300000000000,709.0,709.5,707.5,708.0,2503,764268,763956
2023-05-04 09:56:00.000000000,1683165360000000000,708.0,708.0,707.5,708.0,965,763956,764085
2023-05-04 09:57:00.000000000,1683165420000000000,708.0,708.0,706.5,706.5,738,764085,764060
2023-05-04 09:58:00.000000000,1683165480000000000,706.5,707.5,706.5,707.0,678,764060,764253
2023-05-04 09:59:00.000000000,1683165540000000000,707.0,707.0,705.0,705.5,2554,764253,764289
2023-05-04 10:00:00.000000000,1683165600000000000,705.5,706.5,705.5,705.5,2466,764289,765119
2023-05-04 10:01:00.000000000,1683165660000000000,705.5,706.0,705.0,705.0,1063,765119,765313
2023-05-04 10:02:00.000000000,1683165720000000000,705.0,705.5,705.0,705.0,590,765313,765487
2023-05-04 10:03:00.000000000,1683165780000000000,705.0,706.0,704.5,705.0,2119,765487,765457
2023-05-04 10:04:00.000000000,1683165840000000000,705.0,705.5,704.0,704.5,1430,765457,765757
2023-05-04 10:05:00.000000000,1683165900000000000,704.5,705.5,704.0,705.5,1314,765757,765908
2023-05-04 10:06:00.000000000,1683165960000000000,705.5,707.0,705.0,706.0,2441,765908,765667
2023-05-04 10:07:00.000000000,1683166020000000000,706.0,707.0,705.5,707.0,1411,765667,765730
2023-05-04 10:08:00.000000000,1683166080000000000,707.0,708.0,706.5,706.5,1267,765730,765749
2023-05-04 10:09:00.000000000,1683166140000000000,706.5,707.5,706.5,707.5,577,765749,766032
2023-05-04 10:10:00.000000000,1683166200000000000,707.5,708.0,707.0,708.0,1003,766032,765973
2023-05-04 10:11:00.000000000,1683166260000000000,708.0,708.0,707.0,707.5,658,765973,765859
2023-05-04 10:12:00.000000000,1683166320000000000,707.5,708.0,707.5,708.0,939,765859,765714
2023-05-04 10:13:00.000000000,1683166380000000000,708.0,708.5,707.5,707.5,916,765714,765800
2023-05-04 10:14:00.000000000,1683166440000000000,707.5,709.0,707.5,708.5,2528,765800,765567
2023-05-04 10:30:00.000000000,1683167400000000000,708.5,710.5,707.5,710.0,7896,765567,766038
2023-05-04 10:31:00.000000000,1683167460000000000,710.0,711.0,709.5,709.5,3944,766038,766201
2023-05-04 10:32:00.000000000,1683167520000000000,709.5,710.5,709.5,710.0,3774,766201,766385
2023-05-04 10:33:00.000000000,1683167580000000000,710.0,710.5,709.0,709.0,2351,766385,766428
2023-05-04 10:34:00.000000000,1683167640000000000,709.0,710.0,709.0,710.0,1132,766428,766656
2023-05-04 10:35:00.000000000,1683167700000000000,710.0,711.5,709.5,711.0,4556,766656,767115
2023-05-04 10:36:00.000000000,1683167760000000000,711.0,711.5,710.5,711.5,1435,767115,766978
2023-05-04 10:37:00.000000000,1683167820000000000,711.5,711.5,710.5,711.0,1141,766978,766837
2023-05-04 10:38:00.000000000,1683167880000000000,711.0,711.0,710.5,711.0,1254,766837,766968
2023-05-04 10:39:00.000000000,1683167940000000000,711.0,711.0,710.5,711.0,1527,766968,767026
2023-05-04 10:40:00.000000000,1683168000000000000,711.0,713.0,710.5,713.0,4417,767026,766681
2023-05-04 10:41:00.000000000,1683168060000000000,713.0,714.0,712.5,713.0,5970,766681,766658
2023-05-04 10:42:00.000000000,1683168120000000000,713.0,713.5,713.0,713.5,1670,766658,766767
2023-05-04 10:43:00.000000000,1683168180000000000,713.5,714.0,713.0,713.0,2305,766767,766960
2023-05-04 10:44:00.000000000,1683168240000000000,713.0,713.5,712.0,712.5,2292,766960,767269
2023-05-04 10:45:00.000000000,1683168300000000000,712.5,713.0,712.0,712.0,1516,767269,767248
2023-05-04 10:46:00.000000000,1683168360000000000,712.0,713.0,711.5,711.5,1572,767248,767476
2023-05-04 10:47:00.000000000,1683168420000000000,711.5,712.5,711.0,711.5,2210,767476,767730
2023-05-04 10:48:00.000000000,1683168480000000000,711.5,711.5,710.5,711.0,2227,767730,767835
2023-05-04 10:49:00.000000000,1683168540000000000,711.0,711.0,710.5,710.5,1073,767835,768010
2023-05-04 10:50:00.000000000,1683168600000000000,710.5,712.0,710.0,711.0,2178,768010,768295
2023-05-04 10:51:00.000000000,1683168660000000000,711.0,711.5,711.0,711.5,517,768295,768290
2023-05-04 10:52:00.000000000,1683168720000000000,711.5,712.0,711.0,711.0,1091,768290,768192
2023-05-04 10:53:00.000000000,1683168780000000000,711.0,712.5,711.0,712.5,980,768192,768618
2023-05-04 10:54:00.000000000,1683168840000000000,712.5,712.5,712.0,712.5,544,768618,768620
2023-05-04 10:55:00.000000000,1683168900000000000,712.5,712.5,711.5,711.5,587,768620,768728
2023-05-04 10:56:00.000000000,1683168960000000000,711.5,712.5,711.5,712.0,1248,768728,768844
2023-05-04 10:57:00.000000000,1683169020000000000,712.0,712.5,711.0,711.5,1132,768844,768996
2023-05-04 10:58:00.000000000,1683169080000000000,711.5,712.5,711.0,711.0,931,768996,768923
2023-05-04 10:59:00.000000000,1683169140000000000,711.0,712.0,711.0,711.5,981,768923,768934
2023-05-04 11:00:00.000000000,1683169200000000000,711.5,711.5,710.0,710.5,1694,768934,769297
2023-05-04 11:01:00.000000000,1683169260000000000,710.5,711.0,710.0,710.5,2726,769297,769451
2023-05-04 11:02:00.000000000,1683169320000000000,710.5,710.5,709.5,709.5,1077,769451,769477
2023-05-04 11:03:00.000000000,1683169380000000000,709.5,710.0,709.5,709.5,700,769477,769377
2023-05-04 11:04:00.000000000,1683169440000000000,709.5,710.0,709.0,709.0,1670,769377,769225
2023-05-04 11:05:00.000000000,1683169500000000000,709.0,710.0,708.5,709.5,1644,769225,769170
2023-05-04 11:06:00.000000000,1683169560000000000,709.5,710.0,708.5,708.5,1350,769170,769206
2023-05-04 11:07:00.000000000,1683169620000000000,708.5,709.5,708.0,709.0,2031,769206,768805
2023-05-04 11:08:00.000000000,1683169680000000000,709.0,710.0,709.0,710.0,776,768805,768891
2023-05-04 11:09:00.000000000,1683169740000000000,710.0,710.0,708.0,708.0,1272,768891,768842
2023-05-04 11:10:00.000000000,1683169800000000000,708.0,709.0,708.0,709.0,899,768842,768819
2023-05-04 11:11:00.000000000,1683169860000000000,709.0,709.0,708.0,708.5,1028,768819,768643
2023-05-04 11:12:00.000000000,1683169920000000000,708.5,709.0,708.0,708.5,516,768643,768759
2023-05-04 11:13:00.000000000,1683169980000000000,708.5,709.0,708.0,708.0,693,768759,768702
2023-05-04 11:14:00.000000000,1683170040000000000,708.0,709.0,708.0,709.0,1400,768702,768807
2023-05-04 11:15:00.000000000,1683170100000000000,709.0,709.0,708.0,708.0,1682,768807,768898
2023-05-04 11:16:00.000000000,1683170160000000000,708.0,708.5,707.5,708.0,1001,768898,769031
2023-05-04 11:17:00.000000000,1683170220000000000,708.0,709.0,708.0,708.0,1255,769031,769205
2023-05-04 11:18:00.000000000,1683170280000000000,708.0,708.5,707.0,707.0,1620,769205,769404
2023-05-04 11:19:00.000000000,1683170340000000000,707.0,708.0,707.0,707.5,1477,769404,769646
2023-05-04 11:20:00.000000000,1683170400000000000,707.5,707.5,706.5,707.5,1584,769646,769963
2023-05-04 11:21:00.000000000,1683170460000000000,707.5,707.5,706.5,706.5,2084,769963,769774
2023-05-04 11:22:00.000000000,1683170520000000000,706.5,707.0,706.0,706.0,1998,769774,770283
2023-05-04 11:23:00.000000000,1683170580000000000,706.0,706.5,705.5,705.5,2224,770283,770618
2023-05-04 11:24:00.000000000,1683170640000000000,705.5,705.5,704.0,704.5,4667,770618,770378
2023-05-04 11:25:00.000000000,1683170700000000000,704.5,705.5,704.0,704.5,2285,770378,770620
2023-05-04 11:26:00.000000000,1683170760000000000,704.5,705.0,703.5,703.5,2845,770620,770173
2023-05-04 11:27:00.000000000,1683170820000000000,703.5,703.5,703.0,703.5,3332,770173,770417
2023-05-04 11:28:00.000000000,1683170880000000000,703.5,704.0,703.0,704.0,1960,770417,770886
2023-05-04 11:29:00.000000000,1683170940000000000,704.0,705.0,703.5,704.5,2005,770886,770652
2023-05-04 13:30:00.000000000,1683178200000000000,704.0,704.5,703.0,704.5,5227,770652,771320
2023-05-04 13:31:00.000000000,1683178260000000000,704.5,704.5,702.0,702.0,6486,771320,771233
2023-05-04 13:32:00.000000000,1683178320000000000,702.0,703.0,702.0,703.0,4306,771233,771631
2023-05-04 13:33:00.000000000,1683178380000000000,703.0,703.5,702.0,703.0,3154,771631,771954
2023-05-04 13:34:00.000000000,1683178440000000000,703.0,704.5,702.5,703.5,2760,771954,771842
2023-05-04 13:35:00.000000000,1683178500000000000,703.5,704.5,703.5,704.0,1533,771842,772147
2023-05-04 13:36:00.000000000,1683178560000000000,704.0,704.0,703.0,703.0,960,772147,772393
2023-05-04 13:37:00.000000000,1683178620000000000,703.0,703.5,702.5,702.5,2041,772393,772436
2023-05-04 13:38:00.000000000,1683178680000000000,702.5,703.5,702.5,702.5,1237,772436,772701
2023-05-04 13:39:00.000000000,1683178740000000000,702.5,703.5,702.5,703.0,1554,772701,773123
2023-05-04 13:40:00.000000000,1683178800000000000,703.0,703.0,702.0,702.5,1137,773123,773133
2023-05-04 13:41:00.000000000,1683178860000000000,702.5,703.0,702.0,703.0,1629,773133,773335
2023-05-04 13:42:00.000000000,1683178920000000000,703.0,703.5,702.0,703.0,1863,773335,773358
2023-05-04 13:43:00.000000000,1683178980000000000,703.0,703.5,702.5,703.5,1337,773358,773328
