datetime,datetime_nano,KQ.m@CZCE.SA.open,KQ.m@CZCE.SA.high,KQ.m@CZCE.SA.low,KQ.m@CZCE.SA.close,KQ.m@CZCE.SA.volume,KQ.m@CZCE.SA.open_oi,KQ.m@CZCE.SA.close_oi
2021-10-08 09:00:00.000000000,1633654800000000000,3472,3475,3426,3427,17566,325542,323529
2021-10-08 09:01:00.000000000,1633654860000000000,3427,3427,3400,3423,10854,323529,320877
2021-10-08 09:02:00.000000000,1633654920000000000,3423,3447,3423,3444,7334,320877,320184
2021-10-08 09:03:00.000000000,1633654980000000000,3444,3449,3434,3445,4623,320184,320348
2021-10-08 09:04:00.000000000,1633655040000000000,3445,3445,3427,3428,3725,320348,319835
2021-10-08 09:05:00.000000000,1633655100000000000,3428,3428,3411,3415,5400,319835,319407
2021-10-08 09:06:00.000000000,1633655160000000000,3415,3418,3355,3366,11513,319407,316880
2021-10-08 09:07:00.000000000,1633655220000000000,3366,3373,3311,3319,14032,316880,314629
2021-10-08 09:08:00.000000000,1633655280000000000,3319,3352,3319,3350,13094,314629,313218
2021-10-08 09:09:00.000000000,1633655340000000000,3350,3370,3346,3354,7383,313218,313357
2021-10-08 09:10:00.000000000,1633655400000000000,3354,3355,3339,3346,5511,313357,313585
2021-10-08 09:11:00.000000000,1633655460000000000,3346,3361,3341,3360,3959,313585,313503
2021-10-08 09:12:00.000000000,1633655520000000000,3360,3372,3356,3356,5374,313503,312821
2021-10-08 09:13:00.000000000,1633655580000000000,3356,3356,3328,3334,8749,312821,311989
2021-10-08 09:14:00.000000000,1633655640000000000,3334,3345,3328,3345,4545,311989,312061
2021-10-08 09:15:00.000000000,1633655700000000000,3345,3352,3341,3345,3361,312061,311906
2021-10-08 09:16:00.000000000,1633655760000000000,3345,3352,3343,3351,2480,311906,312162
2021-10-08 09:17:00.000000000,1633655820000000000,3351,3360,3346,3349,2833,312162,312204
2021-10-08 09:18:00.000000000,1633655880000000000,3349,3349,3338,3343,3114,312204,312211
2021-10-08 09:19:00.000000000,1633655940000000000,3343,3344,3340,3340,2072,312211,312155
2021-10-08 09:20:00.000000000,1633656000000000000,3340,3342,3331,3331,2971,312155,312491
2021-10-08 09:21:00.000000000,1633656060000000000,3331,3338,3329,3338,3388,312491,312709
2021-10-08 09:22:00.000000000,1633656120000000000,3338,3344,3331,3332,2593,312709,312817
2021-10-08 09:23:00.000000000,1633656180000000000,3332,3334,3321,3324,6708,312817,311982
2021-10-08 09:24:00.000000000,1633656240000000000,3324,3324,3287,3298,13645,311982,310704
2021-10-08 09:25:00.000000000,1633656300000000000,3298,3303,3294,3302,5307,310704,310635
2021-10-08 09:26:00.000000000,1633656360000000000,3302,3310,3300,3301,4083,310635,310253
2021-10-08 09:27:00.000000000,1633656420000000000,3301,3301,3276,3287,8730,310253,309426
2021-10-08 09:28:00.000000000,1633656480000000000,3287,3304,3283,3302,4422,309426,309139
2021-10-08 09:29:00.000000000,1633656540000000000,3302,3312,3300,3312,4560,309139,308948
2021-10-08 09:30:00.000000000,1633656600000000000,3312,3317,3308,3311,3433,308948,309226
2021-10-08 09:31:00.000000000,1633656660000000000,3311,3314,3299,3299,3930,309226,308680
2021-10-08 09:32:00.000000000,1633656720000000000,3299,3306,3294,3302,2701,308680,308489
2021-10-08 09:33:00.000000000,1633656780000000000,3302,3311,3299,3310,2942,308489,308460
2021-10-08 09:34:00.000000000,1633656840000000000,3310,3315,3302,3305,3131,308460,307900
2021-10-08 09:35:00.000000000,1633656900000000000,3305,3308,3302,3308,2634,307900,307775
2021-10-08 09:36:00.000000000,1633656960000000000,3308,3329,3304,3328,4243,307775,307755
2021-10-08 09:37:00.000000000,1633657020000000000,3328,3328,3318,3321,3070,307755,307805
2021-10-08 09:38:00.000000000,1633657080000000000,3321,3321,3300,3302,4447,307805,307010
2021-10-08 09:39:00.000000000,1633657140000000000,3302,3314,3302,3311,2575,307010,307234
2021-10-08 09:40:00.000000000,1633657200000000000,3311,3314,3305,3306,3546,307234,307291
2021-10-08 09:41:00.000000000,1633657260000000000,3306,3318,3305,3310,2261,307291,307119
2021-10-08 09:42:00.000000000,1633657320000000000,3310,3310,3298,3305,2964,307119,306999
2021-10-08 09:43:00.000000000,1633657380000000000,3305,3305,3300,3305,1031,306999,307039
2021-10-08 09:44:00.000000000,1633657440000000000,3305,3310,3301,3309,1172,307039,306940
2021-10-08 09:45:00.000000000,1633657500000000000,3309,3310,3301,3304,1545,306940,306957
2021-10-08 09:46:00.000000000,1633657560000000000,3304,3308,3302,3308,828,306957,307066
2021-10-08 09:47:00.000000000,1633657620000000000,3308,3308,3302,3303,1436,307066,307090
2021-10-08 09:48:00.000000000,1633657680000000000,3303,3304,3297,3299,2316,307090,307286
2021-10-08 09:49:00.000000000,1633657740000000000,3299,3299,3286,3290,4610,307286,306870
2021-10-08 09:50:00.000000000,1633657800000000000,3290,3292,3272,3276,6783,306870,306884
2021-10-08 09:51:00.000000000,1633657860000000000,3276,3279,3251,3260,9518,306884,305481
2021-10-08 09:52:00.000000000,1633657920000000000,3260,3264,3255,3259,7300,305481,305004
2021-10-08 09:53:00.000000000,1633657980000000000,3259,3267,3257,3267,3597,305004,304471
2021-10-08 09:54:00.000000000,1633658040000000000,3267,3267,3263,3265,2520,304471,304357
2021-10-08 09:55:00.000000000,1633658100000000000,3265,3266,3258,3258,3357,304357,304591
2021-10-08 09:56:00.000000000,1633658160000000000,3258,3282,3258,3280,3548,304591,304143
2021-10-08 09:57:00.000000000,1633658220000000000,3280,3280,3263,3269,2871,304143,303995
2021-10-08 09:58:00.000000000,1633658280000000000,3269,3277,3265,3274,2039,303995,303967
2021-10-08 09:59:00.000000000,1633658340000000000,3274,3282,3271,3280,2936,303967,303917
2021-10-08 10:00:00.000000000,1633658400000000000,3280,3282,3265,3267,2911,303917,303995
2021-10-08 10:01:00.000000000,1633658460000000000,3267,3267,3256,3265,3546,303995,303920
2021-10-08 10:02:00.000000000,1633658520000000000,3265,3271,3263,3266,2117,303920,303765
2021-10-08 10:03:00.000000000,1633658580000000000,3266,3268,3258,3261,2832,303765,303419
2021-10-08 10:04:00.000000000,1633658640000000000,3261,3261,3241,3241,8698,303419,302282
2021-10-08 10:05:00.000000000,1633658700000000000,3241,3247,3237,3247,5685,302282,301936
2021-10-08 10:06:00.000000000,1633658760000000000,3247,3249,3232,3236,5088,301936,301811
2021-10-08 10:07:00.000000000,1633658820000000000,3236,3247,3236,3247,2830,301811,302010
2021-10-08 10:08:00.000000000,1633658880000000000,3247,3249,3238,3244,3094,302010,301855
2021-10-08 10:09:00.000000000,1633658940000000000,3244,3255,3241,3255,3478,301855,301626
2021-10-08 10:10:00.000000000,1633659000000000000,3255,3263,3253,3263,3566,301626,301507
2021-10-08 10:11:00.000000000,1633659060000000000,3263,3263,3251,3255,1966,301507,301573
2021-10-08 10:12:00.000000000,1633659120000000000,3255,3264,3251,3264,1769,301573,301466
2021-10-08 10:13:00.000000000,1633659180000000000,3264,3266,3262,3264,1933,301466,301496
2021-10-08 10:14:00.000000000,1633659240000000000,3264,3266,3260,3265,1694,301496,301209
2021-10-08 10:30:00.000000000,1633660200000000000,3265,3274,3261,3272,4594,301209,301046
2021-10-08 10:31:00.000000000,1633660260000000000,3272,3273,3262,3270,1882,301046,301196
2021-10-08 10:32:00.000000000,1633660320000000000,3270,3273,3263,3273,1324,301196,301478
2021-10-08 10:33:00.000000000,1633660380000000000,3273,3282,3267,3278,3050,301478,301665
2021-10-08 10:34:00.000000000,1633660440000000000,3278,3289,3277,3287,4146,301665,301666
2021-10-08 10:35:00.000000000,1633660500000000000,3287,3287,3283,3285,2827,301666,302162
2021-10-08 10:36:00.000000000,1633660560000000000,3285,3293,3283,3293,2404,302162,302403
2021-10-08 10:37:00.000000000,1633660620000000000,3293,3302,3292,3296,4566,302403,302501
2021-10-08 10:38:00.000000000,1633660680000000000,3296,3297,3288,3292,2425,302501,302304
2021-10-08 10:39:00.000000000,1633660740000000000,3292,3295,3289,3291,1401,302304,302353
2021-10-08 10:40:00.000000000,1633660800000000000,3291,3291,3284,3284,1549,302353,302044
2021-10-08 10:41:00.000000000,1633660860000000000,3284,3289,3284,3289,891,302044,302093
2021-10-08 10:42:00.000000000,1633660920000000000,3289,3296,3288,3289,1404,302093,302241
2021-10-08 10:43:00.000000000,1633660980000000000,3289,3289,3285,3286,692,302241,302319
