datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2021-07-30 21:00:00.000000000,1627650000000000000,20160,20190,20120,20130,9408,288737,288294
2021-07-30 21:01:00.000000000,1627650060000000000,20130,20180,20130,20175,3870,288294,288670
2021-07-30 21:02:00.000000000,1627650120000000000,20175,20185,20160,20165,2244,288670,288509
2021-07-30 21:03:00.000000000,1627650180000000000,20165,20170,20140,20140,2969,288509,288433
2021-07-30 21:04:00.000000000,1627650240000000000,20140,20145,20090,20090,3583,288433,287682
2021-07-30 21:05:00.000000000,1627650300000000000,20090,20090,19965,20030,7946,287682,285895
2021-07-30 21:06:00.000000000,1627650360000000000,20030,20030,19885,19935,6479,285895,285627
2021-07-30 21:07:00.000000000,1627650420000000000,19935,19955,19915,19950,4941,285627,285384
2021-07-30 21:08:00.000000000,1627650480000000000,19950,20010,19945,20005,4626,285384,285400
2021-07-30 21:09:00.000000000,1627650540000000000,20005,20015,19975,19980,2867,285400,285350
2021-07-30 21:10:00.000000000,1627650600000000000,19980,20025,19980,20025,1811,285350,285260
2021-07-30 21:11:00.000000000,1627650660000000000,20025,20040,20010,20035,2235,285260,285332
2021-07-30 21:12:00.000000000,1627650720000000000,20035,20050,20030,20040,1282,285332,285511
2021-07-30 21:13:00.000000000,1627650780000000000,20040,20045,20030,20040,803,285511,285624
2021-07-30 21:14:00.000000000,1627650840000000000,20040,20060,20020,20055,1646,285624,285281
2021-07-30 21:15:00.000000000,1627650900000000000,20055,20060,20035,20060,1253,285281,285476
2021-07-30 21:16:00.000000000,1627650960000000000,20060,20060,20035,20045,570,285476,285453
2021-07-30 21:17:00.000000000,1627651020000000000,20045,20060,20045,20060,781,285453,285334
2021-07-30 21:18:00.000000000,1627651080000000000,20060,20125,20055,20085,2614,285334,285467
2021-07-30 21:19:00.000000000,1627651140000000000,20085,20105,20085,20095,1266,285467,285699
2021-07-30 21:20:00.000000000,1627651200000000000,20095,20110,20090,20105,1465,285699,285756
2021-07-30 21:21:00.000000000,1627651260000000000,20105,20105,20090,20095,564,285756,285794
2021-07-30 21:22:00.000000000,1627651320000000000,20095,20110,20090,20110,923,285794,285910
2021-07-30 21:23:00.000000000,1627651380000000000,20110,20120,20105,20115,683,285910,286015
2021-07-30 21:24:00.000000000,1627651440000000000,20115,20155,20090,20130,2603,286015,286872
2021-07-30 21:25:00.000000000,1627651500000000000,20130,20175,20130,20155,1437,286872,287082
