datetime,datetime_nano,CZCE.SA605.open,CZCE.SA605.high,CZCE.SA605.low,CZCE.SA605.close,CZCE.SA605.volume,CZCE.SA605.open_oi,CZCE.SA605.close_oi
2025-12-04 21:00:00.000000000,1764853200000000000,1232,1232,1227,1228,3536,583879,584486
2025-12-04 21:01:00.000000000,1764853260000000000,1228,1230,1227,1228,2142,584486,584738
2025-12-04 21:02:00.000000000,1764853320000000000,1228,1229,1227,1228,736,584738,584977
2025-12-04 21:03:00.000000000,1764853380000000000,1228,1229,1228,1229,500,584977,585013
2025-12-04 21:04:00.000000000,1764853440000000000,1229,1229,1228,1229,1017,585013,584762
2025-12-04 21:05:00.000000000,1764853500000000000,1229,1229,1227,1227,1542,584762,585191
2025-12-04 21:06:00.000000000,1764853560000000000,1227,1229,1227,1227,1378,585191,585746
2025-12-04 21:07:00.000000000,1764853620000000000,1227,1228,1226,1227,1758,585746,586519
2025-12-04 21:08:00.000000000,1764853680000000000,1227,1227,1226,1226,982,586519,586888
2025-12-04 21:09:00.000000000,1764853740000000000,1226,1228,1226,1228,906,586888,587100
2025-12-04 21:10:00.000000000,1764853800000000000,1228,1228,1226,1227,1459,587100,586954
2025-12-04 21:11:00.000000000,1764853860000000000,1227,1227,1226,1227,552,586954,586957
2025-12-04 21:12:00.000000000,1764853920000000000,1227,1228,1226,1226,839,586957,587436
2025-12-04 21:13:00.000000000,1764853980000000000,1226,1227,1226,1227,1393,587436,588408
2025-12-04 21:14:00.000000000,1764854040000000000,1227,1227,1226,1226,550,588408,588633
2025-12-04 21:15:00.000000000,1764854100000000000,1226,1229,1226,1229,1310,588633,588867
2025-12-04 21:16:00.000000000,1764854160000000000,1229,1229,1227,1228,853,588867,588852
2025-12-04 21:17:00.000000000,1764854220000000000,1228,1232,1228,1231,2755,588852,589075
2025-12-04 21:18:00.000000000,1764854280000000000,1231,1233,1230,1233,2915,589075,588803
2025-12-04 21:19:00.000000000,1764854340000000000,1233,1235,1232,1235,3755,588803,588814
2025-12-04 21:20:00.000000000,1764854400000000000,1235,1235,1233,1233,3751,588814,588270
2025-12-04 21:21:00.000000000,1764854460000000000,1233,1235,1233,1234,1160,588270,588465
2025-12-04 21:22:00.000000000,1764854520000000000,1234,1235,1233,1235,1033,588465,588714
2025-12-04 21:23:00.000000000,1764854580000000000,1235,1235,1234,1234,581,588714,588643
2025-12-04 21:24:00.000000000,1764854640000000000,1234,1235,1233,1233,530,588643,588601
2025-12-04 21:25:00.000000000,1764854700000000000,1233,1234,1233,1233,529,588601,588741
2025-12-04 21:26:00.000000000,1764854760000000000,1233,1234,1233,1234,363,588741,588870
2025-12-04 21:27:00.000000000,1764854820000000000,1234,1234,1233,1234,286,588870,588959
2025-12-04 21:28:00.000000000,1764854880000000000,1234,1234,1233,1234,237,588959,588908
2025-12-04 21:29:00.000000000,1764854940000000000,1234,1234,1233,1233,236,588908,589028
2025-12-04 21:30:00.000000000,1764855000000000000,1233,1234,1232,1232,901,589028,589026
2025-12-04 21:31:00.000000000,1764855060000000000,1232,1233,1232,1233,195,589026,589098
2025-12-04 21:32:00.000000000,1764855120000000000,1233,1233,1230,1231,1583,589098,589638
2025-12-04 21:33:00.000000000,1764855180000000000,1231,1232,1231,1232,181,589638,589566
2025-12-04 21:34:00.000000000,1764855240000000000,1232,1232,1231,1231,90,589566,589583
2025-12-04 21:35:00.000000000,1764855300000000000,1231,1232,1231,1232,230,589583,589571
2025-12-04 21:36:00.000000000,1764855360000000000,1232,1232,1231,1232,207,589571,589585
2025-12-04 21:37:00.000000000,1764855420000000000,1232,1232,1231,1232,397,589585,589693
2025-12-04 21:38:00.000000000,1764855480000000000,1232,1232,1231,1232,454,589693,589733
2025-12-04 21:39:00.000000000,1764855540000000000,1232,1232,1231,1231,71,589733,589702
2025-12-04 21:40:00.000000000,1764855600000000000,1231,1232,1231,1231,255,589702,589733
2025-12-04 21:41:00.000000000,1764855660000000000,1231,1233,1231,1232,341,589733,589756
2025-12-04 21:42:00.000000000,1764855720000000000,1232,1232,1231,1231,117,589756,589780
2025-12-04 21:43:00.000000000,1764855780000000000,1231,1232,1231,1231,84,589780,589792
2025-12-04 21:44:00.000000000,1764855840000000000,1231,1232,1231,1232,313,589792,589867
2025-12-04 21:45:00.000000000,1764855900000000000,1232,1232,1231,1231,211,589867,589800
2025-12-04 21:46:00.000000000,1764855960000000000,1231,1232,1231,1231,215,589800,589903
2025-12-04 21:47:00.000000000,1764856020000000000,1231,1232,1231,1231,179,589903,590001
2025-12-04 21:48:00.000000000,1764856080000000000,1231,1232,1231,1232,47,590001,590005
2025-12-04 21:49:00.000000000,1764856140000000000,1232,1232,1231,1231,136,590005,590089
