datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2026-05-06 09:00:00.000000000,1778029200000000000,24725,24790,24670,24720,9335,294026,293753
2026-05-06 09:01:00.000000000,1778029260000000000,24720,24725,24680,24695,3894,293753,293888
2026-05-06 09:02:00.000000000,1778029320000000000,24695,24695,24640,24675,3582,293888,294026
2026-05-06 09:03:00.000000000,1778029380000000000,24675,24695,24655,24685,2276,294026,293872
2026-05-06 09:04:00.000000000,1778029440000000000,24685,24690,24645,24650,1927,293872,293720
2026-05-06 09:05:00.000000000,1778029500000000000,24650,24660,24635,24660,3082,293720,293380
2026-05-06 09:06:00.000000000,1778029560000000000,24660,24675,24640,24665,1910,293380,293359
2026-05-06 09:07:00.000000000,1778029620000000000,24665,24675,24645,24655,1188,293359,293482
2026-05-06 09:08:00.000000000,1778029680000000000,24655,24655,24640,24650,1000,293482,293438
2026-05-06 09:09:00.000000000,1778029740000000000,24650,24665,24640,24655,720,293438,293562
2026-05-06 09:10:00.000000000,1778029800000000000,24655,24660,24610,24615,2435,293562,293301
2026-05-06 09:11:00.000000000,1778029860000000000,24615,24640,24615,24630,1252,293301,293382
2026-05-06 09:12:00.000000000,1778029920000000000,24630,24645,24625,24635,947,293382,293488
2026-05-06 09:13:00.000000000,1778029980000000000,24635,24640,24620,24630,1120,293488,293471
2026-05-06 09:14:00.000000000,1778030040000000000,24630,24645,24625,24630,752,293471,293421
2026-05-06 09:15:00.000000000,1778030100000000000,24630,24640,24620,24625,810,293421,293452
2026-05-06 09:16:00.000000000,1778030160000000000,24625,24650,24625,24645,990,293452,293548
2026-05-06 09:17:00.000000000,1778030220000000000,24645,24655,24645,24650,593,293548,293661
2026-05-06 09:18:00.000000000,1778030280000000000,24650,24650,24640,24650,523,293661,293721
2026-05-06 09:19:00.000000000,1778030340000000000,24650,24650,24640,24645,330,293721,293760
2026-05-06 09:20:00.000000000,1778030400000000000,24645,24650,24635,24650,441,293760,293774
2026-05-06 09:21:00.000000000,1778030460000000000,24650,24655,24640,24645,943,293774,293617
2026-05-06 09:22:00.000000000,1778030520000000000,24645,24650,24635,24645,1228,293617,293864
2026-05-06 09:23:00.000000000,1778030580000000000,24645,24650,24640,24645,145,293864,293825
2026-05-06 09:24:00.000000000,1778030640000000000,24645,24665,24630,24630,1635,293825,293682
2026-05-06 09:25:00.000000000,1778030700000000000,24630,24630,24595,24600,1957,293682,293498
2026-05-06 09:26:00.000000000,1778030760000000000,24600,24615,24590,24615,1085,293498,293579
2026-05-06 09:27:00.000000000,1778030820000000000,24615,24625,24610,24615,298,293579,293571
2026-05-06 09:28:00.000000000,1778030880000000000,24615,24635,24615,24635,390,293571,293562
2026-05-06 09:29:00.000000000,1778030940000000000,24635,24640,24630,24630,138,293562,293569
2026-05-06 09:30:00.000000000,1778031000000000000,24630,24640,24600,24605,941,293569,293598
2026-05-06 09:31:00.000000000,1778031060000000000,24605,24625,24605,24620,400,293598,293589
2026-05-06 09:32:00.000000000,1778031120000000000,24620,24630,24620,24630,361,293589,293584
2026-05-06 09:33:00.000000000,1778031180000000000,24630,24640,24625,24635,328,293584,293637
2026-05-06 09:34:00.000000000,1778031240000000000,24635,24640,24625,24625,178,293637,293619
2026-05-06 09:35:00.000000000,1778031300000000000,24625,24640,24625,24640,219,293619,293534
2026-05-06 09:36:00.000000000,1778031360000000000,24640,24645,24630,24640,565,293534,293632
