datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2021-07-30 21:00:00.000000000,1627650000000000000,9105,9110,8900,8935,32603,376103,370777
2021-07-30 21:01:00.000000000,1627650060000000000,8935,8955,8915,8955,14171,370777,368930
2021-07-30 21:02:00.000000000,1627650120000000000,8955,9005,8945,9000,10005,368930,366761
2021-07-30 21:03:00.000000000,1627650180000000000,9000,9035,8995,9000,6760,366761,366315
2021-07-30 21:04:00.000000000,1627650240000000000,9000,9000,8990,8995,4689,366315,365200
2021-07-30 21:05:00.000000000,1627650300000000000,8995,8995,8950,8960,7586,365200,364089
2021-07-30 21:06:00.000000000,1627650360000000000,8960,9010,8950,9010,7497,364089,363033
2021-07-30 21:07:00.000000000,1627650420000000000,9010,9020,9005,9010,3289,363033,362617
2021-07-30 21:08:00.000000000,1627650480000000000,9010,9020,9000,9005,2947,362617,362297
2021-07-30 21:09:00.000000000,1627650540000000000,9005,9025,9000,9015,2606,362297,362127
2021-07-30 21:10:00.000000000,1627650600000000000,9015,9020,9010,9010,2139,362127,361614
2021-07-30 21:11:00.000000000,1627650660000000000,9010,9035,9010,9030,2532,361614,361549
2021-07-30 21:12:00.000000000,1627650720000000000,9030,9045,9025,9030,2187,361549,361081
2021-07-30 21:13:00.000000000,1627650780000000000,9030,9035,9025,9035,1697,361081,360674
2021-07-30 21:14:00.000000000,1627650840000000000,9035,9040,9030,9030,1925,360674,360203
2021-07-30 21:15:00.000000000,1627650900000000000,9030,9040,9030,9035,1718,360203,359916
2021-07-30 21:16:00.000000000,1627650960000000000,9035,9050,9030,9045,1913,359916,360066
2021-07-30 21:17:00.000000000,1627651020000000000,9045,9075,9040,9065,4176,360066,360503
2021-07-30 21:18:00.000000000,1627651080000000000,9065,9080,9060,9075,2183,360503,360680
2021-07-30 21:19:00.000000000,1627651140000000000,9075,9090,9065,9070,5470,360680,361049
2021-07-30 21:20:00.000000000,1627651200000000000,9070,9080,9060,9060,2679,361049,360948
2021-07-30 21:21:00.000000000,1627651260000000000,9060,9080,9060,9075,1302,360948,360820
2021-07-30 21:22:00.000000000,1627651320000000000,9075,9080,9070,9070,874,360820,361258
2021-07-30 21:23:00.000000000,1627651380000000000,9070,9075,9065,9070,1429,361258,361216
2021-07-30 21:24:00.000000000,1627651440000000000,9070,9075,9045,9045,4120,361216,361078
2021-07-30 21:25:00.000000000,1627651500000000000,9045,9060,9045,9050,1159,361078,360903
2021-07-30 21:26:00.000000000,1627651560000000000,9050,9070,9050,9065,861,360903,361266
2021-07-30 21:27:00.000000000,1627651620000000000,9065,9070,9065,9065,176,361266,361249
2021-07-30 21:28:00.000000000,1627651680000000000,9065,9075,9060,9075,803,361249,361578
2021-07-30 21:29:00.000000000,1627651740000000000,9075,9080,9070,9075,1540,361578,361942
2021-07-30 21:30:00.000000000,1627651800000000000,9075,9080,9065,9065,1156,361942,361901
2021-07-30 21:31:00.000000000,1627651860000000000,9065,9070,9060,9065,792,361901,361968
2021-07-30 21:32:00.000000000,1627651920000000000,9065,9070,9050,9055,800,361968,361878
2021-07-30 21:33:00.000000000,1627651980000000000,9055,9060,9045,9045,1258,361878,361963
2021-07-30 21:34:00.000000000,1627652040000000000,9045,9050,9045,9045,708,361963,361931
2021-07-30 21:35:00.000000000,1627652100000000000,9045,9050,9035,9035,1722,361931,361799
2021-07-30 21:36:00.000000000,1627652160000000000,9035,9045,9025,9030,3067,361799,360717
2021-07-30 21:37:00.000000000,1627652220000000000,9030,9035,9025,9035,899,360717,360579
2021-07-30 21:38:00.000000000,1627652280000000000,9035,9045,9030,9045,2191,360579,360669
2021-07-30 21:39:00.000000000,1627652340000000000,9045,9055,9040,9055,1104,360669,360863
2021-07-30 21:40:00.000000000,1627652400000000000,9055,9065,9050,9055,744,360863,360815
2021-07-30 21:41:00.000000000,1627652460000000000,9055,9060,9050,9050,777,360815,360689
2021-07-30 21:42:00.000000000,1627652520000000000,9050,9050,9040,9045,1034,360689,360440
2021-07-30 21:43:00.000000000,1627652580000000000,9045,9045,9035,9040,500,360440,360414
2021-07-30 21:44:00.000000000,1627652640000000000,9040,9040,9035,9040,217,360414,360413
2021-07-30 21:45:00.000000000,1627652700000000000,9040,9040,9020,9025,3355,360413,359168
2021-07-30 21:46:00.000000000,1627652760000000000,9025,9030,9010,9015,2588,359168,358145
2021-07-30 21:47:00.000000000,1627652820000000000,9015,9020,9010,9015,627,358145,358169
2021-07-30 21:48:00.000000000,1627652880000000000,9015,9025,9015,9025,954,358169,358174
2021-07-30 21:49:00.000000000,1627652940000000000,9025,9030,9020,9025,903,358174,358119
2021-07-30 21:50:00.000000000,1627653000000000000,9025,9030,9015,9025,678,358119,358049
2021-07-30 21:51:00.000000000,1627653060000000000,9025,9025,9015,9020,774,358049,357975
2021-07-30 21:52:00.000000000,1627653120000000000,9020,9020,9010,9010,657,357975,357921
2021-07-30 21:53:00.000000000,1627653180000000000,9010,9020,9005,9010,1576,357921,357675
2021-07-30 21:54:00.000000000,1627653240000000000,9010,9020,9005,9010,1171,357675,357646
2021-07-30 21:55:00.000000000,1627653300000000000,9010,9010,8990,9000,3137,357646,357325
2021-07-30 21:56:00.000000000,1627653360000000000,9000,9010,9000,9005,367,357325,357229
2021-07-30 21:57:00.000000000,1627653420000000000,9005,9010,9005,9010,886,357229,357103
2021-07-30 21:58:00.000000000,1627653480000000000,9010,9010,9000,9000,677,357103,357239
2021-07-30 21:59:00.000000000,1627653540000000000,9000,9010,9000,9000,723,357239,357067
2021-07-30 22:00:00.000000000,1627653600000000000,9000,9005,8990,8995,1950,357067,356987
2021-07-30 22:01:00.000000000,1627653660000000000,8995,9000,8995,8995,221,356987,356906
2021-07-30 22:02:00.000000000,1627653720000000000,8995,9005,8995,9000,1537,356906,356907
2021-07-30 22:03:00.000000000,1627653780000000000,9000,9005,8995,9000,778,356907,356730
2021-07-30 22:04:00.000000000,1627653840000000000,9000,9005,9000,9000,1476,356730,356492
2021-07-30 22:05:00.000000000,1627653900000000000,9000,9010,9000,9005,1105,356492,356785
2021-07-30 22:06:00.000000000,1627653960000000000,9005,9010,9000,9010,578,356785,356565
2021-07-30 22:07:00.000000000,1627654020000000000,9010,9015,9005,9005,1318,356565,356398
2021-07-30 22:08:00.000000000,1627654080000000000,9005,9015,9005,9010,760,356398,356203
