datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2024-01-02 09:00:00.000000000,1704157200000000000,68730,68790,68630,68700,2199,144501,143920
2024-01-02 09:01:00.000000000,1704157260000000000,68700,68760,68660,68720,848,143920,143763
2024-01-02 09:02:00.000000000,1704157320000000000,68720,68780,68710,68770,672,143763,143719
2024-01-02 09:03:00.000000000,1704157380000000000,68770,68800,68750,68760,654,143719,143575
2024-01-02 09:04:00.000000000,1704157440000000000,68760,68810,68750,68770,417,143575,143515
2024-01-02 09:05:00.000000000,1704157500000000000,68770,68800,68750,68770,404,143515,143363
2024-01-02 09:06:00.000000000,1704157560000000000,68770,68830,68770,68830,566,143363,143190
2024-01-02 09:07:00.000000000,1704157620000000000,68830,68840,68810,68820,477,143190,143203
2024-01-02 09:08:00.000000000,1704157680000000000,68820,68860,68810,68840,339,143203,143182
2024-01-02 09:09:00.000000000,1704157740000000000,68840,68860,68810,68810,232,143182,143224
2024-01-02 09:10:00.000000000,1704157800000000000,68810,68840,68800,68810,210,143224,143174
2024-01-02 09:11:00.000000000,1704157860000000000,68810,68850,68800,68830,174,143174,143132
2024-01-02 09:12:00.000000000,1704157920000000000,68830,68850,68830,68850,67,143132,143121
2024-01-02 09:13:00.000000000,1704157980000000000,68850,68870,68840,68870,163,143121,143120
2024-01-02 09:14:00.000000000,1704158040000000000,68870,68890,68860,68880,158,143120,143164
2024-01-02 09:15:00.000000000,1704158100000000000,68880,68890,68840,68840,311,143164,143228
2024-01-02 09:16:00.000000000,1704158160000000000,68840,68870,68840,68850,199,143228,143161
2024-01-02 09:17:00.000000000,1704158220000000000,68850,68850,68820,68840,202,143161,143091
2024-01-02 09:18:00.000000000,1704158280000000000,68840,68840,68830,68840,143,143091,143047
2024-01-02 09:19:00.000000000,1704158340000000000,68840,68840,68800,68810,202,143047,143038
2024-01-02 09:20:00.000000000,1704158400000000000,68810,68830,68800,68820,276,143038,142931
2024-01-02 09:21:00.000000000,1704158460000000000,68820,68820,68800,68820,89,142931,142899
2024-01-02 09:22:00.000000000,1704158520000000000,68820,68820,68790,68800,132,142899,142958
2024-01-02 09:23:00.000000000,1704158580000000000,68800,68800,68780,68800,190,142958,142903
2024-01-02 09:24:00.000000000,1704158640000000000,68800,68810,68790,68800,195,142903,142843
2024-01-02 09:25:00.000000000,1704158700000000000,68800,68800,68780,68800,74,142843,142829
2024-01-02 09:26:00.000000000,1704158760000000000,68800,68800,68770,68790,93,142829,142798
2024-01-02 09:27:00.000000000,1704158820000000000,68790,68790,68750,68760,285,142798,142670
2024-01-02 09:28:00.000000000,1704158880000000000,68760,68770,68750,68760,108,142670,142607
2024-01-02 09:29:00.000000000,1704158940000000000,68760,68790,68750,68770,146,142607,142507
2024-01-02 09:30:00.000000000,1704159000000000000,68770,68780,68750,68770,89,142507,142499
2024-01-02 09:31:00.000000000,1704159060000000000,68770,68780,68760,68770,80,142499,142480
2024-01-02 09:32:00.000000000,1704159120000000000,68770,68770,68760,68770,106,142480,142431
2024-01-02 09:33:00.000000000,1704159180000000000,68770,68770,68730,68730,143,142431,142444
2024-01-02 09:34:00.000000000,1704159240000000000,68730,68740,68730,68740,53,142444,142447
2024-01-02 09:35:00.000000000,1704159300000000000,68740,68740,68730,68730,58,142447,142423
2024-01-02 09:36:00.000000000,1704159360000000000,68730,68740,68720,68730,124,142423,142348
2024-01-02 09:37:00.000000000,1704159420000000000,68730,68750,68730,68730,83,142348,142341
2024-01-02 09:38:00.000000000,1704159480000000000,68730,68740,68730,68730,116,142341,142333
2024-01-02 09:39:00.000000000,1704159540000000000,68730,68740,68720,68720,131,142333,142314
2024-01-02 09:40:00.000000000,1704159600000000000,68720,68750,68720,68740,77,142314,142270
2024-01-02 09:41:00.000000000,1704159660000000000,68740,68740,68720,68730,127,142270,142210
2024-01-02 09:42:00.000000000,1704159720000000000,68730,68730,68710,68730,198,142210,142167
2024-01-02 09:43:00.000000000,1704159780000000000,68730,68740,68710,68730,92,142167,142111
2024-01-02 09:44:00.000000000,1704159840000000000,68730,68730,68710,68710,81,142111,142060
2024-01-02 09:45:00.000000000,1704159900000000000,68710,68740,68710,68730,118,142060,142054
2024-01-02 09:46:00.000000000,1704159960000000000,68730,68730,68710,68730,158,142054,141970
2024-01-02 09:47:00.000000000,1704160020000000000,68730,68730,68710,68720,153,141970,141931
2024-01-02 09:48:00.000000000,1704160080000000000,68720,68730,68710,68730,139,141931,141897
2024-01-02 09:49:00.000000000,1704160140000000000,68730,68730,68710,68730,158,141897,141854
2024-01-02 09:50:00.000000000,1704160200000000000,68730,68730,68710,68720,63,141854,141853
2024-01-02 09:51:00.000000000,1704160260000000000,68720,68730,68700,68700,174,141853,141763
2024-01-02 09:52:00.000000000,1704160320000000000,68700,68710,68690,68690,160,141763,141686
2024-01-02 09:53:00.000000000,1704160380000000000,68690,68710,68690,68700,142,141686,141641
2024-01-02 09:54:00.000000000,1704160440000000000,68700,68720,68700,68720,92,141641,141603
2024-01-02 09:55:00.000000000,1704160500000000000,68720,68720,68700,68700,137,141603,141543
2024-01-02 09:56:00.000000000,1704160560000000000,68700,68710,68690,68700,118,141543,141491
2024-01-02 09:57:00.000000000,1704160620000000000,68700,68700,68690,68690,74,141491,141455
2024-01-02 09:58:00.000000000,1704160680000000000,68690,68700,68670,68680,231,141455,141476
2024-01-02 09:59:00.000000000,1704160740000000000,68680,68680,68660,68660,131,141476,141463
2024-01-02 10:00:00.000000000,1704160800000000000,68660,68680,68650,68660,384,141463,141308
2024-01-02 10:01:00.000000000,1704160860000000000,68660,68680,68660,68680,148,141308,141277
2024-01-02 10:02:00.000000000,1704160920000000000,68680,68690,68670,68690,74,141277,141263
2024-01-02 10:03:00.000000000,1704160980000000000,68690,68710,68680,68710,69,141263,141285
2024-01-02 10:04:00.000000000,1704161040000000000,68710,68710,68690,68690,279,141285,141417
2024-01-02 10:05:00.000000000,1704161100000000000,68690,68710,68690,68710,68,141417,141416
2024-01-02 10:06:00.000000000,1704161160000000000,68710,68720,68700,68710,218,141416,141313
2024-01-02 10:07:00.000000000,1704161220000000000,68710,68720,68710,68720,86,141313,141288
2024-01-02 10:08:00.000000000,1704161280000000000,68720,68720,68710,68720,36,141288,141266
2024-01-02 10:09:00.000000000,1704161340000000000,68720,68740,68710,68730,43,141266,141248
2024-01-02 10:10:00.000000000,1704161400000000000,68730,68740,68720,68740,121,141248,141190
2024-01-02 10:11:00.000000000,1704161460000000000,68740,68750,68730,68740,26,141190,141188
2024-01-02 10:12:00.000000000,1704161520000000000,68740,68740,68730,68740,63,141188,141197
2024-01-02 10:13:00.000000000,1704161580000000000,68740,68740,68710,68720,150,141197,141242
2024-01-02 10:14:00.000000000,1704161640000000000,68720,68720,68700,68720,69,141242,141240
2024-01-02 10:30:00.000000000,1704162600000000000,68710,68730,68700,68720,115,141240,141193
2024-01-02 10:31:00.000000000,1704162660000000000,68720,68730,68720,68720,83,141193,141156
2024-01-02 10:32:00.000000000,1704162720000000000,68720,68750,68710,68750,90,141156,141139
