datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2022-05-05 09:00:00.000000000,1651712400000000000,20825,21000,20800,20855,7833,193581,195600
2022-05-05 09:01:00.000000000,1651712460000000000,20855,21020,20855,20935,7253,195600,195834
2022-05-05 09:02:00.000000000,1651712520000000000,20935,20950,20905,20945,3444,195834,195756
2022-05-05 09:03:00.000000000,1651712580000000000,20945,20950,20885,20905,2909,195756,195750
2022-05-05 09:04:00.000000000,1651712640000000000,20905,20930,20890,20895,2264,195750,195750
2022-05-05 09:05:00.000000000,1651712700000000000,20895,20920,20860,20860,2868,195750,195579
2022-05-05 09:06:00.000000000,1651712760000000000,20860,20890,20850,20855,1988,195579,195587
2022-05-05 09:07:00.000000000,1651712820000000000,20855,20870,20840,20845,1541,195587,195599
2022-05-05 09:08:00.000000000,1651712880000000000,20845,20860,20820,20835,1359,195599,195798
2022-05-05 09:09:00.000000000,1651712940000000000,20835,20850,20815,20820,1478,195798,196121
2022-05-05 09:10:00.000000000,1651713000000000000,20820,20835,20780,20805,2666,196121,196351
2022-05-05 09:11:00.000000000,1651713060000000000,20805,20815,20795,20810,1411,196351,196384
2022-05-05 09:12:00.000000000,1651713120000000000,20810,20810,20750,20765,2384,196384,196593
2022-05-05 09:13:00.000000000,1651713180000000000,20765,20790,20740,20770,1876,196593,196643
2022-05-05 09:14:00.000000000,1651713240000000000,20770,20785,20765,20770,1093,196643,196818
2022-05-05 09:15:00.000000000,1651713300000000000,20770,20800,20755,20755,1552,196818,196941
2022-05-05 09:16:00.000000000,1651713360000000000,20755,20760,20730,20745,1804,196941,196938
2022-05-05 09:17:00.000000000,1651713420000000000,20745,20755,20675,20685,2990,196938,197299
2022-05-05 09:18:00.000000000,1651713480000000000,20685,20685,20625,20640,4664,197299,198055
2022-05-05 09:19:00.000000000,1651713540000000000,20640,20675,20640,20660,2215,198055,197959
2022-05-05 09:20:00.000000000,1651713600000000000,20660,20695,20655,20680,1437,197959,197827
2022-05-05 09:21:00.000000000,1651713660000000000,20680,20685,20660,20675,1036,197827,197942
2022-05-05 09:22:00.000000000,1651713720000000000,20675,20715,20675,20715,1239,197942,197893
2022-05-05 09:23:00.000000000,1651713780000000000,20715,20725,20705,20705,875,197893,197871
2022-05-05 09:24:00.000000000,1651713840000000000,20705,20715,20695,20695,1077,197871,198086
2022-05-05 09:25:00.000000000,1651713900000000000,20695,20695,20675,20690,769,198086,198125
2022-05-05 09:26:00.000000000,1651713960000000000,20690,20690,20670,20675,917,198125,198138
2022-05-05 09:27:00.000000000,1651714020000000000,20675,20680,20655,20665,860,198138,198346
2022-05-05 09:28:00.000000000,1651714080000000000,20665,20670,20645,20665,1216,198346,198395
2022-05-05 09:29:00.000000000,1651714140000000000,20665,20680,20665,20675,642,198395,198537
2022-05-05 09:30:00.000000000,1651714200000000000,20675,20685,20665,20670,950,198537,198601
2022-05-05 09:31:00.000000000,1651714260000000000,20670,20690,20670,20685,440,198601,198629
2022-05-05 09:32:00.000000000,1651714320000000000,20685,20710,20685,20695,761,198629,198629
2022-05-05 09:33:00.000000000,1651714380000000000,20695,20705,20690,20700,548,198629,198664
2022-05-05 09:34:00.000000000,1651714440000000000,20700,20720,20700,20710,819,198664,198627
2022-05-05 09:35:00.000000000,1651714500000000000,20710,20715,20695,20700,557,198627,198586
2022-05-05 09:36:00.000000000,1651714560000000000,20700,20730,20700,20720,626,198586,198342
2022-05-05 09:37:00.000000000,1651714620000000000,20720,20720,20680,20690,821,198342,198372
2022-05-05 09:38:00.000000000,1651714680000000000,20690,20700,20685,20690,230,198372,198399
2022-05-05 09:39:00.000000000,1651714740000000000,20690,20695,20690,20690,232,198399,198402
2022-05-05 09:40:00.000000000,1651714800000000000,20690,20715,20690,20715,498,198402,198308
2022-05-05 09:41:00.000000000,1651714860000000000,20715,20735,20715,20725,690,198308,198187
2022-05-05 09:42:00.000000000,1651714920000000000,20725,20745,20715,20740,472,198187,198134
2022-05-05 09:43:00.000000000,1651714980000000000,20740,20750,20730,20735,628,198134,198010
2022-05-05 09:44:00.000000000,1651715040000000000,20735,20760,20730,20755,670,198010,198006
2022-05-05 09:45:00.000000000,1651715100000000000,20755,20775,20750,20770,928,198006,197760
2022-05-05 09:46:00.000000000,1651715160000000000,20770,20770,20750,20750,826,197760,197703
2022-05-05 09:47:00.000000000,1651715220000000000,20750,20765,20750,20755,403,197703,197681
2022-05-05 09:48:00.000000000,1651715280000000000,20755,20775,20755,20770,740,197681,197681
2022-05-05 09:49:00.000000000,1651715340000000000,20770,20770,20755,20765,414,197681,197621
2022-05-05 09:50:00.000000000,1651715400000000000,20765,20780,20760,20780,623,197621,197685
2022-05-05 09:51:00.000000000,1651715460000000000,20780,20780,20765,20770,495,197685,197583
2022-05-05 09:52:00.000000000,1651715520000000000,20770,20770,20745,20750,1358,197583,197546
2022-05-05 09:53:00.000000000,1651715580000000000,20750,20765,20750,20765,582,197546,197376
2022-05-05 09:54:00.000000000,1651715640000000000,20765,20775,20760,20760,328,197376,197383
2022-05-05 09:55:00.000000000,1651715700000000000,20760,20780,20760,20770,735,197383,197186
2022-05-05 09:56:00.000000000,1651715760000000000,20770,20775,20755,20755,379,197186,197218
2022-05-05 09:57:00.000000000,1651715820000000000,20755,20755,20745,20750,364,197218,197228
2022-05-05 09:58:00.000000000,1651715880000000000,20750,20755,20745,20755,276,197228,197233
2022-05-05 09:59:00.000000000,1651715940000000000,20755,20765,20750,20750,257,197233,197322
2022-05-05 10:00:00.000000000,1651716000000000000,20750,20770,20745,20750,862,197322,197385
2022-05-05 10:01:00.000000000,1651716060000000000,20750,20755,20725,20740,889,197385,197242
2022-05-05 10:02:00.000000000,1651716120000000000,20740,20755,20735,20750,610,197242,197265
2022-05-05 10:03:00.000000000,1651716180000000000,20750,20760,20745,20750,449,197265,197145
2022-05-05 10:04:00.000000000,1651716240000000000,20750,20760,20745,20760,289,197145,197119
2022-05-05 10:05:00.000000000,1651716300000000000,20760,20785,20755,20785,624,197119,197066
2022-05-05 10:06:00.000000000,1651716360000000000,20785,20820,20785,20820,1937,197066,196719
2022-05-05 10:07:00.000000000,1651716420000000000,20820,20825,20800,20805,883,196719,196685
2022-05-05 10:08:00.000000000,1651716480000000000,20805,20825,20800,20820,579,196685,196730
2022-05-05 10:09:00.000000000,1651716540000000000,20820,20855,20815,20840,1547,196730,196906
2022-05-05 10:10:00.000000000,1651716600000000000,20840,20850,20830,20840,1359,196906,197033
2022-05-05 10:11:00.000000000,1651716660000000000,20840,20840,20820,20825,665,197033,196962
2022-05-05 10:12:00.000000000,1651716720000000000,20825,20825,20815,20825,470,196962,196966
2022-05-05 10:13:00.000000000,1651716780000000000,20825,20825,20810,20815,677,196966,197009
2022-05-05 10:14:00.000000000,1651716840000000000,20815,20820,20775,20775,2295,197009,196718
2022-05-05 10:30:00.000000000,1651717800000000000,20775,20775,20735,20735,3957,196718,196365
2022-05-05 10:31:00.000000000,1651717860000000000,20735,20755,20730,20730,1408,196365,196167
2022-05-05 10:32:00.000000000,1651717920000000000,20730,20735,20725,20730,1406,196167,196151
2022-05-05 10:33:00.000000000,1651717980000000000,20730,20740,20730,20735,525,196151,196197
2022-05-05 10:34:00.000000000,1651718040000000000,20735,20750,20735,20740,844,196197,196387
