datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2025-03-31 21:00:00.000000000,1743426000000000000,20475,20500,20435,20500,4480,201164,201199
2025-03-31 21:01:00.000000000,1743426060000000000,20500,20500,20485,20490,1004,201199,200995
2025-03-31 21:02:00.000000000,1743426120000000000,20490,20500,20490,20490,1576,200995,201245
2025-03-31 21:03:00.000000000,1743426180000000000,20490,20495,20480,20485,721,201245,201358
2025-03-31 21:04:00.000000000,1743426240000000000,20485,20495,20480,20495,1084,201358,201630
2025-03-31 21:05:00.000000000,1743426300000000000,20495,20505,20490,20505,1327,201630,201646
2025-03-31 21:06:00.000000000,1743426360000000000,20505,20505,20495,20500,541,201646,201575
2025-03-31 21:07:00.000000000,1743426420000000000,20500,20505,20495,20495,712,201575,201616
2025-03-31 21:08:00.000000000,1743426480000000000,20495,20500,20485,20495,1517,201616,201557
2025-03-31 21:09:00.000000000,1743426540000000000,20495,20500,20490,20495,741,201557,201811
2025-03-31 21:10:00.000000000,1743426600000000000,20495,20510,20495,20505,742,201811,201822
2025-03-31 21:11:00.000000000,1743426660000000000,20505,20505,20490,20495,497,201822,201802
2025-03-31 21:12:00.000000000,1743426720000000000,20495,20500,20490,20495,358,201802,201764
2025-03-31 21:13:00.000000000,1743426780000000000,20495,20500,20490,20500,479,201764,201834
2025-03-31 21:14:00.000000000,1743426840000000000,20500,20505,20495,20500,513,201834,201857
2025-03-31 21:15:00.000000000,1743426900000000000,20500,20500,20490,20495,650,201857,201835
2025-03-31 21:16:00.000000000,1743426960000000000,20495,20500,20490,20490,312,201835,201865
2025-03-31 21:17:00.000000000,1743427020000000000,20490,20500,20490,20495,283,201865,201804
2025-03-31 21:18:00.000000000,1743427080000000000,20495,20495,20490,20490,232,201804,201656
2025-03-31 21:19:00.000000000,1743427140000000000,20490,20495,20485,20485,315,201656,201502
2025-03-31 21:20:00.000000000,1743427200000000000,20485,20495,20485,20495,252,201502,201603
2025-03-31 21:21:00.000000000,1743427260000000000,20495,20500,20490,20495,98,201603,201592
2025-03-31 21:22:00.000000000,1743427320000000000,20495,20495,20490,20490,42,201592,201616
2025-03-31 21:23:00.000000000,1743427380000000000,20490,20500,20490,20495,320,201616,201571
2025-03-31 21:24:00.000000000,1743427440000000000,20495,20495,20490,20490,288,201571,201467
2025-03-31 21:25:00.000000000,1743427500000000000,20490,20495,20485,20490,264,201467,201431
2025-03-31 21:26:00.000000000,1743427560000000000,20490,20490,20475,20475,601,201431,201354
2025-03-31 21:27:00.000000000,1743427620000000000,20475,20485,20475,20480,217,201354,201379
2025-03-31 21:28:00.000000000,1743427680000000000,20480,20485,20475,20475,314,201379,201434
2025-03-31 21:29:00.000000000,1743427740000000000,20475,20480,20470,20475,320,201434,201417
2025-03-31 21:30:00.000000000,1743427800000000000,20475,20475,20470,20470,170,201417,201416
2025-03-31 21:31:00.000000000,1743427860000000000,20470,20475,20470,20470,144,201416,201349
2025-03-31 21:32:00.000000000,1743427920000000000,20470,20475,20460,20465,771,201349,201147
2025-03-31 21:33:00.000000000,1743427980000000000,20465,20465,20450,20460,581,201147,201179
2025-03-31 21:34:00.000000000,1743428040000000000,20460,20465,20460,20465,479,201179,201148
2025-03-31 21:35:00.000000000,1743428100000000000,20465,20475,20465,20470,421,201148,201267
2025-03-31 21:36:00.000000000,1743428160000000000,20470,20470,20465,20470,285,201267,201249
2025-03-31 21:37:00.000000000,1743428220000000000,20470,20475,20470,20470,143,201249,201284
2025-03-31 21:38:00.000000000,1743428280000000000,20470,20475,20470,20475,92,201284,201257
