datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2026-03-31 21:00:00.000000000,1774962000000000000,25145,25180,24975,25050,11196,258839,259470
2026-03-31 21:01:00.000000000,1774962060000000000,25050,25050,24995,25005,3791,259470,259671
2026-03-31 21:02:00.000000000,1774962120000000000,25005,25015,24980,24995,3194,259671,260161
2026-03-31 21:03:00.000000000,1774962180000000000,24995,25005,24980,24995,2556,260161,260688
2026-03-31 21:04:00.000000000,1774962240000000000,24995,25025,24990,25025,1770,260688,260915
2026-03-31 21:05:00.000000000,1774962300000000000,25025,25025,25000,25015,1640,260915,260962
2026-03-31 21:06:00.000000000,1774962360000000000,25015,25025,25000,25010,1234,260962,260867
2026-03-31 21:07:00.000000000,1774962420000000000,25010,25010,24985,24990,980,260867,260809
2026-03-31 21:08:00.000000000,1774962480000000000,24990,24990,24970,24975,2113,260809,260703
2026-03-31 21:09:00.000000000,1774962540000000000,24975,24975,24960,24975,1263,260703,260672
2026-03-31 21:10:00.000000000,1774962600000000000,24975,24975,24950,24950,1780,260672,260460
2026-03-31 21:11:00.000000000,1774962660000000000,24950,24950,24925,24950,2008,260460,260309
2026-03-31 21:12:00.000000000,1774962720000000000,24950,24970,24945,24965,1293,260309,260174
2026-03-31 21:13:00.000000000,1774962780000000000,24965,24980,24955,24980,932,260174,260141
2026-03-31 21:14:00.000000000,1774962840000000000,24980,24985,24970,24980,1032,260141,260224
2026-03-31 21:15:00.000000000,1774962900000000000,24980,24995,24970,24985,1069,260224,260340
2026-03-31 21:16:00.000000000,1774962960000000000,24985,24985,24950,24965,1512,260340,260251
2026-03-31 21:17:00.000000000,1774963020000000000,24965,24970,24955,24960,846,260251,260214
2026-03-31 21:18:00.000000000,1774963080000000000,24960,24975,24955,24965,625,260214,260138
2026-03-31 21:19:00.000000000,1774963140000000000,24965,24975,24960,24970,691,260138,260115
2026-03-31 21:20:00.000000000,1774963200000000000,24970,24980,24965,24975,508,260115,260175
2026-03-31 21:21:00.000000000,1774963260000000000,24975,24990,24970,24990,766,260175,260279
2026-03-31 21:22:00.000000000,1774963320000000000,24990,24995,24980,24990,845,260279,260224
2026-03-31 21:23:00.000000000,1774963380000000000,24990,24995,24970,24970,909,260224,260334
2026-03-31 21:24:00.000000000,1774963440000000000,24970,24980,24960,24970,713,260334,260279
2026-03-31 21:25:00.000000000,1774963500000000000,24970,24975,24965,24970,456,260279,260232
2026-03-31 21:26:00.000000000,1774963560000000000,24970,24970,24960,24960,617,260232,260226
2026-03-31 21:27:00.000000000,1774963620000000000,24960,24970,24955,24955,886,260226,260264
2026-03-31 21:28:00.000000000,1774963680000000000,24955,24960,24945,24950,907,260264,260065
2026-03-31 21:29:00.000000000,1774963740000000000,24950,24960,24950,24960,699,260065,260054
2026-03-31 21:30:00.000000000,1774963800000000000,24960,24965,24950,24955,648,260054,260085
2026-03-31 21:31:00.000000000,1774963860000000000,24955,24975,24950,24955,1047,260085,260189
2026-03-31 21:32:00.000000000,1774963920000000000,24955,24970,24955,24955,524,260189,260321
2026-03-31 21:33:00.000000000,1774963980000000000,24955,24980,24955,24975,536,260321,260352
2026-03-31 21:34:00.000000000,1774964040000000000,24975,24985,24975,24975,567,260352,260393
