datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2025-05-06 09:00:00.000000000,1746493200000000000,19930,20000,19910,20000,4387,183869,184001
2025-05-06 09:01:00.000000000,1746493260000000000,20000,20025,19990,19990,2634,184001,184169
2025-05-06 09:02:00.000000000,1746493320000000000,19990,20000,19980,19980,1048,184169,184133
2025-05-06 09:03:00.000000000,1746493380000000000,19980,19985,19945,19960,1270,184133,184277
2025-05-06 09:04:00.000000000,1746493440000000000,19960,19960,19950,19960,635,184277,184328
2025-05-06 09:05:00.000000000,1746493500000000000,19960,19995,19960,19995,1099,184328,184408
2025-05-06 09:06:00.000000000,1746493560000000000,19995,20000,19990,19990,761,184408,184604
2025-05-06 09:07:00.000000000,1746493620000000000,19990,20050,19985,20045,3779,184604,184764
2025-05-06 09:08:00.000000000,1746493680000000000,20045,20045,20010,20015,1721,184764,185178
2025-05-06 09:09:00.000000000,1746493740000000000,20015,20020,20010,20015,1318,185178,185630
2025-05-06 09:10:00.000000000,1746493800000000000,20015,20020,20010,20015,758,185630,185775
2025-05-06 09:11:00.000000000,1746493860000000000,20015,20025,20010,20015,570,185775,185970
2025-05-06 09:12:00.000000000,1746493920000000000,20015,20015,20005,20005,896,185970,186143
2025-05-06 09:13:00.000000000,1746493980000000000,20005,20010,20000,20000,241,186143,186154
2025-05-06 09:14:00.000000000,1746494040000000000,20000,20010,19995,20000,392,186154,186083
2025-05-06 09:15:00.000000000,1746494100000000000,20000,20005,19980,19980,484,186083,186021
2025-05-06 09:16:00.000000000,1746494160000000000,19980,19985,19955,19955,1119,186021,186117
2025-05-06 09:17:00.000000000,1746494220000000000,19955,19970,19950,19965,1486,186117,186066
2025-05-06 09:18:00.000000000,1746494280000000000,19965,19980,19960,19975,456,186066,186072
2025-05-06 09:19:00.000000000,1746494340000000000,19975,19980,19975,19980,274,186072,186097
2025-05-06 09:20:00.000000000,1746494400000000000,19980,19980,19970,19970,215,186097,186126
2025-05-06 09:21:00.000000000,1746494460000000000,19970,19985,19970,19985,185,186126,186133
2025-05-06 09:22:00.000000000,1746494520000000000,19985,19985,19965,19970,395,186133,185966
2025-05-06 09:23:00.000000000,1746494580000000000,19970,19975,19960,19965,456,185966,185874
2025-05-06 09:24:00.000000000,1746494640000000000,19965,19965,19950,19955,672,185874,185746
2025-05-06 09:25:00.000000000,1746494700000000000,19955,19955,19925,19925,2224,185746,185145
2025-05-06 09:26:00.000000000,1746494760000000000,19925,19935,19910,19910,1909,185145,185190
2025-05-06 09:27:00.000000000,1746494820000000000,19910,19920,19900,19900,2046,185190,185490
2025-05-06 09:28:00.000000000,1746494880000000000,19900,19900,19880,19890,1922,185490,185298
2025-05-06 09:29:00.000000000,1746494940000000000,19890,19890,19835,19850,3465,185298,185064
2025-05-06 09:30:00.000000000,1746495000000000000,19850,19870,19840,19845,2759,185064,185040
2025-05-06 09:31:00.000000000,1746495060000000000,19845,19860,19845,19855,1449,185040,185154
2025-05-06 09:32:00.000000000,1746495120000000000,19855,19855,19830,19845,1979,185154,184591
2025-05-06 09:33:00.000000000,1746495180000000000,19845,19850,19830,19850,1273,184591,184222
2025-05-06 09:34:00.000000000,1746495240000000000,19850,19860,19845,19850,1236,184222,184117
2025-05-06 09:35:00.000000000,1746495300000000000,19850,19855,19820,19830,1631,184117,184027
2025-05-06 09:36:00.000000000,1746495360000000000,19830,19835,19820,19820,1502,184027,183734
2025-05-06 09:37:00.000000000,1746495420000000000,19820,19830,19815,19820,844,183734,183617
2025-05-06 09:38:00.000000000,1746495480000000000,19820,19845,19820,19845,1070,183617,183322
2025-05-06 09:39:00.000000000,1746495540000000000,19845,19850,19830,19835,1401,183322,183511
2025-05-06 09:40:00.000000000,1746495600000000000,19835,19840,19820,19830,989,183511,183719
2025-05-06 09:41:00.000000000,1746495660000000000,19830,19830,19815,19820,816,183719,183693
2025-05-06 09:42:00.000000000,1746495720000000000,19820,19845,19815,19840,822,183693,183450
2025-05-06 09:43:00.000000000,1746495780000000000,19840,19840,19835,19840,587,183450,183377
2025-05-06 09:44:00.000000000,1746495840000000000,19840,19845,19830,19835,614,183377,183431
2025-05-06 09:45:00.000000000,1746495900000000000,19835,19845,19835,19840,595,183431,183341
2025-05-06 09:46:00.000000000,1746495960000000000,19840,19845,19830,19835,633,183341,183550
2025-05-06 09:47:00.000000000,1746496020000000000,19835,19845,19830,19835,815,183550,183663
2025-05-06 09:48:00.000000000,1746496080000000000,19835,19835,19825,19825,542,183663,183849
2025-05-06 09:49:00.000000000,1746496140000000000,19825,19835,19820,19820,437,183849,183982
2025-05-06 09:50:00.000000000,1746496200000000000,19820,19830,19815,19830,432,183982,183944
2025-05-06 09:51:00.000000000,1746496260000000000,19830,19840,19825,19840,314,183944,183880
2025-05-06 09:52:00.000000000,1746496320000000000,19840,19845,19835,19845,311,183880,183848
2025-05-06 09:53:00.000000000,1746496380000000000,19845,19850,19830,19835,330,183848,183752
2025-05-06 09:54:00.000000000,1746496440000000000,19835,19840,19830,19835,632,183752,183577
2025-05-06 09:55:00.000000000,1746496500000000000,19835,19845,19830,19835,451,183577,183444
2025-05-06 09:56:00.000000000,1746496560000000000,19835,19860,19835,19855,794,183444,183141
2025-05-06 09:57:00.000000000,1746496620000000000,19855,19865,19850,19860,777,183141,183063
2025-05-06 09:58:00.000000000,1746496680000000000,19860,19885,19855,19885,1041,183063,182914
2025-05-06 09:59:00.000000000,1746496740000000000,19885,19900,19875,19895,915,182914,182703
2025-05-06 10:00:00.000000000,1746496800000000000,19895,19900,19890,19895,1070,182703,182631
2025-05-06 10:01:00.000000000,1746496860000000000,19895,19910,19890,19900,1131,182631,182578
2025-05-06 10:02:00.000000000,1746496920000000000,19900,19900,19885,19895,411,182578,182560
2025-05-06 10:03:00.000000000,1746496980000000000,19895,19895,19880,19885,479,182560,182504
2025-05-06 10:04:00.000000000,1746497040000000000,19885,19885,19875,19880,326,182504,182527
2025-05-06 10:05:00.000000000,1746497100000000000,19880,19880,19870,19875,156,182527,182566
2025-05-06 10:06:00.000000000,1746497160000000000,19875,19880,19870,19870,178,182566,182555
2025-05-06 10:07:00.000000000,1746497220000000000,19870,19880,19865,19880,264,182555,182606
2025-05-06 10:08:00.000000000,1746497280000000000,19880,19880,19870,19875,265,182606,182567
