datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2023-08-31 21:00:00.000000000,1693486800000000000,852.5,853.5,849.0,850.5,17391,733485,733145
2023-08-31 21:01:00.000000000,1693486860000000000,850.5,850.5,848.5,849.5,5152,733145,733680
2023-08-31 21:02:00.000000000,1693486920000000000,849.5,850.5,849.0,849.5,4656,733680,734439
2023-08-31 21:03:00.000000000,1693486980000000000,849.5,850.0,849.0,849.5,3894,734439,733821
2023-08-31 21:04:00.000000000,1693487040000000000,849.5,851.0,849.0,850.5,4128,733821,734231
2023-08-31 21:05:00.000000000,1693487100000000000,850.5,850.5,847.5,847.5,6656,734231,734078
2023-08-31 21:06:00.000000000,1693487160000000000,847.5,849.5,847.5,849.0,2478,734078,734530
2023-08-31 21:07:00.000000000,1693487220000000000,849.0,849.5,848.5,848.5,2391,734530,734632
2023-08-31 21:08:00.000000000,1693487280000000000,848.5,849.0,848.0,848.0,3054,734632,734089
2023-08-31 21:09:00.000000000,1693487340000000000,848.0,849.0,848.0,848.5,1904,734089,734046
2023-08-31 21:10:00.000000000,1693487400000000000,848.5,850.0,848.5,850.0,4665,734046,734939
2023-08-31 21:11:00.000000000,1693487460000000000,850.0,851.0,850.0,850.0,2485,734939,735067
2023-08-31 21:12:00.000000000,1693487520000000000,850.0,850.5,848.5,849.0,1749,735067,735523
2023-08-31 21:13:00.000000000,1693487580000000000,849.0,849.5,848.5,849.0,1147,735523,735525
2023-08-31 21:14:00.000000000,1693487640000000000,849.0,849.5,848.0,848.0,1915,735525,735610
2023-08-31 21:15:00.000000000,1693487700000000000,848.0,848.0,847.0,848.0,2799,735610,735366
2023-08-31 21:16:00.000000000,1693487760000000000,848.0,848.0,847.5,847.5,853,735366,735577
2023-08-31 21:17:00.000000000,1693487820000000000,847.5,848.5,847.5,848.0,1264,735577,735374
2023-08-31 21:18:00.000000000,1693487880000000000,848.0,849.0,848.0,848.5,1304,735374,735163
2023-08-31 21:19:00.000000000,1693487940000000000,848.5,848.5,848.0,848.5,813,735163,735280
2023-08-31 21:20:00.000000000,1693488000000000000,848.5,849.0,848.0,848.5,464,735280,735171
2023-08-31 21:21:00.000000000,1693488060000000000,848.5,849.0,848.0,848.5,1172,735171,735125
2023-08-31 21:22:00.000000000,1693488120000000000,848.5,849.0,847.0,847.0,2078,735125,735069
2023-08-31 21:23:00.000000000,1693488180000000000,847.0,847.5,845.5,845.5,5938,735069,734205
2023-08-31 21:24:00.000000000,1693488240000000000,845.5,846.0,845.0,845.0,4116,734205,733479
2023-08-31 21:25:00.000000000,1693488300000000000,845.0,846.0,845.0,845.5,2413,733479,733198
2023-08-31 21:26:00.000000000,1693488360000000000,845.5,846.0,845.0,845.5,1777,733198,732930
2023-08-31 21:27:00.000000000,1693488420000000000,845.5,846.0,845.5,845.5,628,732930,732790
2023-08-31 21:28:00.000000000,1693488480000000000,845.5,846.0,844.5,845.5,3550,732790,733029
2023-08-31 21:29:00.000000000,1693488540000000000,845.5,846.0,845.5,845.5,764,733029,732730
2023-08-31 21:30:00.000000000,1693488600000000000,845.5,846.5,845.0,846.0,1874,732730,732587
2023-08-31 21:31:00.000000000,1693488660000000000,846.0,846.5,845.0,846.0,1773,732587,732669
2023-08-31 21:32:00.000000000,1693488720000000000,846.0,846.0,843.0,843.5,4881,732669,731789
2023-08-31 21:33:00.000000000,1693488780000000000,843.5,845.0,843.5,844.5,1663,731789,731570
2023-08-31 21:34:00.000000000,1693488840000000000,844.5,844.5,842.5,843.0,4748,731570,731245
2023-08-31 21:35:00.000000000,1693488900000000000,843.0,843.5,842.5,843.0,2873,731245,730812
2023-08-31 21:36:00.000000000,1693488960000000000,843.0,844.5,842.5,844.5,2973,730812,730708
2023-08-31 21:37:00.000000000,1693489020000000000,844.5,844.5,843.5,844.0,1337,730708,730718
2023-08-31 21:38:00.000000000,1693489080000000000,844.0,844.0,843.5,843.5,344,730718,730562
2023-08-31 21:39:00.000000000,1693489140000000000,843.5,844.0,842.5,843.0,1624,730562,730467
2023-08-31 21:40:00.000000000,1693489200000000000,843.0,844.0,842.5,843.5,1312,730467,730405
2023-08-31 21:41:00.000000000,1693489260000000000,843.5,844.5,843.5,844.0,1178,730405,730254
