datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2023-07-31 21:00:00.000000000,1690808400000000000,843.0,844.0,841.5,842.5,13957,571847,568520
2023-07-31 21:01:00.000000000,1690808460000000000,842.5,843.5,842.0,843.5,3666,568520,568813
2023-07-31 21:02:00.000000000,1690808520000000000,843.5,844.0,841.5,842.0,4366,568813,569698
2023-07-31 21:03:00.000000000,1690808580000000000,842.0,842.0,840.0,841.0,4743,569698,570591
2023-07-31 21:04:00.000000000,1690808640000000000,841.0,842.0,841.0,842.0,1819,570591,570904
2023-07-31 21:05:00.000000000,1690808700000000000,842.0,842.0,840.5,841.0,2817,570904,571278
2023-07-31 21:06:00.000000000,1690808760000000000,841.0,842.0,841.0,841.5,1959,571278,571333
2023-07-31 21:07:00.000000000,1690808820000000000,841.5,843.0,841.5,841.5,2359,571333,571405
2023-07-31 21:08:00.000000000,1690808880000000000,841.5,843.0,841.5,842.5,990,571405,571696
2023-07-31 21:09:00.000000000,1690808940000000000,842.5,844.0,842.5,844.0,1409,571696,571704
2023-07-31 21:10:00.000000000,1690809000000000000,844.0,844.5,843.5,843.5,2452,571704,571573
2023-07-31 21:11:00.000000000,1690809060000000000,843.5,844.0,842.5,843.0,1831,571573,571972
2023-07-31 21:12:00.000000000,1690809120000000000,843.0,843.5,842.5,842.5,1112,571972,572230
2023-07-31 21:13:00.000000000,1690809180000000000,842.5,844.5,842.5,843.5,1537,572230,572551
2023-07-31 21:14:00.000000000,1690809240000000000,843.5,844.0,843.0,844.0,663,572551,572700
2023-07-31 21:15:00.000000000,1690809300000000000,844.0,844.0,842.5,843.5,1599,572700,572709
2023-07-31 21:16:00.000000000,1690809360000000000,843.5,844.0,843.0,843.5,924,572709,572602
2023-07-31 21:17:00.000000000,1690809420000000000,843.5,843.5,843.0,843.5,701,572602,572582
2023-07-31 21:18:00.000000000,1690809480000000000,843.5,843.5,842.5,843.0,602,572582,572571
2023-07-31 21:19:00.000000000,1690809540000000000,843.0,843.5,842.5,842.5,577,572571,572588
2023-07-31 21:20:00.000000000,1690809600000000000,842.5,843.5,842.5,843.0,689,572588,572480
2023-07-31 21:21:00.000000000,1690809660000000000,843.0,843.5,842.0,842.0,1179,572480,572588
2023-07-31 21:22:00.000000000,1690809720000000000,842.0,842.5,841.0,841.5,2733,572588,572803
2023-07-31 21:23:00.000000000,1690809780000000000,841.5,842.0,840.5,841.0,1114,572803,572511
2023-07-31 21:24:00.000000000,1690809840000000000,841.0,841.5,840.5,841.0,1595,572511,572679
2023-07-31 21:25:00.000000000,1690809900000000000,841.0,841.0,840.0,840.5,2055,572679,572676
2023-07-31 21:26:00.000000000,1690809960000000000,840.5,841.0,839.5,839.5,1542,572676,573137
2023-07-31 21:27:00.000000000,1690810020000000000,839.5,840.5,839.5,840.0,1419,573137,573194
2023-07-31 21:28:00.000000000,1690810080000000000,840.0,840.5,839.5,840.5,1011,573194,573285
2023-07-31 21:29:00.000000000,1690810140000000000,840.5,840.5,840.0,840.5,490,573285,573401
2023-07-31 21:30:00.000000000,1690810200000000000,840.5,840.5,839.0,839.0,803,573401,573305
2023-07-31 21:31:00.000000000,1690810260000000000,839.0,840.0,839.0,840.0,1701,573305,573345
