datetime,datetime_nano,CZCE.TA409.open,CZCE.TA409.high,CZCE.TA409.low,CZCE.TA409.close,CZCE.TA409.volume,CZCE.TA409.open_oi,CZCE.TA409.close_oi
2024-07-31 21:00:00.000000000,1722430800000000000,5792,5798,5786,5790,17438,788218,785829
2024-07-31 21:01:00.000000000,1722430860000000000,5790,5792,5786,5786,4816,785829,785413
2024-07-31 21:02:00.000000000,1722430920000000000,5786,5790,5784,5790,4013,785413,783986
2024-07-31 21:03:00.000000000,1722430980000000000,5790,5792,5788,5788,3608,783986,783596
2024-07-31 21:04:00.000000000,1722431040000000000,5788,5790,5784,5784,3434,783596,782154
2024-07-31 21:05:00.000000000,1722431100000000000,5784,5788,5784,5786,3471,782154,781025
2024-07-31 21:06:00.000000000,1722431160000000000,5786,5788,5784,5786,1960,781025,780689
2024-07-31 21:07:00.000000000,1722431220000000000,5786,5786,5782,5784,1396,780689,780219
2024-07-31 21:08:00.000000000,1722431280000000000,5784,5784,5782,5784,1805,780219,780203
2024-07-31 21:09:00.000000000,1722431340000000000,5784,5784,5780,5780,1952,780203,780270
2024-07-31 21:10:00.000000000,1722431400000000000,5780,5784,5780,5782,2204,780270,779180
2024-07-31 21:11:00.000000000,1722431460000000000,5782,5782,5778,5780,1705,779180,778904
2024-07-31 21:12:00.000000000,1722431520000000000,5780,5780,5776,5776,1299,778904,778513
2024-07-31 21:13:00.000000000,1722431580000000000,5776,5780,5772,5776,3847,778513,778076
2024-07-31 21:14:00.000000000,1722431640000000000,5776,5778,5768,5774,3656,778076,778196
2024-07-31 21:15:00.000000000,1722431700000000000,5774,5774,5772,5774,2618,778196,778474
2024-07-31 21:16:00.000000000,1722431760000000000,5774,5774,5768,5770,2340,778474,777964
2024-07-31 21:17:00.000000000,1722431820000000000,5770,5772,5768,5772,1495,777964,777993
2024-07-31 21:18:00.000000000,1722431880000000000,5772,5774,5770,5770,1288,777993,777734
2024-07-31 21:19:00.000000000,1722431940000000000,5770,5774,5768,5770,2044,777734,776992
2024-07-31 21:20:00.000000000,1722432000000000000,5770,5776,5770,5776,1369,776992,777321
2024-07-31 21:21:00.000000000,1722432060000000000,5776,5776,5772,5772,815,777321,777386
2024-07-31 21:22:00.000000000,1722432120000000000,5772,5778,5772,5776,1117,777386,777301
2024-07-31 21:23:00.000000000,1722432180000000000,5776,5780,5774,5776,1590,777301,776784
2024-07-31 21:24:00.000000000,1722432240000000000,5776,5778,5774,5776,1953,776784,777490
2024-07-31 21:25:00.000000000,1722432300000000000,5776,5778,5774,5774,1438,777490,777485
2024-07-31 21:26:00.000000000,1722432360000000000,5774,5776,5774,5776,209,777485,777497
2024-07-31 21:27:00.000000000,1722432420000000000,5776,5780,5774,5776,1096,777497,777260
2024-07-31 21:28:00.000000000,1722432480000000000,5776,5780,5776,5778,631,777260,777242
2024-07-31 21:29:00.000000000,1722432540000000000,5778,5780,5776,5778,1218,777242,776855
2024-07-31 21:30:00.000000000,1722432600000000000,5778,5782,5778,5780,1644,776855,776701
2024-07-31 21:31:00.000000000,1722432660000000000,5780,5782,5780,5780,592,776701,776668
2024-07-31 21:32:00.000000000,1722432720000000000,5780,5784,5778,5780,1226,776668,776665
2024-07-31 21:33:00.000000000,1722432780000000000,5780,5782,5778,5780,662,776665,777004
2024-07-31 21:34:00.000000000,1722432840000000000,5780,5784,5780,5782,1043,777004,776804
2024-07-31 21:35:00.000000000,1722432900000000000,5782,5784,5776,5778,1789,776804,776637
2024-07-31 21:36:00.000000000,1722432960000000000,5778,5778,5774,5776,795,776637,776807
2024-07-31 21:37:00.000000000,1722433020000000000,5776,5780,5776,5778,657,776807,777022
2024-07-31 21:38:00.000000000,1722433080000000000,5778,5784,5778,5782,1475,777022,776999
2024-07-31 21:39:00.000000000,1722433140000000000,5782,5788,5780,5786,2160,776999,777356
2024-07-31 21:40:00.000000000,1722433200000000000,5786,5788,5784,5786,676,777356,776958
2024-07-31 21:41:00.000000000,1722433260000000000,5786,5790,5786,5788,1787,776958,777197
2024-07-31 21:42:00.000000000,1722433320000000000,5788,5790,5788,5788,1030,777197,776890
2024-07-31 21:43:00.000000000,1722433380000000000,5788,5790,5786,5788,625,776890,776765
2024-07-31 21:44:00.000000000,1722433440000000000,5788,5788,5784,5784,882,776765,776986
2024-07-31 21:45:00.000000000,1722433500000000000,5784,5788,5784,5786,804,776986,776583
2024-07-31 21:46:00.000000000,1722433560000000000,5786,5788,5786,5786,322,776583,776632
2024-07-31 21:47:00.000000000,1722433620000000000,5786,5788,5782,5786,1201,776632,776665
2024-07-31 21:48:00.000000000,1722433680000000000,5786,5786,5782,5782,275,776665,776603
2024-07-31 21:49:00.000000000,1722433740000000000,5782,5788,5782,5786,685,776603,776841
2024-07-31 21:50:00.000000000,1722433800000000000,5786,5788,5784,5786,596,776841,776772
2024-07-31 21:51:00.000000000,1722433860000000000,5786,5788,5786,5786,280,776772,776798
2024-07-31 21:52:00.000000000,1722433920000000000,5786,5790,5786,5788,800,776798,776381
2024-07-31 21:53:00.000000000,1722433980000000000,5788,5790,5784,5786,526,776381,776288
2024-07-31 21:54:00.000000000,1722434040000000000,5786,5790,5784,5788,593,776288,776386
2024-07-31 21:55:00.000000000,1722434100000000000,5788,5790,5786,5786,520,776386,776513
2024-07-31 21:56:00.000000000,1722434160000000000,5786,5788,5782,5784,590,776513,776342
2024-07-31 21:57:00.000000000,1722434220000000000,5784,5784,5782,5782,427,776342,776040
2024-07-31 21:58:00.000000000,1722434280000000000,5782,5786,5782,5782,805,776040,776118
2024-07-31 21:59:00.000000000,1722434340000000000,5782,5784,5780,5780,949,776118,775968
2024-07-31 22:00:00.000000000,1722434400000000000,5780,5782,5776,5778,1440,775968,775538
2024-07-31 22:01:00.000000000,1722434460000000000,5778,5782,5776,5780,1274,775538,775870
2024-07-31 22:02:00.000000000,1722434520000000000,5780,5782,5778,5780,408,775870,775901
2024-07-31 22:03:00.000000000,1722434580000000000,5780,5780,5776,5776,1030,775901,775898
2024-07-31 22:04:00.000000000,1722434640000000000,5776,5780,5774,5778,1656,775898,776189
2024-07-31 22:05:00.000000000,1722434700000000000,5778,5782,5778,5782,235,776189,776285
2024-07-31 22:06:00.000000000,1722434760000000000,5782,5784,5780,5782,582,776285,776561
2024-07-31 22:07:00.000000000,1722434820000000000,5782,5784,5778,5782,713,776561,776543
2024-07-31 22:08:00.000000000,1722434880000000000,5782,5784,5780,5782,638,776543,776668
2024-07-31 22:09:00.000000000,1722434940000000000,5782,5784,5782,5784,232,776668,776640
2024-07-31 22:10:00.000000000,1722435000000000000,5784,5784,5782,5784,327,776640,776576
2024-07-31 22:11:00.000000000,1722435060000000000,5784,5786,5782,5786,383,776576,776532
2024-07-31 22:12:00.000000000,1722435120000000000,5786,5786,5784,5786,99,776532,776499
2024-07-31 22:13:00.000000000,1722435180000000000,5786,5788,5784,5788,501,776499,776539
2024-07-31 22:14:00.000000000,1722435240000000000,5788,5790,5786,5790,1057,776539,776314
2024-07-31 22:15:00.000000000,1722435300000000000,5790,5790,5788,5788,851,776314,776196
2024-07-31 22:16:00.000000000,1722435360000000000,5788,5790,5786,5788,698,776196,775968
2024-07-31 22:17:00.000000000,1722435420000000000,5788,5790,5788,5788,534,775968,775747
2024-07-31 22:18:00.000000000,1722435480000000000,5788,5790,5788,5788,594,775747,775577
2024-07-31 22:19:00.000000000,1722435540000000000,5788,5790,5786,5786,153,775577,775563
2024-07-31 22:20:00.000000000,1722435600000000000,5786,5788,5784,5784,846,775563,775484
2024-07-31 22:21:00.000000000,1722435660000000000,5784,5788,5780,5784,2413,775484,776206
2024-07-31 22:22:00.000000000,1722435720000000000,5784,5788,5782,5786,1276,776206,776376
2024-07-31 22:23:00.000000000,1722435780000000000,5786,5788,5784,5788,212,776376,776492
2024-07-31 22:24:00.000000000,1722435840000000000,5788,5790,5786,5790,1147,776492,776430
2024-07-31 22:25:00.000000000,1722435900000000000,5790,5790,5786,5788,681,776430,776232
2024-07-31 22:26:00.000000000,1722435960000000000,5788,5788,5786,5788,184,776232,776224
2024-07-31 22:27:00.000000000,1722436020000000000,5788,5790,5786,5788,437,776224,776144
2024-07-31 22:28:00.000000000,1722436080000000000,5788,5790,5786,5790,518,776144,776142
2024-07-31 22:29:00.000000000,1722436140000000000,5790,5790,5788,5788,125,776142,776122
2024-07-31 22:30:00.000000000,1722436200000000000,5788,5790,5784,5786,1309,776122,775713
2024-07-31 22:31:00.000000000,1722436260000000000,5786,5786,5782,5784,1021,775713,775944
2024-07-31 22:32:00.000000000,1722436320000000000,5784,5786,5782,5782,1120,775944,776311
2024-07-31 22:33:00.000000000,1722436380000000000,5782,5784,5782,5782,276,776311,776293
2024-07-31 22:34:00.000000000,1722436440000000000,5782,5786,5782,5786,436,776293,776168
2024-07-31 22:35:00.000000000,1722436500000000000,5786,5788,5782,5786,710,776168,775957
2024-07-31 22:36:00.000000000,1722436560000000000,5786,5792,5786,5788,2342,775957,776149
2024-07-31 22:37:00.000000000,1722436620000000000,5788,5790,5786,5786,597,776149,776127
2024-07-31 22:38:00.000000000,1722436680000000000,5786,5788,5786,5788,21,776127,776110
2024-07-31 22:39:00.000000000,1722436740000000000,5788,5788,5784,5786,326,776110,776007
2024-07-31 22:40:00.000000000,1722436800000000000,5786,5786,5784,5784,419,776007,775996
2024-07-31 22:41:00.000000000,1722436860000000000,5784,5786,5782,5782,542,775996,776015
2024-07-31 22:42:00.000000000,1722436920000000000,5782,5786,5782,5784,317,776015,775941
2024-07-31 22:43:00.000000000,1722436980000000000,5784,5786,5784,5784,240,775941,776125
2024-07-31 22:44:00.000000000,1722437040000000000,5784,5786,5784,5786,178,776125,776136
2024-07-31 22:45:00.000000000,1722437100000000000,5786,5786,5782,5784,1457,776136,776099
2024-07-31 22:46:00.000000000,1722437160000000000,5784,5786,5782,5786,284,776099,776017
2024-07-31 22:47:00.000000000,1722437220000000000,5786,5786,5782,5784,283,776017,775969
2024-07-31 22:48:00.000000000,1722437280000000000,5784,5786,5784,5786,603,775969,775820
2024-07-31 22:49:00.000000000,1722437340000000000,5786,5788,5784,5784,1323,775820,774868
2024-07-31 22:50:00.000000000,1722437400000000000,5784,5786,5782,5786,483,774868,774818
2024-07-31 22:51:00.000000000,1722437460000000000,5786,5786,5782,5782,101,774818,774803
2024-07-31 22:52:00.000000000,1722437520000000000,5782,5786,5782,5786,1020,774803,774987
2024-07-31 22:53:00.000000000,1722437580000000000,5786,5788,5784,5784,966,774987,774658
2024-07-31 22:54:00.000000000,1722437640000000000,5784,5786,5782,5786,521,774658,774616
