datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2022-07-29 21:00:00.000000000,1659099600000000000,786.0,788.0,785.0,786.0,9892,536315,534080
2022-07-29 21:01:00.000000000,1659099660000000000,786.0,790.0,785.5,789.5,5068,534080,533601
2022-07-29 21:02:00.000000000,1659099720000000000,789.5,793.0,789.5,791.0,5298,533601,533066
2022-07-29 21:03:00.000000000,1659099780000000000,791.0,795.0,791.0,794.0,4842,533066,532688
2022-07-29 21:04:00.000000000,1659099840000000000,794.0,796.5,793.0,793.5,5728,532688,532244
2022-07-29 21:05:00.000000000,1659099900000000000,793.5,794.5,792.0,792.5,2911,532244,531900
2022-07-29 21:06:00.000000000,1659099960000000000,792.5,793.0,790.0,792.0,3620,531900,531330
2022-07-29 21:07:00.000000000,1659100020000000000,792.0,792.5,790.5,791.5,1443,531330,531282
2022-07-29 21:08:00.000000000,1659100080000000000,791.5,793.5,790.0,793.0,2383,531282,530889
2022-07-29 21:09:00.000000000,1659100140000000000,793.0,793.5,790.0,790.0,2208,530889,530284
2022-07-29 21:10:00.000000000,1659100200000000000,790.0,791.0,788.0,788.0,2690,530284,528982
2022-07-29 21:11:00.000000000,1659100260000000000,788.0,789.5,787.0,788.5,2592,528982,528030
2022-07-29 21:12:00.000000000,1659100320000000000,788.5,790.5,788.0,790.5,1873,528030,527633
2022-07-29 21:13:00.000000000,1659100380000000000,790.5,791.5,789.0,791.5,1954,527633,527510
2022-07-29 21:14:00.000000000,1659100440000000000,791.5,792.5,791.0,792.0,1603,527510,527252
2022-07-29 21:15:00.000000000,1659100500000000000,792.0,793.5,791.5,792.0,1803,527252,526997
2022-07-29 21:16:00.000000000,1659100560000000000,792.0,793.0,791.0,793.0,1324,526997,526857
2022-07-29 21:17:00.000000000,1659100620000000000,793.0,794.0,792.5,794.0,2028,526857,526772
2022-07-29 21:18:00.000000000,1659100680000000000,794.0,794.0,791.0,791.5,1964,526772,526383
2022-07-29 21:19:00.000000000,1659100740000000000,791.5,793.0,791.0,791.0,1136,526383,526451
2022-07-29 21:20:00.000000000,1659100800000000000,791.0,792.0,789.5,790.0,1484,526451,526200
2022-07-29 21:21:00.000000000,1659100860000000000,790.0,791.0,787.5,787.5,2323,526200,525633
2022-07-29 21:22:00.000000000,1659100920000000000,787.5,788.0,786.0,786.5,1765,525633,525112
