datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2022-11-30 21:00:00.000000000,1669813200000000000,65600,65620,65460,65550,4442,147320,146440
2022-11-30 21:01:00.000000000,1669813260000000000,65550,65580,65460,65460,2244,146440,145982
2022-11-30 21:02:00.000000000,1669813320000000000,65460,65530,65440,65460,1338,145982,145948
2022-11-30 21:03:00.000000000,1669813380000000000,65460,65470,65400,65410,1081,145948,145891
2022-11-30 21:04:00.000000000,1669813440000000000,65410,65430,65320,65420,973,145891,145779
2022-11-30 21:05:00.000000000,1669813500000000000,65420,65490,65410,65480,709,145779,145745
2022-11-30 21:06:00.000000000,1669813560000000000,65480,65500,65450,65460,440,145745,145704
2022-11-30 21:07:00.000000000,1669813620000000000,65460,65480,65450,65460,379,145704,145715
2022-11-30 21:08:00.000000000,1669813680000000000,65460,65490,65440,65440,334,145715,145656
2022-11-30 21:09:00.000000000,1669813740000000000,65440,65450,65420,65440,415,145656,145554
2022-11-30 21:10:00.000000000,1669813800000000000,65440,65480,65440,65460,561,145554,145454
2022-11-30 21:11:00.000000000,1669813860000000000,65460,65470,65450,65450,267,145454,145502
2022-11-30 21:12:00.000000000,1669813920000000000,65450,65480,65450,65470,429,145502,145442
2022-11-30 21:13:00.000000000,1669813980000000000,65470,65540,65470,65530,926,145442,145444
2022-11-30 21:14:00.000000000,1669814040000000000,65530,65550,65530,65530,354,145444,145465
2022-11-30 21:15:00.000000000,1669814100000000000,65530,65610,65530,65580,1419,145465,145733
2022-11-30 21:16:00.000000000,1669814160000000000,65580,65670,65580,65640,1309,145733,145785
2022-11-30 21:17:00.000000000,1669814220000000000,65640,65640,65570,65600,534,145785,145867
2022-11-30 21:18:00.000000000,1669814280000000000,65600,65600,65510,65530,616,145867,145790
2022-11-30 21:19:00.000000000,1669814340000000000,65530,65550,65520,65540,352,145790,145776
2022-11-30 21:20:00.000000000,1669814400000000000,65540,65600,65540,65590,397,145776,145707
2022-11-30 21:21:00.000000000,1669814460000000000,65590,65610,65560,65580,257,145707,145712
2022-11-30 21:22:00.000000000,1669814520000000000,65580,65590,65560,65570,170,145712,145718
2022-11-30 21:23:00.000000000,1669814580000000000,65570,65600,65540,65550,236,145718,145746
2022-11-30 21:24:00.000000000,1669814640000000000,65550,65580,65550,65570,154,145746,145722
2022-11-30 21:25:00.000000000,1669814700000000000,65570,65630,65570,65620,411,145722,145864
2022-11-30 21:26:00.000000000,1669814760000000000,65620,65650,65590,65590,442,145864,145928
2022-11-30 21:27:00.000000000,1669814820000000000,65590,65600,65570,65600,330,145928,146100
2022-11-30 21:28:00.000000000,1669814880000000000,65600,65600,65530,65540,502,146100,146274
2022-11-30 21:29:00.000000000,1669814940000000000,65540,65580,65530,65580,182,146274,146269
2022-11-30 21:30:00.000000000,1669815000000000000,65580,65620,65500,65510,684,146269,146384
2022-11-30 21:31:00.000000000,1669815060000000000,65510,65540,65500,65500,331,146384,146384
2022-11-30 21:32:00.000000000,1669815120000000000,65500,65530,65500,65510,142,146384,146406
2022-11-30 21:33:00.000000000,1669815180000000000,65510,65510,65440,65460,578,146406,146347
2022-11-30 21:34:00.000000000,1669815240000000000,65460,65460,65420,65460,312,146347,146223
2022-11-30 21:35:00.000000000,1669815300000000000,65460,65480,65460,65470,270,146223,146212
2022-11-30 21:36:00.000000000,1669815360000000000,65470,65480,65460,65470,83,146212,146205
2022-11-30 21:37:00.000000000,1669815420000000000,65470,65470,65440,65460,117,146205,146202
2022-11-30 21:38:00.000000000,1669815480000000000,65460,65500,65450,65500,99,146202,146175
2022-11-30 21:39:00.000000000,1669815540000000000,65500,65510,65480,65500,127,146175,146133
2022-11-30 21:40:00.000000000,1669815600000000000,65500,65540,65500,65530,234,146133,146128
2022-11-30 21:41:00.000000000,1669815660000000000,65530,65550,65520,65540,154,146128,146123
2022-11-30 21:42:00.000000000,1669815720000000000,65540,65550,65520,65520,97,146123,146078
2022-11-30 21:43:00.000000000,1669815780000000000,65520,65550,65520,65540,159,146078,146072
2022-11-30 21:44:00.000000000,1669815840000000000,65540,65560,65510,65510,143,146072,146106
2022-11-30 21:45:00.000000000,1669815900000000000,65510,65570,65510,65540,193,146106,146125
2022-11-30 21:46:00.000000000,1669815960000000000,65540,65540,65510,65520,113,146125,146094
2022-11-30 21:47:00.000000000,1669816020000000000,65520,65550,65520,65540,88,146094,146088
2022-11-30 21:48:00.000000000,1669816080000000000,65540,65550,65510,65520,80,146088,146098
2022-11-30 21:49:00.000000000,1669816140000000000,65520,65540,65510,65540,106,146098,146112
2022-11-30 21:50:00.000000000,1669816200000000000,65540,65540,65510,65510,86,146112,146104
2022-11-30 21:51:00.000000000,1669816260000000000,65510,65520,65500,65520,202,146104,146155
2022-11-30 21:52:00.000000000,1669816320000000000,65520,65530,65500,65520,114,146155,146209
2022-11-30 21:53:00.000000000,1669816380000000000,65520,65530,65480,65490,237,146209,146229
2022-11-30 21:54:00.000000000,1669816440000000000,65490,65540,65490,65540,504,146229,146444
2022-11-30 21:55:00.000000000,1669816500000000000,65540,65550,65520,65530,93,146444,146463
2022-11-30 21:56:00.000000000,1669816560000000000,65530,65530,65520,65530,144,146463,146515
2022-11-30 21:57:00.000000000,1669816620000000000,65530,65550,65530,65540,79,146515,146535
2022-11-30 21:58:00.000000000,1669816680000000000,65540,65540,65520,65530,153,146535,146599
2022-11-30 21:59:00.000000000,1669816740000000000,65530,65550,65510,65520,120,146599,146643
2022-11-30 22:00:00.000000000,1669816800000000000,65520,65550,65520,65530,293,146643,146667
2022-11-30 22:01:00.000000000,1669816860000000000,65530,65550,65520,65530,142,146667,146718
2022-11-30 22:02:00.000000000,1669816920000000000,65530,65550,65520,65550,42,146718,146711
2022-11-30 22:03:00.000000000,1669816980000000000,65550,65580,65540,65550,236,146711,146789
2022-11-30 22:04:00.000000000,1669817040000000000,65550,65550,65490,65490,155,146789,146783
2022-11-30 22:05:00.000000000,1669817100000000000,65490,65520,65490,65500,158,146783,146786
2022-11-30 22:06:00.000000000,1669817160000000000,65500,65540,65500,65540,108,146786,146836
2022-11-30 22:07:00.000000000,1669817220000000000,65540,65550,65520,65550,96,146836,146873
2022-11-30 22:08:00.000000000,1669817280000000000,65550,65570,65540,65550,140,146873,146927
2022-11-30 22:09:00.000000000,1669817340000000000,65550,65560,65540,65550,74,146927,146961
2022-11-30 22:10:00.000000000,1669817400000000000,65550,65570,65540,65560,139,146961,146969
2022-11-30 22:11:00.000000000,1669817460000000000,65560,65580,65550,65570,173,146969,147008
2022-11-30 22:12:00.000000000,1669817520000000000,65570,65610,65570,65610,335,147008,147155
2022-11-30 22:13:00.000000000,1669817580000000000,65610,65630,65590,65600,307,147155,147318
2022-11-30 22:14:00.000000000,1669817640000000000,65600,65620,65560,65580,235,147318,147288
2022-11-30 22:15:00.000000000,1669817700000000000,65580,65630,65580,65620,178,147288,147338
2022-11-30 22:16:00.000000000,1669817760000000000,65620,65640,65610,65630,258,147338,147407
2022-11-30 22:17:00.000000000,1669817820000000000,65630,65680,65620,65670,662,147407,147538
2022-11-30 22:18:00.000000000,1669817880000000000,65670,65690,65640,65650,453,147538,147622
2022-11-30 22:19:00.000000000,1669817940000000000,65650,65660,65610,65620,292,147622,147670
2022-11-30 22:20:00.000000000,1669818000000000000,65620,65660,65610,65650,166,147670,147648
